"zone_id","agrempn","fpsempn","herempn","mwtempn","othempn","retempn","totemp"
732,0,1229,1485,729,1944,675,6062
733,4,968,1925,225,1181,1113,5416
734,59,866,721,325,481,67,2519
735,60,639,854,144,459,366,2522
736,2,5114,2297,5619,796,3522,17350
737,0,1750,1018,1616,933,450,5767
738,6,241,115,11,67,18,458
739,45,2754,1930,1947,3047,357,10080
740,0,305,754,263,69,165,1556
741,2,197,331,36,92,38,696
742,8,7414,3647,4944,2780,1904,20697
743,0,2992,1331,948,1386,362,7019
744,11,290,2360,101,736,109,3607
745,0,181,235,24,126,33,599
746,141,1045,772,224,500,197,2879
747,9,337,170,163,77,12,768
748,0,205,79,40,57,27,408
749,2,380,587,251,160,153,1533
750,0,1634,1008,6456,633,106,9837
751,2,3408,2785,14926,7272,2395,30788
752,31,4402,1723,11283,1819,1085,20343
753,3,383,188,68,62,22,726
754,2,725,1172,157,160,34,2250
755,2,854,530,78,229,136,1829
756,8,823,740,824,954,361,3710
757,0,58,86,13,18,42,217
758,0,209,414,78,55,26,782
759,2,230,760,182,144,110,1428
760,0,126,179,57,162,111,635
761,0,1076,1070,288,335,281,3050
762,0,146,268,35,95,20,564
763,0,510,671,95,114,44,1434
764,0,242,1059,96,278,426,2101
765,0,313,826,26,87,353,1605
766,0,125,176,587,103,124,1115
767,0,1860,2120,2947,529,2473,9929
768,21,1577,845,3511,729,520,7203
769,0,855,709,1454,353,96,3467
770,2,472,903,743,194,201,2515
771,10,249,561,66,138,256,1280
772,0,86,155,43,81,36,401
773,0,505,707,319,510,459,2500
774,0,1073,1076,214,367,244,2974
775,9,295,325,129,175,47,980
776,2,487,1019,43,205,18,1774
777,7,2750,2779,133,3467,1048,10184
778,11,2503,3535,436,2616,182,9283
779,2,328,244,49,47,30,700
780,2,549,608,106,126,91,1482
781,2,248,261,59,102,32,704
782,0,251,381,80,191,70,973
783,0,96,26,55,46,3,226
784,2,175,466,73,118,480,1314
785,0,154,229,33,49,124,589
786,0,140,110,25,63,32,370
787,0,176,276,75,128,57,712
788,0,268,180,30,81,27,586
789,18,148,113,49,61,34,423
790,0,197,336,132,54,31,750
791,2,139,235,35,31,31,473
792,0,75,52,26,24,6,183
793,0,224,292,152,56,73,797
794,0,179,84,43,327,22,655
795,0,272,503,813,238,61,1887
796,25,593,2141,2342,312,1208,6621
797,4,700,962,4004,511,562,6743
798,0,102,340,77,56,11,586
799,2,177,137,37,75,176,604
800,0,169,821,61,344,37,1432
801,0,757,694,604,255,238,2548
802,3,54,521,9,37,10,634
803,2,54,380,12,41,9,498
804,0,157,562,15,75,268,1077
805,0,195,326,47,66,8,642
806,4,1308,1769,6334,1313,1172,11900
807,2,55,152,17,27,88,341
808,0,40,1442,12,27,11,1532
809,7,270,125,1570,605,66,2643
810,39,4004,2185,14419,4191,1628,26466
811,31,200,1617,306,193,139,2486
812,0,341,1058,71,1008,1008,3486
813,0,169,963,21,46,103,1302
814,0,31,117,25,37,53,263
815,0,32,247,2,0,5,286
816,0,47,161,20,24,97,349
817,0,68,210,29,158,39,504
818,0,84,240,25,25,24,398
819,2,103,291,27,46,238,707
820,6,612,767,91,146,134,1756
821,0,445,456,18,123,62,1104
822,0,191,94,24,127,16,452
823,0,336,704,102,148,29,1319
824,0,317,529,110,217,318,1491
825,0,96,263,32,52,3,446
826,2,173,225,204,176,290,1070
827,0,285,652,45,2168,149,3299
828,0,273,641,149,450,177,1690
829,0,43,211,7,802,22,1085
830,0,79,409,28,40,55,611
831,0,28,523,246,29,45,871
832,0,147,454,19,87,73,780
833,0,35,144,19,44,15,257
834,0,281,312,1876,38,22,2529
835,0,201,396,54,122,264,1037
836,0,73,34,7,31,206,351
837,0,157,674,75,183,54,1143
838,0,284,409,98,109,198,1098
839,2,1067,1411,276,1085,417,4258
840,2,395,670,66,153,154,1440
841,7,203,594,32,91,33,960
842,0,134,370,32,97,134,767
843,0,121,171,32,68,13,405
844,25,706,578,101,522,169,2101
845,28,281,838,63,125,47,1382
846,4,192,519,68,152,72,1007
847,9,461,641,58,459,219,1847
848,2,223,2704,132,206,390,3657
849,2,157,503,23,129,26,840
850,0,201,167,23,144,11,546
851,0,117,73,16,113,14,333
852,0,199,401,29,111,42,782
853,2,215,721,76,218,27,1259
854,0,111,283,28,256,77,755
855,0,47,194,36,46,47,370
856,0,127,779,49,177,822,1954
857,8,129,463,123,92,55,870
858,4,263,638,95,115,437,1552
859,0,58,160,34,101,73,426
860,0,396,861,13133,619,154,15163
861,2,302,1123,451,605,39,2522
862,14,429,710,1266,749,764,3932
863,0,209,334,624,185,326,1678
864,2,650,1448,328,292,746,3466
865,0,84,449,23,82,14,652
866,0,181,545,30,376,14,1146
867,0,73,237,46,60,73,489
868,2,162,414,19,84,99,780
869,0,207,371,49,134,89,850
870,0,132,135,93,124,220,704
871,7,975,2724,326,542,867,5441
872,2,162,727,559,244,1189,2883
873,4,1603,1387,8889,2007,1133,15023
874,0,392,226,1479,152,16,2265
875,29,3174,3727,2187,2320,865,12302
876,0,36,9,14,6,0,65
877,10,14,166,68,18,4,280
878,0,161,257,204,100,13,735
879,0,60,108,160,55,208,591
880,0,19,392,10,47,202,670
881,0,35,37,4,22,7,105
882,0,196,467,24,133,60,880
883,0,370,161,18,177,43,769
884,0,231,400,60,57,165,913
885,5,531,839,64,322,153,1914
886,0,147,281,28,93,151,700
887,0,91,834,24,50,42,1041
888,0,39,104,6,14,14,177
889,0,31,160,15,10,7,223
890,0,32,672,10,38,55,807
891,0,50,177,37,67,58,389
892,0,180,206,336,366,34,1122
893,100,22,196,74,222,47,661
894,0,93,118,687,237,6,1141
895,2,334,217,131,89,39,812
896,0,268,304,1599,461,222,2854
897,0,58,204,31,51,71,415
898,0,38,278,150,59,28,553
899,0,112,603,25,628,57,1425
900,0,111,582,26,1272,180,2171
901,0,144,91,11,46,13,305
902,0,33,545,9,38,27,652
903,0,179,518,14,91,20,822
904,0,84,708,42,47,41,922
905,0,111,274,28,82,34,529
906,3,68,439,12,174,73,769
907,0,117,256,4,44,17,438
908,0,187,299,35,104,141,766
909,0,129,349,30,80,53,641
910,6,258,751,27,124,54,1220
911,0,166,275,15,76,21,553
912,7,376,486,51,114,126,1160
913,25,1173,893,115,698,391,3295
914,0,341,136,30,100,14,621
915,8,319,294,63,358,34,1076
916,0,403,1104,47,86,365,2005
917,9,322,352,32,155,44,914
918,2,588,725,54,162,28,1559
919,0,119,63,15,80,3,280
920,3,263,465,15,53,23,822
921,2,239,142,23,117,82,605
922,0,280,493,54,153,54,1034
923,5,124,342,24,81,56,632
924,0,87,777,24,61,93,1042
925,0,146,780,56,126,164,1272
926,0,494,1312,883,880,572,4141
927,2,37,849,18,63,64,1033
928,0,114,255,2,48,31,450
929,0,42,69,4,50,8,173
930,0,22,434,15,24,15,510
931,0,38,627,10,68,14,757
932,0,34,35,4,45,8,126
933,0,71,427,56,72,56,682
934,2,154,613,85,145,100,1099
935,0,52,69,55,62,10,248
936,0,71,174,19,32,16,312
937,0,172,286,43,179,253,933
938,7,329,314,53,75,26,804
939,0,581,701,115,388,231,2016
940,2,177,339,598,438,34,1588
941,2,113,151,27,53,9,355
942,0,328,716,31,183,146,1404
943,0,169,439,23,120,139,890
944,0,149,334,6,52,120,661
945,2,3205,1500,939,3303,147,9096
946,2,836,1309,1029,2512,199,5887
947,2,804,3827,613,724,344,6314
948,0,402,713,354,3552,169,5190
949,2,205,468,132,239,122,1168
950,0,538,449,66,202,65,1320
951,0,215,266,20,122,16,639
952,4,1093,889,1905,667,71,4629
953,4,459,693,228,126,142,1652
954,0,255,1488,223,108,781,2855
955,2,201,1143,58,2200,260,3864
956,0,189,440,21,114,71,835
957,0,125,285,14,61,18,503
958,2,241,335,21,253,21,873
959,0,212,404,45,219,92,972
960,0,1643,1913,1083,677,457,5773
961,0,243,262,326,97,12,940
962,0,517,461,29,68,23,1098
963,9,118,305,24,100,22,578
964,0,194,193,232,134,5,758
965,0,183,89,354,492,26,1144
966,0,235,590,658,168,49,1700
967,83,892,1476,1066,1274,201,4992
968,4,5367,5632,1820,6320,582,19725
969,0,2579,1140,1943,4425,98,10185
970,0,1835,1070,125,6028,117,9175
971,0,5614,8653,608,3669,210,18754
972,2,643,2752,196,576,648,4817
973,2,399,722,31,281,60,1495
974,0,398,1857,202,397,378,3232
975,0,122,289,40,94,33,578
976,0,365,711,131,409,151,1767
977,0,258,2440,186,537,54,3475
978,8,392,486,78,221,78,1263
979,165,287,3509,92,263,220,4536
980,0,45,162,47,40,38,332
981,0,53,133,3,17,35,241
982,0,94,424,89,39,27,673
983,0,39,66,20,123,0,248
984,0,212,671,498,500,46,1927
985,0,77,215,6,24,4,326
986,0,102,154,165,61,14,496
987,0,65,112,25,327,26,555
988,32,477,330,1055,665,467,3026
989,2,147,453,392,236,45,1275
990,0,77,94,91,200,35,497
991,4,6113,5237,3610,2773,2192,19929
992,0,86,227,42,100,9,464
993,2,199,694,204,463,102,1664
994,0,42,32,49,29,41,193
995,0,83,317,29,74,22,525
996,0,144,431,177,169,71,992
997,2,65,56,22,142,2,289
998,2,319,925,182,277,165,1870
999,2,595,1207,4110,157,343,6414
1000,2,193,556,74,90,111,1026
1001,2,103,266,43,107,17,538
1002,0,301,588,31,176,130,1226
1003,2,99,2082,89,95,184,2551
1004,2,254,1783,126,149,111,2425
1005,2,285,881,39,87,22,1316
1006,2,164,326,28,34,144,698
1007,0,62,813,7,36,10,928
1008,2,240,6151,61,189,912,7555
1009,0,98,792,39,142,159,1230
1010,0,398,747,6,129,22,1302
1011,0,248,1090,138,487,375,2338
1012,0,161,457,23,76,31,748
1013,3,113,199,239,129,37,720
1014,21,3404,4509,5009,2233,1480,16656
1015,0,164,673,203,1633,82,2755
1016,14,211,990,90,176,174,1655
1017,0,234,372,33,139,101,879
1018,0,3171,4992,214,3448,612,12437
1019,0,10439,16175,10,775,8,27407
1020,0,89,635,15,162,20,921
1021,2,378,700,104,304,121,1609
1022,0,151,182,52,187,59,631
1023,0,160,831,66,127,149,1333
1024,5,143,212,105,159,38,662
1025,0,153,762,81,90,231,1317
1026,0,114,233,82,59,49,537
1027,0,374,845,158,153,370,1900
1028,2,296,242,35,39,4,618
1029,0,232,132,52,97,19,532
1030,0,133,165,22,55,21,396
1031,0,295,403,78,70,43,889
1032,0,115,228,53,21,19,436
1033,2,305,578,71,137,300,1393
1034,4,438,719,63,251,226,1701
1035,0,77,502,39,12,6,636
1036,0,76,162,16,90,11,355
1037,6,157,552,37,173,44,969
1038,0,38,163,34,544,275,1054
1039,0,250,661,138,235,225,1509
1040,0,118,222,21,45,91,497
1041,0,175,678,34,112,400,1399
1042,0,150,311,14,28,14,517
1043,3,149,202,27,62,20,463
1044,0,249,157,21,77,22,526
1045,3,197,222,46,67,18,553
1046,0,136,205,20,53,6,420
1047,2,89,208,28,450,207,984
1048,0,105,219,20,95,54,493
1049,0,495,543,39,195,223,1495
1050,0,161,413,91,280,133,1078
1051,3,258,766,182,141,575,1925
1052,0,64,45,6,6,2,123
1053,0,144,249,26,62,16,497
1054,0,111,259,7,28,46,451
1055,2,190,324,37,152,281,986
1056,0,75,364,29,810,66,1344
1057,0,38,54,0,18,23,133
1058,39,535,778,65,438,104,1959
1059,2,952,1011,2870,1868,459,7162
1060,0,331,777,341,115,20,1584
1061,2,159,994,824,1943,147,4069
1062,312,935,709,2638,908,986,6488
1063,0,68,117,25,210,22,442
1064,0,41,187,302,18,26,574
1065,0,94,638,21,83,64,900
1066,0,400,1904,62,607,382,3355
1067,0,118,271,48,192,116,745
1068,50,284,143,738,737,53,2005
1069,9,1921,1392,2202,860,2232,8616
1070,0,73,132,25,30,8,268
1071,0,103,121,43,100,17,384
1072,2,121,1065,52,252,193,1685
1073,0,101,170,56,32,8,367
1074,3,486,1180,120,153,1150,3092
1075,47,264,400,30,93,177,1011
1076,2,135,533,17,60,9,756
1077,4,205,506,82,162,94,1053
1078,0,256,424,37,168,85,970
1079,5,408,645,108,268,69,1503
1080,0,166,417,50,75,147,855
1081,0,36,77,8,10,21,152
1082,2,239,399,154,128,205,1127
1083,6,930,2233,4473,630,120,8392
1084,6,244,567,50,157,178,1202
1085,0,226,259,157,101,186,929
1086,0,330,393,52,278,176,1229
1087,17,284,280,90,112,29,812
1088,0,89,64,382,102,53,690
1089,3,158,409,144,163,144,1021
1090,0,96,573,1127,139,50,1985
1091,2,149,993,136,384,263,1927
1092,0,428,721,2115,2063,77,5404
1093,0,136,285,8,1856,17,2302
1094,2,223,450,70,2373,43,3161
1095,0,371,292,1500,1188,169,3520
1096,14,1582,1057,779,1643,624,5699
1097,27,2395,2324,4032,2608,560,11946
1098,0,330,211,43,67,12,663
1099,0,488,844,91,306,372,2101
1100,0,484,1320,153,430,172,2559
1101,9,212,260,11,115,28,635
1102,26,87,24,74,87,7,305
1103,8,424,560,40,190,146,1368
1104,0,131,196,29,61,13,430
1105,0,45,39,2,15,2,103
1106,0,365,525,58,234,180,1362
1107,2,103,36,15,54,6,216
1108,2,222,833,54,104,371,1586
1109,0,188,1248,61,140,55,1692
1110,2,561,979,255,427,261,2485
1111,0,151,514,26,313,19,1023
1112,0,172,5015,17,233,72,5509
1113,8,3727,2201,1098,1909,1107,10050
1114,0,69,18,42,53,24,206
1115,0,108,241,31,81,60,521
1116,0,95,300,16,310,49,770
1117,0,156,254,159,185,42,796
1118,0,601,774,885,1158,487,3905
1119,6,358,741,122,145,157,1529
1120,2,191,306,57,112,153,821
1121,46,4650,3184,1402,1626,1774,12682
1122,26,4491,3705,3814,2593,4091,18720
1123,2,803,714,164,266,735,2684
1124,4,549,773,64,2106,267,3763
1125,20,225,173,46,185,88,737
1126,0,307,433,91,202,105,1138
1127,2,805,2580,76,387,67,3917
1128,0,322,1218,25,156,81,1802
1129,0,247,2120,87,917,124,3495
1130,2,186,170,38,72,5,473
1131,17,455,255,73,242,100,1142
1132,13,465,509,40,148,61,1236
1133,8,676,613,143,836,228,2504
1134,0,686,995,150,728,663,3222
1135,0,235,726,147,204,71,1383
1136,2,1020,2247,275,419,153,4116
1137,0,1758,3144,438,1797,399,7536
1138,5,654,911,154,276,288,2288
1139,4,292,113,14,65,56,544
1140,0,301,819,97,82,109,1408
1141,9,527,4292,84,233,55,5200
1142,2,459,307,31,120,11,930
1143,4,667,635,31,111,40,1488
1144,4,737,804,66,282,54,1947
1145,21,9720,4910,1590,4009,1786,22036
1146,11,3263,5172,449,750,2408,12053
1147,15,551,662,80,183,56,1547
1148,17,744,485,49,220,184,1699
1149,4,565,623,584,390,154,2320
1150,4,1025,1602,134,651,486,3902
1151,8,368,529,42,131,47,1125
1152,17,1805,1921,1533,906,443,6625
1153,0,529,589,104,149,80,1451
1154,44,1148,1385,222,441,260,3500
1155,0,139,67,39,58,12,315
1156,6,624,416,36,101,91,1274
1157,4,412,630,31,167,154,1398
1158,7,324,821,109,193,246,1700
1159,2,191,1175,50,120,105,1643
1160,4,529,510,131,162,133,1469
1161,27,3419,4718,715,2113,1493,12485
1162,4,95,40,12,86,10,247
1163,5,268,269,68,54,6,670
1164,14,669,679,144,242,79,1827
1165,31,600,536,77,283,70,1597
1166,20,1268,877,362,462,273,3262
1167,2,588,691,269,246,98,1894
1168,20,7537,5078,3055,18832,4110,38632
1169,7,1973,1337,291,297,454,4359
1170,33,2077,4548,763,1406,816,9643
1171,0,569,828,51,207,209,1864
1172,10,229,402,48,104,299,1092
1173,2,127,340,14,78,19,580
1174,0,410,450,48,147,16,1071
1175,339,1705,1185,2202,729,1093,7253
1176,80,2796,2639,553,2319,949,9336
1177,95,1175,1787,490,855,288,4690
1178,97,2632,3538,401,1671,2487,10826
1179,81,1513,2280,300,1502,683,6359
1180,12,364,606,120,293,100,1495
1181,2,97,152,41,183,24,499
1182,30,329,525,115,279,485,1763
1183,3,117,267,263,631,300,1581
1184,0,105,417,26,43,43,634
1185,8,1072,1091,237,375,676,3459
1186,2,485,1058,104,157,265,2071
1187,2,405,1040,180,299,403,2329
1188,2,319,818,490,242,204,2075
1189,0,898,1880,384,1692,1425,6279
1190,0,58,203,9,34,278,582
1191,0,80,259,38,99,153,629
1192,0,85,250,23,51,4,413
1193,2,242,374,31,170,337,1156
1194,8,218,400,28,101,59,814
1195,11,565,1016,112,343,168,2215
1196,0,230,343,43,92,147,855
1197,0,107,644,29,522,397,1699
1198,0,61,581,53,103,86,884
1199,0,400,1063,441,370,691,2965
1200,0,269,462,48,247,217,1243
1201,0,75,217,36,112,7,447
1202,0,112,243,23,57,22,457
1203,0,44,526,41,1163,3,1777
1204,15,48,484,830,36,334,1747
1205,2,271,429,1070,89,94,1955
1206,0,107,457,194,242,79,1079
1207,10,137,106,42,29,20,344
1208,0,190,424,332,77,129,1152
1209,0,71,32,12,43,6,164
1210,0,76,247,61,46,36,466
1211,16,1626,1006,3631,1926,627,8832
1212,4,770,797,82,330,96,2079
1213,0,260,475,21,190,123,1069
1214,2,193,121,596,111,16,1039
1215,4,288,556,44,128,197,1217
1216,0,160,221,31,43,32,487
1217,0,532,216,91,372,26,1237
1218,2,127,52,21,41,13,256
1219,2,172,215,26,886,30,1331
1220,8,357,289,33,146,107,940
1221,0,105,296,8,86,14,509
1222,0,60,511,15,30,14,630
1223,0,299,778,506,1285,142,3010
1224,2,282,670,253,1287,72,2566
1225,0,108,229,21,247,13,618
1226,0,91,247,26,206,145,715
1227,0,71,137,39,81,32,360
1228,7,34,188,6,39,4,278
1229,0,252,664,16,90,148,1170
1230,0,323,440,11,266,148,1188
1231,0,128,486,14,67,176,871
1232,0,326,307,14,284,30,961
1233,0,197,284,15,65,388,949
1234,2,220,738,91,277,159,1487
1235,0,238,368,33,116,61,816
1236,0,67,136,23,39,79,344
1237,0,34,72,18,22,14,160
1238,5,175,464,273,1558,12,2487
1239,0,57,41,19,17,8,142
1240,0,185,316,33,50,279,863
1241,0,560,967,277,311,837,2952
1242,0,710,3581,20,190,143,4644
1243,2,116,1951,18,74,29,2190
1244,2,115,765,13,6,25,926
1245,0,143,229,13,37,36,458
1246,102,592,1409,224,177,1676,4180
1247,0,658,499,1014,591,296,3058
1248,33,1486,1062,360,1106,634,4681
1249,47,951,1702,703,624,854,4881
1250,0,726,671,2240,1482,1284,6403
1251,12,280,766,79,584,68,1789
1252,3,248,687,1354,6180,246,8718
1253,0,78,89,11,33,2,213
1254,0,161,159,15,39,13,387
1255,0,62,125,32,50,19,288
1256,0,195,175,173,469,28,1040
1257,2,158,470,31,78,13,752
1258,0,44,38,2,29,4,117
1259,0,199,731,79,138,308,1455
1260,0,138,270,53,509,71,1041
1261,5,172,319,45,169,158,868
1262,0,466,1185,341,1516,105,3613
1263,2,181,577,13,1362,7,2142
1264,0,295,346,33,50,80,804
1265,0,166,2908,72,150,1570,4866
1266,8,224,575,17,204,27,1055
1267,2,163,391,27,160,98,841
1268,84,820,1136,151,218,325,2734
1269,7,984,1239,156,127,647,3160
1270,0,840,859,1616,942,220,4477
1271,0,504,720,75,189,151,1639
1272,0,5,317,0,1373,0,1695
1273,0,144,754,50,96,108,1152
1274,0,231,704,57,351,374,1717
1275,0,105,264,15,38,124,546
1276,2,88,213,46,37,25,411
1277,0,158,176,21,56,25,436
1278,4,128,124,27,48,37,368
1279,308,874,1401,2259,1062,896,6800
1280,4,707,2157,410,339,2588,6205
1281,2,998,636,60,395,611,2702
1282,6,570,767,146,473,431,2393
1283,0,931,883,99,264,83,2260
1284,6,1290,3047,152,841,453,5789
1285,9,238,424,76,145,11,903
1286,215,426,87,102,603,43,1476
1287,564,246,96,533,348,129,1916
1288,69,514,1090,126,370,286,2455
1289,32,407,766,1058,560,300,3123
1290,503,476,660,580,618,346,3183
1291,110,372,724,407,364,720,2697
1292,155,1688,1691,3701,3034,527,10796
1293,20,471,263,128,149,27,1058
1294,0,89,3250,236,131,38,3744
1295,13,275,853,127,335,711,2314
1296,32,200,416,88,123,113,972
1297,55,574,1605,190,386,357,3167
1298,56,900,2378,587,685,658,5264
1299,29,1040,1095,366,1118,362,4010
1300,2,171,420,65,115,115,888
1301,11,345,785,181,267,71,1660
1302,0,136,525,112,76,402,1251
1303,6,242,113,32,64,31,488
1304,2,179,502,92,183,189,1147
1305,4,1045,681,143,198,292,2363
1306,12,577,2829,338,299,913,4968
1307,13,270,1069,165,154,63,1734
1308,255,293,757,402,319,38,2064
1309,169,497,656,529,312,269,2432
1310,104,213,980,324,1293,65,2979
1311,576,641,1583,1045,433,143,4421
1312,239,76,39,57,167,35,613
1313,271,272,1837,612,327,480,3799
1314,744,1179,1754,1445,627,909,6658
1315,707,357,246,1489,445,215,3459
1316,227,175,213,564,165,92,1436
1317,32,277,1598,213,314,202,2636
1318,271,596,490,490,269,172,2288
1319,12,338,1026,138,238,144,1896
1320,129,755,1198,515,324,389,3310
1321,9,276,357,111,191,189,1133
1322,104,347,318,153,198,32,1152
1323,39,1242,2928,595,1045,891,6740
1324,395,504,192,1549,359,350,3349
1325,110,3188,1162,2733,810,1363,9366
1326,17,438,278,65,184,32,1014
1327,41,454,993,123,274,26,1911
1328,271,303,334,125,1298,53,2384
1329,132,359,444,461,338,417,2151
1330,0,246,289,75,225,358,1193
1331,12,379,455,227,302,251,1626
1332,25,1428,2668,783,1785,1092,7781
1333,0,123,127,19,76,20,365
1334,4,152,436,25,153,21,791
1335,8,409,786,80,191,671,2145
1336,31,1946,3046,2631,1226,459,9339
1337,87,2369,1885,2044,1207,1548,9140
1338,6,147,307,49,224,84,817
1339,7,266,270,70,133,29,775
1340,0,305,333,422,257,74,1391
1341,15,282,499,33,111,24,964
1342,5,227,2095,23,71,60,2481
1343,0,114,274,4,82,69,543
1344,11,1063,1067,113,539,424,3217
1345,0,90,276,24,38,131,559
1346,4,755,696,416,435,218,2524
1347,2,579,680,52,1302,49,2664
1348,10,640,1025,1077,638,2362,5752
1349,9,714,482,139,206,146,1696
1350,37,499,828,66,709,226,2365
1351,4,201,629,79,61,22,996
1352,13,308,99,73,79,30,602
1353,37,454,318,134,326,38,1307
1354,76,722,649,135,329,283,2194
1355,0,132,285,26,59,22,524
1356,6,395,633,90,142,133,1399
1357,2,206,309,81,171,56,825
1358,21,391,1710,52,310,242,2726
1359,4,370,3638,75,220,541,4848
1360,2,152,288,26,147,78,693
1361,17,2122,2799,303,2400,1686,9327
1362,5,1099,954,78,363,169,2668
1363,4,814,7292,60,2512,225,10907
1364,4,116,295,16,65,102,598
1365,6,482,698,109,162,227,1684
1366,17,2087,2010,1425,773,304,6616
1367,12,339,447,169,197,55,1219
1368,107,2146,2097,4184,1901,749,11184
1369,12,548,1812,1165,743,604,4884
1370,152,410,606,163,371,173,1875
1371,0,259,255,40,140,67,761
1372,2,129,198,20,51,22,422
1373,8,971,1542,441,1040,438,4440
1374,12,1269,1567,928,940,1304,6020
1375,2,423,845,288,540,53,2151
1376,53,778,1038,306,288,100,2563
1377,53,191,263,191,347,136,1181
1378,5,187,575,509,218,357,1851
1379,2,72,166,27,94,33,394
1380,2,464,974,1321,1152,1522,5435
1381,30,1942,1250,2242,778,416,6658
1382,174,419,916,141,249,76,1975
1383,160,519,312,448,336,98,1873
1384,63,880,1862,572,652,934,4963
1385,10,301,256,85,187,59,898
1386,37,441,1426,152,315,220,2591
1387,68,363,227,135,286,67,1146
1388,80,359,361,113,286,39,1238
1389,34,250,927,83,364,84,1742
1390,7,81,291,32,166,24,601
1391,8,192,532,414,201,261,1608
1392,169,239,374,408,186,67,1443
1393,104,191,213,113,198,60,879
1394,363,416,619,185,263,79,1925
1395,43,748,979,705,1050,615,4140
1396,46,537,860,114,305,303,2165
1397,133,553,235,452,309,94,1776
1398,20,186,393,79,90,28,796
1399,85,827,2286,1727,725,1098,6748
1400,449,316,246,587,388,69,2055
1401,684,336,1003,659,218,70,2970
1402,33,399,939,656,443,339,2809
1403,42,155,827,114,424,100,1662
1404,2,678,195,97,159,22,1153
1405,2,501,1275,117,607,970,3472
1406,2,514,330,293,571,149,1859
1407,22,1471,985,917,1315,155,4865
1408,6,451,458,75,843,66,1899
1409,2,817,1111,277,478,251,2936
1410,0,343,532,89,494,307,1765
1411,11,664,1283,1063,461,69,3551
1412,2,1820,1401,393,1048,531,5195
1413,2,2808,576,32,453,97,3968
1414,19,568,352,79,294,119,1431
1415,171,491,666,288,563,141,2320
1416,58,64,196,12,305,28,663
1417,0,45,91,0,11,17,164
1418,9,140,380,39,378,19,965
1419,0,228,293,24,121,52,718
1420,12,630,559,73,301,64,1639
1421,21,1043,4178,168,637,1098,7145
1422,2,1287,1982,146,3117,83,6617
1423,7,591,506,74,301,84,1563
1424,8,1768,2660,1174,2298,206,8114
1425,0,392,858,91,1442,59,2842
1426,118,680,440,200,272,96,1806
1427,6,1090,1439,143,309,547,3534
1428,18,3781,2442,2007,2610,1399,12257
1429,4,773,1124,668,626,714,3909
1430,33,2525,3173,547,1648,890,8816
1431,5,874,835,188,369,125,2396
1432,4,772,1247,412,597,479,3511
1433,4,291,75,42,123,6,541
1434,6,543,554,99,415,91,1708
1435,0,135,423,56,184,14,812
1436,8,556,3080,77,305,92,4118
1437,8,1078,1469,96,398,427,3476
1438,19,1838,1902,611,2002,1922,8294
1439,0,0,0,0,0,0,0
1440,6,711,1392,128,324,331,2892
1441,9,1191,1648,406,606,870,4730
1442,4,808,943,216,349,438,2758
1443,15,984,1461,211,384,226,3281
1444,0,765,1274,150,176,239,2604
1445,10,814,583,208,312,83,2010
1446,29,1704,1208,114,407,123,3585
1447,8,332,159,21,145,12,677
1448,28,3186,2505,709,1873,649,8950
1449,0,72,567,7,52,206,904
1450,4,641,440,73,276,112,1546
1451,8,525,333,61,212,63,1202
1452,9,1056,855,132,574,316,2942
1453,0,115,399,16,205,0,735
1454,27,98,212,27,230,70,664
