TAZ1454,emp_sec11,emp_sec21,emp_sec22,emp_sec23,emp_sec3133,emp_sec42,emp_sec4445,emp_sec4849,emp_sec51,emp_sec52,emp_sec53,emp_sec54,emp_sec55,emp_sec56,emp_sec61,emp_sec62,emp_sec71,emp_sec72,emp_sec81,emp_sec92,TOTEMP
879,0,0,0,9,18,10,179,5,70,11,9,15,0,1,27,14,9,7,39,0,423
880,0,0,0,2,0,0,39,2,0,1,0,4,0,2,290,22,0,23,27,29,441
881,0,0,0,11,0,5,4,3,1,0,2,5,0,0,0,17,1,2,11,0,62
882,3,0,0,62,6,9,264,0,7,17,25,19,0,62,0,223,15,49,70,0,831
883,2,0,0,30,4,15,60,2,2,0,37,12,0,3,50,0,167,11,16,0,411
884,0,0,0,52,18,2,17,4,11,61,31,21,0,29,30,62,179,3,54,1,575
885,0,0,0,41,4,4,25,1,2,32,16,159,0,33,670,73,21,34,44,32,1191
886,2,0,0,91,7,38,132,25,4,4,9,27,0,30,63,51,26,18,84,21,632
887,2,0,0,15,2,0,22,1,2,0,7,15,0,9,210,35,0,23,35,0,378
888,0,0,0,4,0,0,31,0,0,0,9,0,0,2,183,11,0,0,25,0,265
889,0,0,0,7,0,0,7,79,0,4,0,0,0,0,16,29,0,18,25,0,185
890,0,0,0,17,0,0,61,0,1,0,0,4,0,2,0,57,10,18,70,0,240
891,0,0,0,7,0,0,48,0,11,15,0,13,0,13,45,19,0,28,105,0,304
892,0,0,7,49,247,132,63,406,3,3,22,106,0,1,0,30,16,62,62,0,1209
893,0,0,0,78,81,312,53,166,36,4,7,11,0,10,105,16,23,17,79,0,998
894,0,0,5,132,457,64,57,80,32,13,162,34,0,128,81,94,7,14,62,4,1426
895,0,0,0,74,15,31,27,19,0,3,22,11,0,66,161,66,0,6,98,0,599
896,5,7,5,438,635,925,353,574,2,113,81,53,0,67,61,4,2,16,178,0,3519
897,0,0,0,10,7,7,90,4,11,10,15,4,0,2,5,26,5,83,83,0,362
898,0,0,0,1,0,195,46,1,12,0,12,4,0,7,23,131,9,16,46,0,503
899,0,0,0,34,11,4,58,0,5,13,18,30,0,0,569,120,0,133,109,0,1104
900,0,0,0,19,2,59,200,3,23,31,33,35,0,48,80,232,0,227,148,487,1627
901,0,0,0,21,2,4,12,5,3,3,33,26,0,17,74,23,0,41,30,0,294
902,0,0,0,1,0,0,73,1,2,0,2,7,0,2,55,17,3,2,13,0,178
903,0,0,0,32,0,3,14,3,3,5,10,25,0,2,89,37,4,3,42,0,272
904,0,0,0,22,0,5,44,0,2,2,5,38,0,3,305,47,28,35,57,0,593
905,2,0,0,12,2,22,52,5,2,1,7,4,0,28,222,21,7,62,61,0,510
906,0,0,0,14,2,5,49,5,2,4,11,22,0,7,53,178,16,59,43,0,470
907,0,0,0,38,0,7,6,3,0,2,5,21,0,14,84,38,1,13,66,0,298
908,0,0,0,21,5,2,66,7,2,45,4,37,0,9,145,20,16,63,44,0,486
909,0,0,0,14,5,1,46,3,7,2,3,28,0,2,97,23,2,64,62,0,359
910,2,0,0,107,4,20,49,11,11,14,37,88,0,65,476,194,18,28,169,21,1314
911,0,0,0,43,5,44,132,3,645,29,6,78,0,5,11583,72,55,100,54,11,12865
912,0,0,0,62,43,2,114,3,7,31,4,81,0,22,163,35,63,84,82,0,796
913,0,0,0,65,17,12,424,7,44,188,418,208,0,66,115,189,53,355,165,38,2364
914,0,0,0,28,7,4,23,1,20,6,9,55,0,3,2,0,6,5,5,0,174
915,0,1,0,29,13,0,27,2,10,12,12,98,0,20,157,49,11,9,14,0,464
916,0,0,0,7,0,2,407,0,0,90,21,42,0,170,657,66,110,123,59,0,1754
917,0,0,0,38,5,27,84,7,21,43,3,41,0,22,194,42,36,0,7,276,846
918,0,0,0,81,23,31,175,18,10,43,77,74,0,38,706,55,51,25,49,96,1552
919,0,0,0,13,1,2,5,0,0,6,1,31,0,2,0,5,0,0,0,0,66
920,0,0,0,10,2,9,13,0,2,2,23,31,0,1,219,10,27,23,14,0,386
921,0,0,0,16,6,11,107,6,34,59,82,39,0,26,32,23,76,99,18,0,634
922,0,0,0,91,28,1,47,0,2,10,18,55,0,27,158,117,6,139,78,0,777
923,0,0,0,14,1,6,100,0,0,31,26,16,0,54,57,11,6,46,55,0,423
924,0,0,0,18,7,0,123,0,9,6,0,29,0,13,209,64,5,36,132,0,651
925,0,0,7,218,54,73,371,67,53,115,52,98,0,172,125,484,21,183,239,57,2389
926,0,0,0,314,1009,108,1038,765,64,86,51,73,3,228,234,564,41,379,365,161,5483
927,0,0,0,3,9,9,60,15,6,11,9,29,0,7,150,978,28,44,64,4,1426
928,0,0,0,20,2,6,61,0,9,3,27,23,0,3,0,156,0,55,76,0,441
929,0,0,0,3,0,0,6,0,3,0,0,11,0,0,128,164,0,18,13,0,346
930,0,0,0,4,2,1,10,2,0,0,2,0,0,3,100,339,0,18,142,0,623
931,3,0,0,21,1,16,12,139,2,0,17,13,0,5,0,5700,7,4,21,0,5961
932,0,0,0,21,0,4,5,0,0,0,0,4,0,3,0,11,1,7,9,0,65
933,2,0,0,19,14,7,66,6,1,0,18,32,0,5,176,43,4,64,97,0,554
934,0,0,0,74,14,17,146,4,9,7,37,44,0,22,94,392,20,79,131,0,1090
935,0,0,0,6,0,10,16,5,0,0,16,9,0,6,1,18,7,6,12,0,112
936,0,0,0,13,0,0,17,1,2,0,4,6,0,16,55,0,2,13,31,0,160
937,0,0,0,13,11,4,318,7,26,25,14,29,0,9,38,25,11,217,61,0,808
938,1,0,0,20,32,5,23,0,27,19,7,74,0,29,32,10,1,0,36,0,316
939,0,0,0,92,54,65,270,452,105,125,207,216,0,66,42,129,36,288,225,0,2372
940,0,0,0,12,10,0,19,0,2,4,22,27,0,3,6,165,1,50,61,3,385
941,0,0,0,4,0,2,4,3,0,0,10,11,0,5,0,125,2,0,6,0,172
942,0,0,0,4,0,18,78,53,11,23,43,113,0,27,129,402,37,98,105,0,1141
943,0,0,0,3,3,0,15,13,59,0,18,111,0,1,228,16,23,3,30,0,523
944,0,0,0,5,2,15,115,1,0,51,28,31,18,3,14,31,0,162,28,0,504
945,0,0,0,55,0,513,19,9,156,252,222,1019,0,165,85,633,100,188,733,5204,9353
946,0,0,0,48,96,340,704,297,298,74,113,275,0,41,410,248,120,113,295,165,3637
947,12,0,0,137,460,758,358,29,13,33,105,193,0,123,640,202,48,433,465,131,4140
948,0,0,0,109,126,39,261,15,14,18,34,149,0,31,29,102,48,240,160,1041,2416
949,0,0,0,79,180,13,186,11,15,19,20,39,2,22,50,184,10,157,101,10,1098
950,0,0,0,27,16,18,152,11,38,113,83,143,0,48,72,104,69,179,124,0,1197
951,0,0,0,18,3,5,42,5,1,19,10,39,0,9,125,23,6,17,52,0,374
952,5,0,7,200,301,803,923,179,10,489,63,319,0,36,80,418,208,109,393,312,4855
953,0,0,0,13,4,6,174,1,4,25,190,59,0,7,91,82,199,238,62,22,1177
954,0,0,0,21,2,4,866,111,52,150,7,21,2,28,41,281,36,438,148,22,2230
955,0,0,0,39,3,18,245,0,142,48,18,123,0,14,297,226,117,547,145,474,2456
956,0,0,0,161,20,19,116,19,25,29,41,58,0,98,157,117,12,79,123,31,1105
957,0,0,0,26,0,0,2,5,1,3,31,6,0,10,128,572,0,0,15,30,829
958,0,0,0,6,1,4,28,9,0,31,29,16,0,5,0,174,13,104,44,19,483
959,0,0,0,14,15,2,104,12,13,34,16,52,0,13,61,42,11,160,117,11,677
960,0,0,0,158,104,90,453,15,54,200,94,454,0,45,75,290,38,334,127,114,2645
961,0,0,0,29,62,3,583,16,0,10,6,107,0,99,117,27,17,20,123,0,1219
962,0,0,0,11,0,0,25,18,0,0,39,2,0,14,241,45,11,53,27,19,505
963,2,0,0,6,5,11,57,3,11,20,33,198,0,2,173,29,19,25,23,0,617
964,0,0,0,47,64,57,12,84,23,0,35,330,0,4,33,65,39,31,12,165,1001
965,0,0,0,9,14,51,57,653,0,11,22,21,0,18,7,10,7,12,25,0,917
966,0,0,7,54,741,266,41,154,224,6,95,129,0,3,115,57,0,20,283,0,2195
967,0,0,11,41,337,474,419,202,92,117,47,1273,4,55,64,358,23,1252,188,141,5098
968,3,0,1069,134,1616,710,830,2204,183,828,195,2654,0,279,615,1344,79,1218,712,592,15265
969,0,0,0,91,90,91,79,48,66,483,228,2099,0,140,80,145,155,450,292,2346,6883
970,0,0,0,522,48,4,107,28,32,370,100,400,0,36,99,461,1046,244,388,1275,5160
971,0,0,6,689,111,222,685,552,796,2095,592,4060,0,867,519,1609,97,588,1262,4894,19644
972,0,0,0,180,85,111,749,6,9,15,77,120,32,6,110,915,27,105,249,0,2796
973,0,0,0,15,10,9,106,19,0,15,75,58,0,17,14,3697,19,111,58,0,4223
974,3,0,0,115,82,25,803,100,52,76,106,139,0,100,141,853,6,498,463,0,3562
975,0,0,0,23,10,19,60,3,1,2,1,43,0,4,291,154,28,64,52,77,832
976,1,0,3,65,65,64,212,65,28,38,84,109,0,66,46,142,11,490,264,186,1939
977,0,0,0,291,53,36,82,110,3,0,27,134,0,29,169,3054,7,89,109,0,4193
978,0,0,0,51,5,35,99,4,13,6,39,9,0,7,149,172,10,49,156,0,804
979,0,0,0,12,21,53,168,5,28,19,104,94,0,164,296,7232,16,244,429,7,8892
980,0,0,0,9,26,19,41,14,0,4,27,6,0,6,76,39,2,5,31,0,305
981,0,0,0,135,3,23,84,3,6,10,79,70,0,101,11,84,28,94,110,17,858
982,2,0,0,17,2,9,7,6,0,0,36,3,0,5,189,94,0,11,61,0,442
983,0,0,31,38,15,0,6,0,6,3,7,9,0,0,0,4,29,5,22,0,175
984,0,0,0,90,129,35,83,19,5,0,3,35,0,74,101,7,20,25,36,0,662
985,0,0,0,0,0,21,30,0,0,1,34,3,0,101,21,15,0,0,46,0,272
986,0,0,0,13,20,217,25,6,0,6,4,0,0,0,9,42,3,9,80,0,434
987,2,0,0,10,29,0,6,5,3,0,7,10,0,4,65,1,14,28,31,0,215
988,0,0,5,399,129,393,1013,961,6,3,28,129,0,271,5,27,20,107,116,9,3621
989,4,0,0,147,108,190,209,52,13,0,17,36,0,6,121,85,0,17,76,0,1081
990,0,0,16,31,104,35,46,34,0,0,14,25,0,13,3,28,11,11,28,0,399
991,0,0,275,514,1699,686,2807,152,1495,525,481,8728,32,703,513,959,462,2626,583,251,23491
992,0,0,0,48,27,44,9,29,7,0,3,12,0,6,3,15,5,37,202,0,447
993,0,0,0,52,96,76,86,80,12,2,4,80,0,11,91,107,17,105,90,0,909
994,0,0,0,18,3,7,23,0,2,3,6,1,0,0,0,1,0,7,10,0,81
995,0,0,0,11,15,13,32,10,14,3,13,26,0,0,72,100,7,6,57,0,379
996,0,0,0,43,170,33,81,18,19,1,18,127,0,9,68,439,4,32,74,0,1136
997,0,0,0,14,1,1,7,13,66,0,14,13,0,6,0,11,18,15,223,0,402
998,0,0,0,51,20,16,511,6,44,49,30,160,2,28,27,260,21,560,184,5,1974
999,0,0,0,20,18,526,432,6,42,110,6,53,0,21,186,447,4,236,165,0,2272
1000,0,0,0,37,5,58,123,11,6,10,30,116,0,2,76,276,13,109,53,0,925
1001,1,0,0,18,0,7,26,5,1,0,12,28,0,29,80,92,0,49,52,0,400
1002,0,0,0,51,13,6,49,4,42,11,92,106,0,1,53,139,58,67,190,61,943
1003,0,0,0,0,7,6,310,2,15,2,2,11,0,0,0,3171,6,35,35,0,3602
1004,3,0,0,20,20,9,140,53,19,39,165,69,0,39,73,61,11,737,277,0,1735
1005,0,0,0,3,2,0,6,0,17,0,3,57,0,10,90,13,44,3,15,13,276
1006,11,0,0,3,21,0,130,3,6,15,22,41,0,3,120,81,39,204,82,19,800
1007,0,0,0,0,0,10,10,0,0,0,22,6,0,4,63,0,0,125,111,0,351
1008,0,0,0,140,57,54,755,55,158,52,85,129,0,58,473,660,111,787,347,53,3974
1009,0,0,0,18,3,1,121,17,2,7,43,34,0,3,32,104,2,129,35,0,551
1010,0,0,0,23,0,6,35,5,21,9,21,140,0,7,201,514,17,36,97,4,1136
1011,0,0,2,33,31,27,635,14,32,29,50,50,0,53,141,482,11,46,271,22,1929
1012,0,0,0,17,1,1,21,2,4,3,17,35,0,35,69,82,12,10,76,14,399
1013,0,0,0,35,17,63,173,35,17,17,9,47,0,3,25,35,25,19,54,4,578
1014,16,1,32,795,5568,961,2623,62,605,115,138,2580,0,441,496,1294,727,1391,576,295,18716
1015,13,0,0,55,6,18,164,48,84,11,31,134,0,14,241,293,3,78,69,45,1307
1016,0,0,0,271,18,6,107,171,39,17,30,47,0,49,183,441,74,157,62,578,2250
1017,0,0,0,5,6,10,58,12,11,6,29,128,0,1,129,155,2,81,44,5,682
1018,0,0,7,143,283,10,606,152,470,217,247,1380,3,261,994,626,342,813,442,1232,8228
1019,0,0,0,29,10,5,59,0,453,3,55,13019,4,13,2871,5381,292,136,159,42,22531
1020,0,0,0,0,0,0,34,0,2,0,10,53,0,12,533,10,13,143,115,0,925
1021,0,0,0,14,86,36,331,30,121,132,110,375,2,61,645,94,118,327,391,7,2880
1022,0,0,0,10,9,3,72,79,25,4,50,4,0,35,15,6,1,65,35,0,413
1023,0,0,0,44,5,5,93,10,44,11,13,38,0,22,196,35,4,161,76,0,757
1024,0,0,0,16,10,4,64,13,0,26,47,59,0,6,70,74,25,141,26,22,603
1025,0,0,0,27,16,27,77,10,14,4,6,28,0,33,110,62,4,104,155,0,677
1026,0,0,1,4,9,0,98,7,0,0,11,15,0,1,149,19,4,16,10,0,344
1027,0,0,0,23,49,11,439,11,26,59,253,107,0,10,128,81,42,468,112,0,1819
1028,0,0,0,6,39,7,14,3,5,2,7,38,0,13,68,9,7,0,17,38,273
1029,0,0,0,28,0,0,29,5,9,0,3,41,0,30,12,19,33,9,9,0,227
1030,0,0,0,13,0,2,13,0,0,2,2,17,0,11,23,32,10,0,7,0,132
1031,0,0,0,85,5,10,38,18,15,10,55,68,0,18,15,25,16,61,37,0,476
1032,0,0,0,4,0,13,35,0,22,2,1,13,0,0,48,19,1,0,14,19,191
1033,0,0,0,28,15,31,305,13,28,88,84,113,0,23,100,172,34,334,170,0,1538
1034,0,0,0,3,0,11,244,17,1,58,25,139,0,17,146,169,9,35,34,0,908
1035,0,0,0,3,9,0,26,0,5,20,36,60,0,6,179,21,38,92,47,9,551
1036,3,0,0,43,26,10,77,55,27,63,14,76,0,33,62,116,3,129,74,4,815
1037,0,0,0,22,0,6,55,6,34,14,31,11,0,5,76,196,15,129,54,0,654
1038,0,0,0,4,22,12,208,0,0,2,0,16,0,3,142,14,15,48,16,525,1027
1039,0,0,0,38,73,6,381,0,3,39,47,62,0,10,4,82,5,203,125,51,1129
1040,0,0,0,9,6,0,69,0,23,3,3,2,0,11,2,74,5,135,39,0,381
1041,0,0,0,3,17,6,664,10,50,73,9,75,0,50,82,150,16,262,284,0,1751
1042,0,0,0,13,0,5,16,0,0,2,52,31,0,2,33,12,6,86,23,0,281
1043,0,0,0,23,27,5,13,0,1,11,20,29,0,17,20,61,11,12,48,0,298
1044,0,0,0,1,3,0,19,0,11,14,18,91,0,5,21,10,27,24,4,13,261
1045,2,0,0,14,6,6,5,0,11,1,1,17,0,3,95,16,6,1,38,24,246
1046,0,0,0,15,8,0,8,0,0,0,3,10,0,3,54,5,1,0,6,0,113
1047,0,0,0,23,9,0,118,3,11,26,52,21,0,15,111,96,103,3,90,453,1134
1048,0,0,0,4,0,8,35,1,12,17,2,27,0,33,82,55,1,39,44,0,360
1049,0,0,0,63,30,13,259,13,8,21,61,40,0,338,30,106,13,268,114,38,1415
1050,1,0,0,374,18,143,493,118,15,25,55,76,0,175,348,94,65,10,90,58,2158
1051,0,0,0,36,8,24,679,79,24,92,35,63,0,31,145,122,6,382,136,117,1979
1052,0,0,0,3,0,11,4,0,2,0,4,33,0,0,2,1,2,0,0,0,62
1053,0,0,0,9,2,0,78,5,0,0,4,20,0,3,146,15,131,1,2,0,416
1054,0,0,0,18,12,0,68,5,0,25,10,19,0,15,24,47,11,72,49,0,375
1055,0,0,4,34,6,14,96,90,17,15,34,29,0,29,56,104,2,67,163,21,781
1056,0,0,0,26,8,6,98,4,204,25,11,16,0,54,129,29,9,86,86,1561,2352
1057,0,0,0,3,16,32,2214,3239,1,2,16,1,0,3,0,30,4,29,58,0,5648
1058,0,0,0,30,11,15,374,18,16,82,20,78,0,280,172,429,337,56,170,600,2688
1059,3,4,266,765,954,1062,1443,93,109,6,81,238,0,317,68,65,36,120,196,396,6222
1060,0,11,0,69,195,163,249,40,0,4,16,17,0,87,246,242,9,94,108,42,1592
1061,4,0,0,76,92,3,157,127,3,36,41,41,0,34,155,115,18,45,119,246,1312
1062,1,65,1,282,750,875,239,278,19,41,293,533,0,181,345,31,97,192,264,100,4587
1063,0,0,0,98,8,2,35,15,10,32,21,26,0,61,58,498,4,20,23,357,1268
1064,0,0,0,4,19,5,46,0,3,0,2,4,0,4,75,54,0,23,56,0,295
1065,0,0,0,12,10,5,64,15,2,10,6,10,0,8,311,106,0,67,70,0,696
1066,0,0,0,13,10,13,556,21,11,96,48,97,0,21,52,2545,49,381,232,271,4416
1067,0,0,0,38,19,39,90,9,5,2,16,9,0,8,236,50,14,73,126,18,752
1068,2,0,0,174,146,178,112,156,0,5,17,26,0,42,57,38,0,1,93,135,1182
1069,0,0,0,286,937,396,1626,219,175,339,532,527,0,439,162,838,141,559,242,145,7563
1070,0,0,0,9,13,3,27,2,0,0,5,0,0,53,113,40,4,29,41,0,339
1071,0,0,0,9,8,8,36,3,0,13,14,5,0,3,53,11,0,53,19,0,235
1072,0,0,0,10,6,3,127,4,12,14,39,10,0,3,228,38,6,178,76,133,887
1073,0,0,0,30,1,0,30,15,4,10,32,21,0,18,119,103,0,64,45,49,541
1074,0,0,0,55,8,19,1569,50,8,72,155,79,0,26,112,423,2,759,215,0,3552
1075,0,0,8,20,9,0,157,10,5,44,127,63,0,16,60,67,2,116,65,0,769
1076,0,0,0,11,0,1,11,0,1,1,1,19,0,2,99,4,1,0,49,0,200
1077,0,0,0,28,18,6,62,3,2,31,6,20,0,16,87,187,44,21,71,0,602
1078,0,0,0,173,10,69,97,98,25,38,113,72,0,192,79,61,8,41,76,0,1152
1079,0,0,0,73,5,19,207,13,4,33,50,49,0,64,313,68,8,87,47,0,1040
1080,0,0,0,11,1,4,179,8,1,23,10,3,0,0,205,90,0,81,28,0,644
1081,0,0,0,12,5,0,0,1,8,0,14,14,0,3,0,8,0,0,6,0,71
1082,2,0,0,81,23,48,167,170,10,29,41,64,0,23,152,181,0,68,101,1,1161
1083,0,0,0,116,1870,87,155,58,31,118,102,307,0,78,120,462,134,174,242,604,4658
1084,0,0,0,30,6,12,59,5,14,24,44,23,0,9,32,127,42,174,44,0,645
1085,0,0,0,16,1,0,244,10,0,8,35,16,0,3,63,32,11,81,10,0,530
1086,0,0,0,172,10,29,207,23,26,43,67,21,0,45,108,112,149,180,54,246,1492
1087,16,0,32,30,15,10,14,44,3,17,4,16,0,52,42,21,48,9,2,0,375
1088,0,43,0,79,21,8,2,39,0,0,3,9,0,0,4,32,4,1,42,0,287
1089,0,536,0,69,15,52,155,86,13,13,46,58,0,38,194,107,8,147,76,19,1632
1090,0,0,6,96,687,17,35,18,5,17,13,21,0,69,209,16,43,104,35,89,1480
1091,0,0,0,20,12,4,196,118,1,24,17,215,0,13,141,3879,11,88,91,78,4908
1092,0,0,0,310,51,41,129,26,160,118,81,184,0,316,98,96,44,192,124,1270,3240
1093,0,0,9,23,0,132,12,0,3,60,28,51,0,0,108,88,15,22,82,1380,2013
1094,0,54,0,226,9,16,44,81,162,11,67,54,0,237,82,105,10,25,10,803,1996
1095,4,753,11,850,882,151,259,172,1,0,221,427,0,175,73,13,1,55,71,186,4305
1096,3,0,0,732,291,661,719,242,55,126,147,655,1,710,70,289,37,289,258,1305,6590
1097,0,0,10,2151,1845,1047,849,963,96,31,102,696,0,726,147,1138,268,213,225,764,11271
1098,0,0,0,66,3,3,5,3,13,15,26,2,0,8,71,44,12,0,8,22,301
1099,0,0,0,118,28,18,70,11,16,11,45,77,0,123,128,178,30,38,86,6,983
1100,0,0,3,175,20,26,537,20,23,46,123,80,2,127,57,54,341,158,118,90,2000
1101,0,0,0,18,5,0,10,27,0,14,34,16,0,5,88,28,5,47,19,0,316
1102,2,24,0,14,1,1,5,0,0,3,1,1,0,5,0,3,38,0,0,0,98
1103,0,16,0,72,3,14,82,5,8,33,18,81,0,5,162,57,20,26,84,0,686
1104,0,0,0,18,4,2,12,0,11,5,2,11,0,11,149,15,18,0,53,0,311
1105,0,0,0,12,4,0,0,0,0,0,3,6,0,1,11,0,0,0,2,0,39
1106,0,0,0,98,4,12,604,3,31,95,39,48,0,30,166,142,44,464,134,0,1914
1107,0,0,0,66,4,9,31,3,0,9,11,14,0,24,11,305,3,88,44,0,622
1108,0,0,0,17,4,10,432,4,10,34,41,23,0,23,130,125,57,227,80,11,1228
1109,0,0,0,52,0,2,51,1,5,1,14,25,0,17,785,213,28,62,44,22,1322
1110,0,0,0,95,40,85,377,18,11,77,44,128,0,104,98,369,15,199,410,137,2207
1111,0,0,0,42,25,2,41,29,14,4,9,285,0,10,124,149,46,89,67,391,1327
1112,0,0,0,33,6,23,60,11,0,2,14,58,0,9,273,2272,27,205,51,8,3052
1113,5,4,271,658,221,141,1548,482,199,814,293,825,0,500,148,657,60,1001,544,91,8462
1114,0,0,0,15,9,9,80,20,0,5,73,4,0,15,92,3,3,2,17,0,347
1115,0,0,0,19,12,3,90,3,11,3,35,8,3,5,0,33,0,14,111,2,352
1116,0,0,0,34,6,8,48,14,0,60,44,20,0,16,353,48,34,2,61,32,780
1117,0,0,0,46,0,0,254,2,4,0,11,111,0,22,0,34,0,0,23,0,507
1118,5,0,267,470,310,141,864,182,87,45,69,101,0,378,220,373,47,54,240,86,3939
1119,0,0,0,162,3,11,147,6,11,14,56,152,0,47,305,127,47,145,98,3,1334
1120,1,0,0,48,29,52,417,5,106,27,114,27,0,22,62,26,72,123,305,5,1441
1121,0,1,3,327,187,217,1767,98,141,947,504,1211,2,6477,492,877,26,1234,435,454,15400
1122,19,0,342,1151,828,679,4710,729,169,1032,244,1303,0,513,383,1008,694,2567,699,694,17764
1123,0,0,0,187,58,369,1127,43,25,23,94,174,0,125,27,249,167,354,87,8,3117
1124,0,0,0,57,17,11,169,11,9,17,20,47,3,14,88,3760,51,207,51,2063,6595
1125,0,0,0,63,2,5,139,0,2,3,4,16,0,26,49,30,33,32,17,0,421
1126,0,0,0,48,10,14,28,18,0,23,28,58,0,34,105,61,100,30,51,0,608
1127,0,0,0,67,114,16,173,0,1,153,46,198,0,43,436,608,116,100,160,98,2329
1128,0,0,0,46,12,17,85,32,12,8,100,120,0,81,112,246,141,97,252,5,1366
1129,0,0,4,47,28,5,145,3,237,8,23,125,0,18,360,422,10,233,97,1071,2836
1130,0,0,0,35,3,4,28,0,2,2,9,22,1,8,27,105,11,0,45,0,302
1131,10,0,0,41,11,13,23,5,22,32,23,76,0,18,22,0,17,9,165,0,487
1132,2,0,0,12,4,0,30,3,3,7,15,33,3,17,383,57,13,0,52,0,634
1133,0,2,0,200,13,81,146,7,130,103,29,248,2,41,109,112,31,43,128,5,1430
1134,0,0,0,225,152,70,508,64,34,104,58,186,0,101,141,126,103,445,293,9,2619
1135,0,0,0,20,11,3,45,3,3,10,23,58,0,98,167,99,192,98,98,0,928
1136,0,0,0,50,2,202,4,6,140,275,97,319,0,23,48,293,7,609,38,12,2125
1137,59,0,4,53,52,78,1422,22,602,893,160,946,0,97,363,1974,20,492,187,17,7441
1138,0,0,0,121,18,19,127,9,10,153,98,119,0,17,302,115,25,135,77,0,1345
1139,0,0,0,6,0,11,20,3,2,5,10,22,0,0,5,13,123,5,7,5,237
1140,5,0,0,114,12,25,105,9,22,12,34,81,0,77,170,308,3,61,185,4,1227
1141,0,0,0,34,30,4,54,0,0,18,11,45,0,21,188,4206,43,41,80,3,4778
1142,4,0,0,88,11,7,17,0,4,2,7,33,0,45,72,30,13,0,15,5,353
1143,0,0,0,43,6,12,35,6,5,133,12,60,0,3,125,1092,12,0,70,3,1617
1144,0,3,0,514,59,66,200,63,36,171,173,808,3,270,65,478,43,78,190,18,3238
1145,0,0,0,434,304,625,2480,444,245,3623,1234,3575,64,798,140,1088,188,2298,1332,1339,20211
1146,10,0,0,154,58,168,3855,83,101,436,482,720,0,219,338,2170,142,1226,293,0,10455
1147,0,0,0,79,12,2,76,0,30,117,35,122,0,16,120,800,6,31,96,1,1543
1148,0,0,0,69,17,7,212,20,9,23,90,72,2,319,14,234,54,12,126,3,1283
1149,0,0,0,188,11,15,93,63,100,27,108,132,0,96,54,231,16,20,147,0,1301
1150,0,0,0,205,114,80,994,43,30,220,161,427,2,127,458,393,27,943,434,34,4692
1151,1,0,0,48,4,7,6,1,9,7,4,36,0,19,172,46,62,0,19,0,441
1152,0,0,0,167,104,121,775,33,48,537,251,424,0,80,156,379,262,487,353,114,4291
1153,3,0,0,132,12,38,74,9,31,64,263,101,0,84,64,180,34,79,120,3,1291
1154,0,0,0,30,22,38,334,41,47,389,89,266,3,97,200,268,210,96,115,221,2466
1155,0,0,0,12,3,11,0,4,7,0,4,35,0,3,1,5,70,0,4,0,159
1156,0,0,1,19,7,0,99,7,7,99,117,110,0,34,25,47,16,194,57,0,839
1157,0,0,0,98,1,34,187,2,26,136,13,119,0,32,242,190,32,79,141,0,1332
1158,2,0,11,120,7,22,214,59,31,42,32,393,2,42,207,52,31,177,162,73,1679
1159,3,0,0,9,6,11,63,6,83,6,13,17,0,27,1291,5,7,38,19,0,1604
1160,9,0,0,42,16,17,95,0,13,37,10,137,5,23,80,81,27,13,37,0,642
1161,8,7,404,375,664,141,1108,18,79,847,1133,902,3,283,504,718,304,1103,642,354,9597
1162,2,0,0,22,0,14,258,30,0,55,23,55,0,2,19,14,15,162,133,43,847
1163,0,0,0,6,6,2,3,13,4,3,7,32,2,13,54,4,0,0,6,0,155
1164,5,5,0,81,2,22,83,0,11,16,16,69,2,15,246,60,136,23,19,38,849
1165,1,0,0,70,12,20,18,2,11,26,28,170,0,22,190,94,85,4,30,0,783
1166,3,0,0,371,123,91,221,158,48,61,119,278,0,164,425,156,6,24,151,44,2443
1167,0,0,166,53,55,97,36,2,123,15,23,92,0,70,7,116,187,96,50,74,1262
1168,56,0,261,724,792,544,1760,356,229,2073,446,2397,0,1469,319,1937,560,1091,722,391,16127
1169,0,0,0,42,19,51,807,0,15,360,276,720,0,37,247,100,4,348,167,0,3193
1170,0,0,0,283,118,285,899,123,214,422,247,762,0,322,289,1033,162,521,694,59,6433
1171,0,0,0,62,1,28,252,16,30,46,63,66,0,43,104,110,1,258,129,4,1213
1172,0,0,0,36,0,13,116,2,5,0,20,12,0,11,91,14,2,61,39,0,422
1173,0,0,0,40,3,0,18,8,2,9,2,16,0,17,224,16,75,14,7,0,451
1174,0,0,0,41,13,30,12,0,0,7,7,24,0,2,172,202,53,16,24,0,603
