TAZ1454,emp_sec11,emp_sec21,emp_sec22,emp_sec23,emp_sec3133,emp_sec42,emp_sec4445,emp_sec4849,emp_sec51,emp_sec52,emp_sec53,emp_sec54,emp_sec55,emp_sec56,emp_sec61,emp_sec62,emp_sec71,emp_sec72,emp_sec81,emp_sec92,TOTEMP
1175,0,0,7,360,11606,3211,406,51,63,97,406,5321,0,45,206,230,50,382,135,5,22581
1176,28,3,0,229,59,101,796,44,105,213,319,242,2,178,986,596,200,358,274,52,4785
1177,884,0,27,533,74,119,346,76,11,155,197,162,2,201,401,548,163,421,227,61,4608
1178,12,2,16,422,77,125,2361,44,151,247,476,362,0,237,901,2009,138,1491,568,50,9689
1179,42,3,18,1110,103,363,848,160,105,302,382,385,0,237,1161,484,234,495,467,696,7595
1180,0,0,1,237,29,48,106,51,20,22,165,67,0,32,265,47,7,32,106,102,1337
1181,0,0,4,89,3,1,38,35,0,6,19,27,0,13,14,0,126,53,15,5,448
1182,53,0,26,145,144,55,239,6,11,56,103,72,0,69,201,37,34,196,104,87,1638
1183,0,0,29,160,195,185,167,51,0,0,30,18,0,82,94,10,39,102,87,21,1270
1184,0,0,0,24,2,0,18,2,2,0,29,33,0,5,64,43,0,189,17,0,428
1185,0,0,0,217,15,17,841,18,35,55,408,62,2,32,944,127,10,527,140,0,3450
1186,0,0,2,194,6,19,514,10,10,30,189,105,0,42,357,1253,360,109,52,5,3257
1187,0,0,0,74,10,11,386,138,24,69,130,148,0,57,39,372,19,285,231,36,2029
1188,0,11,0,172,70,43,196,220,69,101,51,28,0,16,143,269,11,223,148,0,1771
1189,0,0,13,378,142,341,1651,34,106,119,134,318,0,297,355,341,313,751,509,646,6448
1190,0,0,0,19,0,0,45,2,3,1,35,9,0,3,0,29,0,143,16,0,305
1191,0,0,0,194,36,23,115,32,33,27,45,105,0,163,9,162,3,86,55,49,1137
1192,2,0,0,17,0,6,13,5,0,11,24,1,0,6,0,68,0,0,11,0,164
1193,0,0,0,15,1,2,185,5,5,69,35,40,0,59,44,144,3,132,89,0,828
1194,0,0,0,13,5,13,243,2,12,27,62,19,0,12,68,97,11,32,46,24,686
1195,14,0,0,74,60,37,193,19,89,18,32,34,0,51,167,535,65,154,53,0,1595
1196,0,0,0,22,6,4,18,3,3,18,29,9,0,20,66,23,2,37,52,5,317
1197,0,0,0,12,5,9,699,6,12,18,43,19,0,14,133,415,21,121,74,810,2411
1198,0,0,0,32,7,5,432,44,0,9,29,16,0,51,628,289,0,149,53,508,2252
1199,0,16,0,277,297,238,516,4,20,84,107,113,0,123,427,253,80,317,194,6,3072
1200,1,0,1,60,10,7,299,32,3,51,21,62,0,37,63,146,10,109,74,0,986
1201,0,0,21,148,9,32,34,12,18,9,14,18,0,68,137,31,30,32,51,16,680
1202,0,0,0,4,0,0,215,0,12,62,16,27,0,20,0,29,4,96,48,0,533
1203,0,0,128,53,27,7,12,0,10,5,9,1,0,15,311,0,7,40,20,1624,2269
1204,0,0,0,55,395,98,349,0,0,3,42,4,0,4,1,116,0,83,226,11,1387
1205,0,0,12,136,1121,40,544,49,9,18,35,88,0,56,55,26,24,86,117,27,2443
1206,0,4,5,226,97,170,52,115,14,0,32,19,0,33,102,0,2,22,287,175,1355
1207,0,3,0,5,37,14,13,13,9,0,12,11,0,0,64,4,0,3,7,0,195
1208,2,0,6,13,0,178,89,2,2,5,17,7,0,22,71,80,13,72,65,14,658
1209,2,0,0,4,134,30,34,6,0,3,14,4,0,13,16,0,1,5,26,0,292
1210,0,0,5,28,3,0,37,7,2,33,14,0,0,4,205,0,3,7,39,53,440
1211,0,0,10,1733,2115,1032,1110,323,151,71,200,886,0,157,100,86,68,196,502,189,8929
1212,0,0,0,51,57,30,136,50,33,75,270,113,0,52,126,157,123,279,230,152,1934
1213,0,0,0,22,1,2,112,0,44,43,22,40,0,6,208,72,1,130,67,94,864
1214,0,0,0,175,538,33,92,38,22,18,34,100,0,75,6,65,18,27,53,9,1303
1215,0,0,0,24,6,6,285,2,7,41,18,30,0,3,212,13,9,172,40,0,868
1216,0,0,0,14,0,12,36,0,0,7,7,16,0,14,10,7,4,118,32,0,277
1217,0,0,488,241,64,46,164,2,4,11,19,218,0,10,2,56,14,19,31,44,1433
1218,0,0,0,11,6,0,7,5,18,0,19,11,0,4,0,32,0,6,1,0,120
1219,0,0,0,24,0,0,6,0,2,1,1,18,0,6,58,12,0,22,39,661,850
1220,0,3,0,34,14,11,112,6,5,14,32,24,0,150,54,58,0,100,11,0,628
1221,0,0,0,51,1,2,10,6,0,11,9,9,0,14,135,9,73,56,16,0,402
1222,0,0,0,2,0,0,10,2,10,1,24,9,0,19,63,0,9,19,16,0,184
1223,0,0,3,409,116,101,267,183,0,19,47,56,0,49,9,63,2,60,50,116,1550
1224,0,0,0,46,13,9,104,264,34,61,104,91,0,29,81,153,23,165,170,418,1765
1225,1,0,0,283,32,34,91,21,190,50,66,107,0,186,146,91,58,15,101,490,1962
1226,0,0,0,7,10,5,206,43,0,6,6,17,0,30,107,4,7,31,27,1,507
1227,0,0,0,11,24,13,64,0,0,0,9,2,0,3,0,13,0,82,21,0,242
1228,0,0,0,33,0,0,3,0,2,0,0,2,0,14,58,53,0,0,45,0,210
1229,0,0,0,83,26,11,255,13,24,100,37,79,2,75,99,207,26,185,107,0,1329
1230,0,0,0,16,2,0,56,4,1,9,10,71,0,7,161,111,0,94,148,0,690
1231,0,0,0,21,3,0,67,0,32,20,105,5,0,13,125,182,2,154,54,0,783
1232,0,0,0,33,17,6,90,4,0,39,45,75,0,13,5,120,4,138,163,390,1142
1233,0,0,0,17,1,0,35,1,0,57,51,49,0,6,93,34,0,32,66,0,442
1234,0,0,0,52,34,74,256,17,7,52,86,46,0,57,28,289,7,179,413,27,1624
1235,0,0,0,19,1,6,65,68,2,11,1,19,0,51,21,150,13,89,107,79,702
1236,0,0,0,5,0,7,57,0,11,2,32,7,0,7,11,13,10,69,100,0,331
1237,0,0,0,6,0,0,0,6,0,0,0,0,0,7,54,0,2,2,9,0,86
1238,478,0,0,182,91,402,7,26,7,0,10,173,0,21,839,70,75,106,101,66,2654
1239,0,0,0,0,3,0,2,0,2,0,125,2,0,3,0,7,0,0,2,0,146
1240,2,0,0,12,10,16,160,10,5,0,20,7,0,187,48,44,0,100,15,11,647
1241,0,0,0,50,20,81,1082,70,11,116,87,92,0,24,152,506,77,479,176,17,3040
1242,0,0,0,15,24,0,64,0,9,41,71,28,0,1,274,3170,0,136,54,11,3898
1243,0,0,19,26,0,1,22,11,10,0,16,73,0,272,19,1420,1424,214,40,0,3567
1244,0,0,0,13,7,0,9,5,0,3,5,1,0,13,360,75,9,0,7,0,507
1245,0,0,0,4,1,0,16,10,87,2,5,2,0,10,26,11,0,27,16,52,269
1246,2,0,0,12,1,85,2043,4,36,82,45,99,0,64,112,188,101,1009,79,14,3976
1247,3,0,15,258,502,179,542,107,9,7,112,161,0,108,303,28,72,101,40,50,2597
1248,91,0,6,212,230,57,471,0,40,355,173,108,484,71,548,400,124,211,118,0,3699
1249,5,0,29,173,673,652,750,50,24,153,125,126,0,226,24,559,124,523,304,92,4612
1250,0,0,0,203,837,923,1576,118,57,206,72,113,0,908,97,317,125,134,206,1318,7210
1251,3,0,4,34,211,52,84,47,19,67,34,66,2,159,115,68,63,316,132,123,1599
1252,0,0,0,132,23,23,78,60,14,35,45,34,0,196,371,296,10,265,115,3706,5403
1253,0,0,0,4,0,1,9,3,12,0,8,4,0,2,3,1,2,0,23,16,88
1254,0,0,0,6,0,3,10,2,0,0,11,3,0,16,105,11,25,4,4,0,200
1255,2,0,0,27,5,15,55,78,5,9,33,13,0,66,72,32,27,113,156,67,775
1256,0,0,0,238,56,28,55,146,5,3,40,28,0,19,56,13,3,7,201,0,898
1257,0,0,0,15,0,4,3,10,8,0,16,5,0,50,80,122,3,0,14,0,330
1258,0,0,0,11,0,0,23,1,0,0,9,4,0,0,7,28,0,20,263,0,366
1259,7,0,0,313,24,74,228,31,32,95,122,177,0,399,281,182,25,246,289,36,2561
1260,0,0,0,6,7,9,43,3,0,24,52,9,0,6,37,5,0,37,75,10,323
1261,0,0,0,12,9,12,208,3,7,65,19,40,3,5,16,51,122,176,93,0,841
1262,0,0,5,65,20,15,115,34,145,163,32,241,0,192,344,270,38,207,227,1659,3772
1263,0,0,15,222,5,0,65,151,13,23,25,125,0,4,1,518,216,10,133,766,2292
1264,0,0,0,10,19,3,269,22,3,27,86,33,0,145,151,90,15,263,105,6,1247
1265,0,0,0,8,14,0,1771,3,78,38,290,66,0,7,93,2048,171,1296,137,35,6055
1266,0,0,0,26,0,11,74,23,7,75,55,148,0,41,80,224,2,52,78,26,922
1267,0,0,0,37,2,8,309,4,1,43,31,22,0,22,66,113,37,279,64,91,1129
1268,27,0,0,49,3,4,185,6,0,99,106,242,0,26,342,195,92,101,47,24,1548
1269,0,0,0,38,24,30,731,2,21,68,118,34,0,21,232,634,143,341,110,55,2602
1270,0,0,0,250,155,410,119,92,5,1,94,57,0,383,310,78,13,57,89,57,2170
1271,1,0,0,31,2,4,133,3,0,37,20,28,0,38,120,121,41,87,28,0,694
1272,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,6,0,2,1427,1449
1273,0,0,0,27,5,19,203,20,19,24,84,21,0,8,64,96,107,216,75,0,988
1274,4,0,255,151,44,14,557,35,6,81,49,44,0,40,410,116,23,195,110,29,2163
1275,0,4,0,97,12,14,179,20,8,4,41,40,0,91,76,68,16,50,46,0,766
1276,0,0,0,24,0,0,90,0,0,0,14,2,0,6,106,1,0,18,12,0,273
1277,0,0,0,30,6,4,59,0,0,0,6,12,0,17,66,9,0,0,12,0,221
1278,0,0,0,18,1,2,18,1,1,10,3,5,0,10,102,7,6,40,18,0,242
1279,16,0,255,1618,909,1998,1034,97,88,16,203,271,6,241,57,10391,26,511,120,70,17927
1280,0,0,0,173,49,9,2839,110,11,36,187,150,0,57,345,1132,136,943,255,88,6520
1281,1,0,0,107,16,25,622,109,85,244,59,61,0,14,44,24,2,775,148,49,2385
1282,3,0,25,272,79,66,508,11,27,82,69,65,0,107,181,114,112,340,155,55,2271
1283,0,0,0,63,22,5,78,50,32,151,96,35,0,200,429,282,40,148,129,87,1847
1284,0,4,15,182,30,67,472,50,89,313,488,350,0,123,118,395,95,699,692,1152,5334
1285,0,0,0,34,105,11,31,5,4,13,15,88,0,60,135,40,4,4,26,0,575
1286,90,0,6,171,4,59,49,12,11,0,6,118,0,31,12,5,6,0,36,0,616
1287,306,0,4,68,313,229,125,289,0,8,4,104,0,60,30,15,3,9,87,19,1673
1288,2,0,0,183,21,85,284,7,11,138,94,32,0,14,179,147,12,556,76,10,1851
1289,14,0,9,336,376,685,600,115,78,90,74,132,20,106,395,116,61,151,221,134,3713
1290,120,277,49,312,90,182,345,48,19,19,70,111,0,62,238,48,108,381,194,238,2911
1291,75,0,0,215,111,45,537,3,20,30,61,37,0,26,706,59,103,399,74,110,2611
1292,34,0,5,967,2171,610,797,367,144,357,344,634,11,608,287,411,133,862,252,504,9498
1293,44,0,0,21,45,49,77,19,72,3,31,15,0,16,74,227,11,97,46,63,910
1294,15,0,0,185,573,71,57,25,6,0,16,395,0,6,932,19,54,57,38,43,2492
1295,1,0,0,139,154,35,1111,256,60,58,72,56,3,107,164,62,69,540,212,44,3143
1296,107,0,0,60,58,5,88,5,48,8,19,47,0,15,75,31,5,73,142,0,786
1297,2,0,0,172,83,13,331,11,32,111,95,162,0,106,127,898,50,375,241,3,2812
1298,2,0,19,242,293,70,1044,131,69,289,301,314,14,171,129,225,85,1022,460,295,5175
1299,24,0,8,186,139,30,536,151,440,413,129,478,3,188,71,194,100,580,374,1360,5404
1300,0,3,0,56,196,6,35,31,0,8,13,88,0,54,86,41,9,69,69,0,764
1301,0,0,0,250,74,58,247,60,0,54,31,183,0,158,53,722,21,168,145,1598,3822
1302,1,0,0,125,639,9,662,11,6,0,16,24,0,11,189,71,11,46,121,0,1942
1303,0,0,0,53,8,6,41,0,0,8,12,47,0,17,2,2,18,6,5,0,225
1304,0,0,5,57,9,10,80,10,5,19,66,64,0,12,128,174,2,93,143,0,877
1305,0,0,0,165,163,39,477,187,62,134,329,66,0,83,515,277,27,300,131,43,2998
1306,81,0,6,846,278,244,1205,148,144,218,270,306,0,451,350,2198,231,315,226,5,7522
1307,19,0,0,35,24,6,41,387,5,27,45,20,0,242,274,157,32,411,138,0,1863
1308,121,0,0,72,571,15,18,23,37,11,11,37,0,40,143,26,23,17,28,23,1216
1309,105,0,0,73,798,26,80,4,0,40,50,52,4,18,57,38,43,317,124,11,1840
1310,28,0,0,67,242,33,174,59,22,33,31,29,0,72,45,873,63,1081,1464,138,4454
1311,648,0,2,151,1033,17,94,7,6,20,20,167,4,34,68,24,177,773,57,32,3334
1312,57,0,3,247,48,0,24,10,0,0,12,48,0,9,10,1,35,19,10,32,565
1313,160,2,0,104,947,32,174,26,2,16,26,24,3,26,2543,561,4,292,122,155,5219
1314,263,0,5,303,1773,555,732,71,86,262,189,474,0,88,315,293,58,1282,343,71,7163
1315,352,0,0,121,3883,73,226,9,12,13,16,44,3,64,1,84,2,231,36,174,5344
1316,31,0,0,110,794,21,5,0,0,11,2,33,0,38,0,0,29,227,35,6,1342
1317,31,0,7,160,142,24,373,45,19,49,40,93,0,49,243,84,151,847,195,105,2657
1318,158,0,0,327,540,122,181,43,75,49,88,222,0,228,137,125,64,456,262,83,3160
1319,10,0,0,91,44,40,168,10,42,28,18,82,0,9,105,74,26,1176,69,0,1992
1320,13,3,0,93,354,31,774,38,65,225,140,294,0,124,101,379,114,834,344,31,3957
1321,0,0,13,101,12,11,69,8,0,4,8,39,0,60,221,18,7,35,23,5,634
1322,67,0,0,44,69,24,33,16,46,4,28,44,0,89,0,2336,61,7,94,0,2962
1323,28,0,10,471,224,125,940,128,191,262,389,361,0,400,387,859,79,837,518,351,6560
1324,207,5,0,379,869,495,443,148,12,20,39,81,0,332,0,4,16,74,85,210,3419
1325,470,0,275,268,2055,656,677,166,151,1248,139,756,0,108,166,87,320,374,285,40,8241
1326,2,0,0,63,20,14,39,0,1,2,0,31,0,17,75,78,50,7,20,4,423
1327,15,0,0,28,5,2,16,2,10,4,10,18,0,15,471,566,1,23,65,768,2019
1328,83,0,3,170,70,75,62,8,5,5,8,44,0,15,103,42,9,86,132,1465,2385
1329,38,0,9,463,105,1506,745,178,165,61,138,145,0,139,69,101,83,205,112,39,4301
1330,0,0,0,27,17,29,46,28,3,3,18,25,2,14,118,18,2,78,60,112,600
1331,2,0,0,121,156,384,1018,12,53,90,135,59,0,56,164,68,20,254,275,0,2867
1332,0,7,0,505,183,311,1297,100,121,313,606,685,0,295,187,442,122,1076,703,366,7319
1333,2,0,0,16,0,9,21,0,0,4,9,5,0,9,82,3,10,0,0,0,170
1334,0,0,0,34,0,0,12,0,3,5,0,17,0,27,253,24,9,0,13,0,397
1335,0,0,44,146,24,13,834,29,31,86,39,90,0,53,111,335,87,392,106,15,2435
1336,18,3,277,541,1092,366,959,164,683,373,139,364,0,306,585,1576,92,368,176,74,8156
1337,34,0,0,1212,704,531,1479,1063,227,230,120,626,0,157,143,246,143,1359,254,187,8715
1338,15,3,0,141,20,16,144,5,8,8,27,60,0,78,16,53,8,194,113,115,1024
1339,3,0,0,49,23,0,206,17,5,3,11,81,0,17,0,41,65,64,48,0,633
1340,3,0,0,95,30,148,200,7,8,31,10,17,0,9,122,9,14,153,42,0,898
1341,10,0,0,21,0,17,17,11,3,2,16,20,0,2,0,166,2,15,3,0,305
1342,0,0,0,23,1,0,40,4,53,4,14,9,0,17,236,27,13,109,34,0,584
1343,2,0,0,24,1,0,37,3,8,3,22,15,0,26,95,30,16,29,60,0,371
1344,0,0,0,68,41,69,476,11,24,163,194,55,0,95,64,118,69,456,100,596,2599
1345,2,0,4,147,4,31,36,8,23,3,31,42,0,86,10,109,34,1,39,29,639
1346,4,3,2,208,128,109,206,44,65,100,172,206,0,296,183,326,147,39,125,0,2363
1347,0,0,0,61,7,14,121,7,4,48,79,51,0,29,55,43,101,396,62,0,1078
1348,0,0,0,570,294,495,3712,188,71,37,152,98,0,222,57,64,25,844,403,9,7241
1349,1,0,0,132,5,225,203,0,9,65,83,73,0,82,119,258,66,189,258,32,1800
1350,3,0,2,75,40,13,214,6,243,170,49,195,0,68,99,84,38,219,258,45,1821
1351,0,0,0,12,0,1,30,2,1,6,2,57,0,6,113,226,3,0,14,0,473
1352,0,0,0,17,31,4,19,0,0,4,11,29,0,6,47,23,5,40,2,15,253
1353,3,0,0,16,217,33,53,13,8,36,59,53,0,21,8,100,113,16,55,330,1134
1354,11,38,0,159,91,24,201,0,29,19,11,56,0,41,124,80,22,205,109,23,1243
1355,0,0,0,15,4,0,10,0,10,2,19,11,0,13,252,15,0,0,45,0,396
1356,1,0,0,58,24,12,382,14,18,39,145,83,0,9,58,324,22,184,155,12,1540
1357,3,0,5,98,13,10,104,9,9,55,53,71,0,41,48,86,8,136,106,6,861
1358,0,0,0,73,28,24,268,11,26,48,63,110,0,97,402,671,78,188,188,0,2275
1359,0,0,0,38,35,1,553,9,38,75,40,50,0,4,99,4118,5,263,170,15,5513
1360,0,0,0,86,17,15,110,1,14,19,13,81,0,31,68,414,11,57,59,29,1025
1361,8,0,8,396,149,138,1652,228,618,925,626,1287,65,244,161,1126,46,685,565,1653,10580
1362,0,0,0,87,29,24,205,56,21,127,380,328,0,68,36,396,2,75,184,0,2018
1363,65,0,5,13,13,28,221,4,52,177,215,274,0,62,329,455,415,190,160,3304,5982
1364,0,0,0,89,10,8,113,3,9,13,30,41,0,26,46,51,1,215,134,0,789
1365,3,0,0,13,16,15,224,0,13,46,15,75,3,41,57,609,69,423,110,28,1760
1366,0,0,0,126,595,26,273,0,154,580,119,1721,0,54,286,2962,170,468,121,126,7781
1367,0,0,0,173,10,4,164,57,10,39,48,96,0,25,105,104,226,11,43,0,1115
1368,78,0,3,1131,2855,681,1295,248,57,263,197,1266,16,556,540,2058,274,317,155,1018,13008
1369,16,3,0,713,619,391,870,104,37,69,102,325,0,246,565,411,126,665,462,3289,9013
1370,22,0,1,215,238,127,203,39,12,27,42,56,0,44,222,72,49,180,65,0,1614
1371,2,0,0,26,10,31,79,8,2,5,14,17,0,3,1,12,3,149,53,0,415
1372,0,0,0,11,26,6,17,3,5,9,22,3,0,6,132,53,0,0,30,0,323
1373,3,0,0,296,330,131,1491,87,37,283,182,193,0,93,266,418,127,479,282,94,4792
1374,21,0,272,512,306,276,797,80,71,485,296,497,0,583,218,621,44,370,305,50,5804
1375,22,0,268,104,38,26,362,100,26,108,68,204,0,57,89,416,8,63,122,736,2817
1376,0,0,4,167,248,92,528,29,32,253,245,201,0,39,86,460,31,596,455,81,3547
1377,3,0,0,71,40,10,142,8,12,23,44,38,0,58,51,44,1,127,82,0,754
1378,0,0,0,73,70,67,391,236,16,39,81,55,0,64,343,75,21,201,114,8,1854
1379,0,0,0,9,1,1,36,0,0,0,3,2,0,3,0,97,0,11,37,5,205
1380,8,0,0,1739,635,1058,3156,253,239,35,127,106,0,369,220,62,5,479,500,12,9003
1381,25,0,11,943,1505,313,762,60,35,214,58,346,3,357,216,605,18,214,208,232,6125
1382,94,0,269,117,81,65,80,12,17,35,18,188,0,84,207,99,113,58,241,5,1783
1383,161,0,4,105,460,48,131,14,138,6,43,39,0,15,111,32,11,68,81,45,1512
1384,55,0,3,203,230,202,936,27,308,190,245,406,2,144,489,311,80,544,235,82,4692
1385,8,0,0,194,28,50,54,19,17,14,18,81,0,99,31,41,26,31,57,3,771
1386,8,0,0,187,60,41,349,49,9,16,45,141,0,70,123,762,86,333,133,6,2418
1387,15,0,0,93,35,54,48,3,12,13,10,62,0,9,86,10,14,26,80,9,579
1388,33,0,0,82,50,14,28,2,0,3,4,52,0,19,143,32,6,59,4,27,558
1389,43,0,12,75,51,8,170,18,29,11,55,62,2,28,146,64,83,976,466,108,2407
1390,36,5,3,37,14,0,64,17,12,3,5,39,0,8,27,27,17,162,83,0,559
1391,2,0,288,95,603,22,239,13,80,16,79,28,0,17,74,107,30,323,73,40,2129
1392,117,24,0,138,174,558,99,3,5,14,18,78,0,22,180,40,21,55,39,3,1588
1393,46,0,30,96,133,7,126,18,44,13,7,41,0,12,101,48,5,89,34,8,858
1394,260,0,4,73,308,33,24,4,11,20,15,25,0,66,248,150,93,125,95,95,1649
1395,46,1,17,613,349,304,886,187,76,59,232,255,0,443,170,145,99,518,203,116,4719
1396,34,0,1,77,109,37,272,36,14,111,22,70,0,114,210,159,18,354,89,44,1771
1397,131,29,0,132,343,100,177,29,2,9,50,49,0,72,101,51,42,111,82,25,1535
1398,4,0,0,125,93,27,111,0,14,27,18,80,0,41,225,129,18,54,55,4,1025
1399,14,0,15,311,625,280,1306,98,310,179,340,303,0,68,198,699,42,1112,341,171,6412
1400,53,0,1,31,592,16,104,14,0,2,1,46,0,8,28,7,24,98,66,56,1147
1401,489,0,50,33,1275,44,55,7,17,2,11,34,0,30,199,13,35,106,61,14,2475
1402,128,0,60,132,503,63,411,35,23,43,64,145,0,34,179,194,22,340,206,111,2693
1403,39,0,7,111,70,29,111,13,47,2,57,197,0,96,106,8,129,345,57,98,1522
1404,2,0,0,22,10,51,20,17,9,11,14,50,0,25,4,1,97,0,45,13,391
1405,0,0,24,150,2,36,1241,0,52,73,18,249,0,35,68,1081,32,441,113,246,3861
1406,2,0,0,558,66,115,167,109,32,53,93,265,0,280,2,10,16,35,213,165,2181
1407,2,0,0,604,248,274,303,38,111,152,111,1118,0,648,163,216,34,247,138,99,4506
1408,2,0,0,80,4,21,57,2,343,18,45,82,0,53,60,130,104,178,53,0,1232
1409,0,0,0,55,80,23,265,8,30,93,57,308,112,171,287,141,34,319,92,5,2080
1410,0,0,0,167,18,13,295,12,30,115,39,128,0,108,101,143,20,101,137,90,1517
1411,0,0,0,122,20,17,159,157,18,114,152,102,0,414,110,769,17,137,87,5,2400
1412,11,0,60,579,84,199,849,33,248,339,237,370,3,246,306,416,65,487,392,235,5159
1413,0,0,0,17,4,80,213,3,5,1900,95,640,0,17,125,224,113,87,21,20,3564
1414,5,0,0,73,17,71,82,12,12,7,10,49,0,41,158,67,108,17,33,11,773
1415,40,0,4,38,132,54,389,12,1145,23,176,59,0,42,183,176,98,323,100,67,3061
1416,52,0,8,37,39,12,73,5,16,3,3,25,0,27,11,6,25,176,48,153,719
1417,0,0,0,1,0,2,4,2,9,0,0,6,0,1,2,0,0,65,120,0,212
1418,3,0,0,64,3,18,39,10,4,2,23,61,0,40,160,33,63,64,78,13,678
1419,0,0,0,40,0,5,49,3,4,3,11,52,0,5,186,50,2,29,63,0,502
1420,3,0,0,61,18,17,61,9,25,27,66,118,0,133,367,375,9,41,57,0,1387
1421,5,0,0,80,8,36,1168,9,106,164,392,188,0,72,398,1204,6,614,206,53,4709
1422,0,0,0,255,17,91,164,29,29,75,19,280,6,123,269,654,41,80,111,22,2265
1423,0,0,0,43,8,49,42,14,30,21,11,183,0,22,223,97,33,5,35,125,941
1424,12,0,19,426,176,247,568,156,393,367,236,799,4,283,147,1231,73,148,645,43,5973
1425,0,0,0,379,2,4,300,43,54,27,18,515,0,76,185,623,109,418,97,2213,5063
1426,2,0,0,44,3,91,54,11,11,23,24,99,0,44,145,45,72,64,26,5,763
1427,2,0,9,547,73,205,902,52,84,178,479,638,0,335,611,399,62,220,697,138,5631
1428,18,10,13,1362,813,652,2383,431,249,109,238,855,11,443,92,698,69,452,708,301,9907
1429,0,0,268,442,164,210,1630,109,109,201,295,214,2,117,244,78,23,115,361,17,4599
1430,6,0,0,264,130,279,800,107,228,497,190,1246,2,173,167,1003,80,1245,861,920,8198
1431,0,0,0,111,25,6,134,3,91,103,41,219,0,53,167,206,32,126,118,0,1435
1432,4,0,0,233,90,52,497,94,22,88,42,296,2,77,289,214,48,360,179,65,2652
1433,0,0,0,51,0,2,13,13,0,2,3,104,0,11,129,23,6,1,21,0,379
1434,0,0,0,94,62,16,329,11,35,17,33,186,0,66,51,107,14,191,85,56,1353
1435,2,0,0,44,11,4,43,5,37,16,45,40,0,21,182,12,4,15,98,70,649
1436,3,0,0,60,7,20,74,45,1,66,51,79,0,16,1731,584,32,67,45,26,2907
1437,1,0,0,22,25,29,386,3,24,199,499,209,0,46,9,2845,27,179,82,114,4699
1438,2,4,0,122,212,102,2461,214,47,549,149,674,0,192,266,366,77,547,296,82,6362
1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,0,0,0,84,36,53,427,8,51,61,103,147,2,55,370,358,111,288,161,112,2427
1441,1,0,8,100,141,195,1397,76,148,241,88,271,0,66,156,378,447,875,260,333,5181
1442,3,0,0,227,108,188,560,28,111,103,49,268,0,139,53,258,77,171,176,3,2522
1443,0,3,1,58,21,20,400,140,17,153,123,225,3,88,352,381,139,364,421,83,2992
1444,0,0,0,38,16,26,372,1,14,269,235,67,0,23,265,62,104,297,148,25,1962
1445,1,0,0,122,47,11,55,16,10,49,91,429,0,14,124,60,10,51,59,4,1153
1446,8,0,16,128,11,8,139,69,62,112,450,350,17,52,259,138,60,434,241,57,2611
1447,0,0,0,45,26,5,133,0,14,24,43,48,2,16,2,14,65,8,55,73,573
1448,14,0,0,371,718,226,927,188,400,293,294,1512,8,253,250,199,276,994,362,297,7582
1449,0,0,0,7,0,1,212,1,12,0,21,17,0,14,60,45,5,75,82,33,585
1450,0,0,0,58,9,18,146,9,11,16,26,137,2,71,129,73,41,206,43,0,995
1451,2,0,0,37,4,29,50,10,22,10,8,126,0,14,61,18,8,146,911,0,1456
1452,0,0,0,127,37,20,408,4,181,141,104,259,0,36,112,162,27,297,185,75,2175
1453,33,0,0,12,0,3,28,5,35,2,0,5,0,0,14,103,45,141,130,77,633
1454,7,0,20,49,18,30,102,7,23,4,38,52,0,30,35,34,25,222,36,26,758
