;Distance,Distance based,Add Charge,BART Fare,2000 Fare
50400,3.39,49,52.39,9.775
50500,3.39,49.1,52.49,9.775
50600,3.39,49.2,52.59,9.775
50700,3.39,49.3,52.69,9.775
50800,3.39,49.4,52.79,9.775
50900,3.39,49.5,52.89,9.775
51000,3.39,49.6,52.99,9.775
51100,3.39,49.7,53.09,9.775
51200,3.39,49.8,53.19,9.775
51300,3.39,49.9,53.29,9.775
51400,3.39,50,53.39,9.775
51500,3.39,50.1,53.49,9.775
51600,3.39,50.2,53.59,9.775
51700,3.39,50.3,53.69,9.775
51800,3.39,50.4,53.79,9.775
51900,3.39,50.5,53.89,9.775
52000,3.39,50.6,53.99,9.775
52100,3.39,50.7,54.09,9.775
52200,3.39,50.8,54.19,9.775
52300,3.39,50.9,54.29,9.775
52400,3.39,51,54.39,9.775
52500,3.39,51.1,54.49,9.775
52600,3.39,51.2,54.59,9.775
52700,3.39,51.3,54.69,9.775
52800,3.39,51.4,54.79,9.775
52900,3.39,51.5,54.89,9.775
53000,3.39,51.6,54.99,9.775
53100,3.39,51.7,55.09,9.775
53200,3.39,51.8,55.19,9.775
53300,3.39,51.9,55.29,9.775
53400,3.39,52,55.39,9.775
53500,3.39,52.1,55.49,9.775
53600,3.39,52.2,55.59,9.775
53700,3.39,52.3,55.69,9.775
53800,3.39,52.4,55.79,9.775
53900,3.39,52.5,55.89,9.775
54000,3.39,52.6,55.99,9.775
54100,3.39,52.7,56.09,9.775
54200,3.39,52.8,56.19,9.775
54300,3.39,52.9,56.29,9.775
54400,3.39,53,56.39,9.775
54500,3.39,53.1,56.49,9.775
54600,3.39,53.2,56.59,9.775
54700,3.39,53.3,56.69,9.775
54800,3.39,53.4,56.79,9.775
54900,3.39,53.5,56.89,9.775
55000,3.39,53.6,56.99,9.775
55100,3.39,53.7,57.09,9.775
55200,3.39,53.8,57.19,9.775
55300,3.39,53.9,57.29,9.775
55400,3.39,54,57.39,9.775
55500,3.39,54.1,57.49,9.775
55600,3.39,54.2,57.59,9.775
55700,3.39,54.3,57.69,9.775
55800,3.39,54.4,57.79,9.775
55900,3.39,54.5,57.89,9.775
56000,3.39,54.6,57.99,9.775
56100,3.39,54.7,58.09,9.775
56200,3.39,54.8,58.19,9.775
56300,3.39,54.9,58.29,9.775
56400,3.39,55,58.39,9.775
56500,3.39,55.1,58.49,9.775
56600,3.39,55.2,58.59,9.775
56700,3.39,55.3,58.69,9.775
56800,3.39,55.4,58.79,9.775
56900,3.39,55.5,58.89,9.775
57000,3.39,55.6,58.99,9.775
57100,3.39,55.7,59.09,9.775
57200,3.39,55.8,59.19,9.775
57300,3.39,55.9,59.29,9.775
57400,3.39,56,59.39,9.775
57500,3.39,56.1,59.49,9.775
57600,3.39,56.2,59.59,9.775
57700,3.39,56.3,59.69,9.775
57800,3.39,56.4,59.79,9.775
57900,3.39,56.5,59.89,9.775
58000,3.39,56.6,59.99,9.775
58100,3.39,56.7,60.09,9.775
58200,3.39,56.8,60.19,9.775
58300,3.39,56.9,60.29,9.775
58400,3.39,57,60.39,9.775
58500,3.39,57.1,60.49,9.775
58600,3.39,57.2,60.59,9.775
58700,3.39,57.3,60.69,9.775
58800,3.39,57.4,60.79,9.775
58900,3.39,57.5,60.89,9.775
59000,3.39,57.6,60.99,9.775
59100,3.39,57.7,61.09,9.775
59200,3.39,57.8,61.19,9.775
59300,3.39,57.9,61.29,9.775
59400,3.39,58,61.39,9.775
59500,3.39,58.1,61.49,9.775
59600,3.39,58.2,61.59,9.775
59700,3.39,58.3,61.69,9.775
59800,3.39,58.4,61.79,9.775
59900,3.39,58.5,61.89,9.775
60000,3.39,58.6,61.99,9.775
60100,3.39,58.7,62.09,9.775
60200,3.39,58.8,62.19,9.775
60300,3.39,58.9,62.29,9.775
60400,3.39,59,62.39,9.775
60500,3.39,59.1,62.49,9.775
60600,3.39,59.2,62.59,9.775
60700,3.39,59.3,62.69,9.775
60800,3.39,59.4,62.79,9.775
60900,3.39,59.5,62.89,9.775
61000,3.39,59.6,62.99,9.775
61100,3.39,59.7,63.09,9.775
61200,3.39,59.8,63.19,9.775
61300,3.39,59.9,63.29,9.775
61400,3.39,60,63.39,9.775
61500,3.39,60.1,63.49,9.775
61600,3.39,60.2,63.59,9.775
61700,3.39,60.3,63.69,9.775
61800,3.39,60.4,63.79,9.775
61900,3.39,60.5,63.89,9.775
62000,3.39,60.6,63.99,9.775
62100,3.39,60.7,64.09,9.775
62200,3.39,60.8,64.19,9.775
62300,3.39,60.9,64.29,9.775
62400,3.39,61,64.39,9.775
62500,3.39,61.1,64.49,9.775
62600,3.39,61.2,64.59,9.775
62700,3.39,61.3,64.69,9.775
62800,3.39,61.4,64.79,9.775
62900,3.39,61.5,64.89,9.775
63000,3.39,61.6,64.99,9.775
63100,3.39,61.7,65.09,9.775
63200,3.39,61.8,65.19,9.775
63300,3.39,61.9,65.29,9.775
63400,3.39,62,65.39,9.775
63500,3.39,62.1,65.49,9.775
63600,3.39,62.2,65.59,9.775
63700,3.39,62.3,65.69,9.775
63800,3.39,62.4,65.79,9.775
63900,3.39,62.5,65.89,9.775
64000,3.39,62.6,65.99,9.775
64100,3.39,62.7,66.09,9.775
64200,3.39,62.8,66.19,9.775
64300,3.39,62.9,66.29,9.775
64400,3.39,63,66.39,9.775
64500,3.39,63.1,66.49,9.775
64600,3.39,63.2,66.59,9.775
64700,3.39,63.3,66.69,9.775
64800,3.39,63.4,66.79,9.775
64900,3.39,63.5,66.89,9.775
65000,3.39,63.6,66.99,9.775
65100,3.39,63.7,67.09,9.775
65200,3.39,63.8,67.19,9.775
65300,3.39,63.9,67.29,9.775
65400,3.39,64,67.39,9.775
65500,3.39,64.1,67.49,9.775
65600,3.39,64.2,67.59,9.775
65700,3.39,64.3,67.69,9.775
65800,3.39,64.4,67.79,9.775
65900,3.39,64.5,67.89,9.775
66000,3.39,64.6,67.99,9.775
66100,3.39,64.7,68.09,9.775
66200,3.39,64.8,68.19,9.775
66300,3.39,64.9,68.29,9.775
66400,3.39,65,68.39,9.775
66500,3.39,65.1,68.49,9.775
66600,3.39,65.2,68.59,9.775
66700,3.39,65.3,68.69,9.775
66800,3.39,65.4,68.79,9.775
66900,3.39,65.5,68.89,9.775
67000,3.39,65.6,68.99,9.775
67100,3.39,65.7,69.09,9.775
67200,3.39,65.8,69.19,9.775
67300,3.39,65.9,69.29,9.775
67400,3.39,66,69.39,9.775
67500,3.39,66.1,69.49,9.775
67600,3.39,66.2,69.59,9.775
67700,3.39,66.3,69.69,9.775
67800,3.39,66.4,69.79,9.775
67900,3.39,66.5,69.89,9.775
68000,3.39,66.6,69.99,9.775
68100,3.39,66.7,70.09,9.775
68200,3.39,66.8,70.19,9.775
68300,3.39,66.9,70.29,9.775
68400,3.39,67,70.39,9.775
68500,3.39,67.1,70.49,9.775
68600,3.39,67.2,70.59,9.775
68700,3.39,67.3,70.69,9.775
68800,3.39,67.4,70.79,9.775
68900,3.39,67.5,70.89,9.775
69000,3.39,67.6,70.99,9.775
69100,3.39,67.7,71.09,9.775
69200,3.39,67.8,71.19,9.775
69300,3.39,67.9,71.29,9.775
69400,3.39,68,71.39,9.775
69500,3.39,68.1,71.49,9.775
69600,3.39,68.2,71.59,9.775
69700,3.39,68.3,71.69,9.775
69800,3.39,68.4,71.79,9.775
69900,3.39,68.5,71.89,9.775
70000,3.39,68.6,71.99,9.775
70100,3.39,68.7,72.09,9.775
70200,3.39,68.8,72.19,9.775
70300,3.39,68.9,72.29,9.775
70400,3.39,69,72.39,9.775
70500,3.39,69.1,72.49,9.775
70600,3.39,69.2,72.59,9.775
70700,3.39,69.3,72.69,9.775
70800,3.39,69.4,72.79,9.775
70900,3.39,69.5,72.89,9.775
71000,3.39,69.6,72.99,9.775
71100,3.39,69.7,73.09,9.775
71200,3.39,69.8,73.19,9.775
71300,3.39,69.9,73.29,9.775
71400,3.39,70,73.39,9.775
71500,3.39,70.1,73.49,9.775
71600,3.39,70.2,73.59,9.775
71700,3.39,70.3,73.69,9.775
71800,3.39,70.4,73.79,9.775
71900,3.39,70.5,73.89,9.775
72000,3.39,70.6,73.99,9.775
72100,3.39,70.7,74.09,9.775
72200,3.39,70.8,74.19,9.775
72300,3.39,70.9,74.29,9.775
72400,3.39,71,74.39,9.775
72500,3.39,71.1,74.49,9.775
72600,3.39,71.2,74.59,9.775
72700,3.39,71.3,74.69,9.775
72800,3.39,71.4,74.79,9.775
72900,3.39,71.5,74.89,9.775
73000,3.39,71.6,74.99,9.775
73100,3.39,71.7,75.09,9.775
73200,3.39,71.8,75.19,9.775
73300,3.39,71.9,75.29,9.775
73400,3.39,72,75.39,9.775
73500,3.39,72.1,75.49,9.775
73600,3.39,72.2,75.59,9.775
73700,3.39,72.3,75.69,9.775
73800,3.39,72.4,75.79,9.775
73900,3.39,72.5,75.89,9.775
74000,3.39,72.6,75.99,9.775
74100,3.39,72.7,76.09,9.775
74200,3.39,72.8,76.19,9.775
74300,3.39,72.9,76.29,9.775
74400,3.39,73,76.39,9.775
74500,3.39,73.1,76.49,9.775
74600,3.39,73.2,76.59,9.775
74700,3.39,73.3,76.69,9.775
74800,3.39,73.4,76.79,9.775
74900,3.39,73.5,76.89,9.775
75000,3.39,73.6,76.99,9.775
75100,3.39,73.7,77.09,9.775
75200,3.39,73.8,77.19,9.775
75300,3.39,73.9,77.29,9.775
75400,3.39,74,77.39,9.775
75500,3.39,74.1,77.49,9.775
75600,3.39,74.2,77.59,9.775
75700,3.39,74.3,77.69,9.775
75800,3.39,74.4,77.79,9.775
75900,3.39,74.5,77.89,9.775
76000,3.39,74.6,77.99,9.775
76100,3.39,74.7,78.09,9.775
76200,3.39,74.8,78.19,9.775
76300,3.39,74.9,78.29,9.775
76400,3.39,75,78.39,9.775
76500,3.39,75.1,78.49,9.775
76600,3.39,75.2,78.59,9.775
76700,3.39,75.3,78.69,9.775
76800,3.39,75.4,78.79,9.775
76900,3.39,75.5,78.89,9.775
77000,3.39,75.6,78.99,9.775
77100,3.39,75.7,79.09,9.775
77200,3.39,75.8,79.19,9.775
77300,3.39,75.9,79.29,9.775
77400,3.39,76,79.39,9.775
77500,3.39,76.1,79.49,9.775
77600,3.39,76.2,79.59,9.775
77700,3.39,76.3,79.69,9.775
77800,3.39,76.4,79.79,9.775
77900,3.39,76.5,79.89,9.775
78000,3.39,76.6,79.99,9.775
78100,3.39,76.7,80.09,9.775
78200,3.39,76.8,80.19,9.775
78300,3.39,76.9,80.29,9.775
78400,3.39,77,80.39,9.775
78500,3.39,77.1,80.49,9.775
78600,3.39,77.2,80.59,9.775
78700,3.39,77.3,80.69,9.775
78800,3.39,77.4,80.79,9.775
78900,3.39,77.5,80.89,9.775
79000,3.39,77.6,80.99,9.775
79100,3.39,77.7,81.09,9.775
79200,3.39,77.8,81.19,9.775
79300,3.39,77.9,81.29,9.775
79400,3.39,78,81.39,9.775
79500,3.39,78.1,81.49,9.775
79600,3.39,78.2,81.59,9.775
79700,3.39,78.3,81.69,9.775
79800,3.39,78.4,81.79,9.775
79900,3.39,78.5,81.89,9.775
80000,3.39,78.6,81.99,9.775
80100,3.39,78.7,82.09,9.775
80200,3.39,78.8,82.19,9.775
80300,3.39,78.9,82.29,9.775
80400,3.39,79,82.39,9.775
80500,3.39,79.1,82.49,9.775
80600,3.39,79.2,82.59,9.775
80700,3.39,79.3,82.69,9.775
80800,3.39,79.4,82.79,9.775
80900,3.39,79.5,82.89,9.775
81000,3.39,79.6,82.99,9.775
81100,3.39,79.7,83.09,9.775
81200,3.39,79.8,83.19,9.775
81300,3.39,79.9,83.29,9.775
81400,3.39,80,83.39,9.775
81500,3.39,80.1,83.49,9.775
81600,3.39,80.2,83.59,9.775
81700,3.39,80.3,83.69,9.775
81800,3.39,80.4,83.79,9.775
81900,3.39,80.5,83.89,9.775
82000,3.39,80.6,83.99,9.775
82100,3.39,80.7,84.09,9.775
82200,3.39,80.8,84.19,9.775
82300,3.39,80.9,84.29,9.775
82400,3.39,81,84.39,9.775
82500,3.39,81.1,84.49,9.775
82600,3.39,81.2,84.59,9.775
82700,3.39,81.3,84.69,9.775
82800,3.39,81.4,84.79,9.775
82900,3.39,81.5,84.89,9.775
83000,3.39,81.6,84.99,9.775
83100,3.39,81.7,85.09,9.775
83200,3.39,81.8,85.19,9.775
83300,3.39,81.9,85.29,9.775
83400,3.39,82,85.39,9.775
83500,3.39,82.1,85.49,9.775
83600,3.39,82.2,85.59,9.775
83700,3.39,82.3,85.69,9.775
83800,3.39,82.4,85.79,9.775
83900,3.39,82.5,85.89,9.775
84000,3.39,82.6,85.99,9.775
84100,3.39,82.7,86.09,9.775
84200,3.39,82.8,86.19,9.775
84300,3.39,82.9,86.29,9.775
84400,3.39,83,86.39,9.775
84500,3.39,83.1,86.49,9.775
84600,3.39,83.2,86.59,9.775
84700,3.39,83.3,86.69,9.775
84800,3.39,83.4,86.79,9.775
84900,3.39,83.5,86.89,9.775
85000,3.39,83.6,86.99,9.775
85100,3.39,83.7,87.09,9.775
85200,3.39,83.8,87.19,9.775
85300,3.39,83.9,87.29,9.775
85400,3.39,84,87.39,9.775
85500,3.39,84.1,87.49,9.775
85600,3.39,84.2,87.59,9.775
85700,3.39,84.3,87.69,9.775
85800,3.39,84.4,87.79,9.775
85900,3.39,84.5,87.89,9.775
86000,3.39,84.6,87.99,9.775
86100,3.39,84.7,88.09,9.775
86200,3.39,84.8,88.19,9.775
86300,3.39,84.9,88.29,9.775
86400,3.39,85,88.39,9.775
86500,3.39,85.1,88.49,9.775
86600,3.39,85.2,88.59,9.775
86700,3.39,85.3,88.69,9.775
86800,3.39,85.4,88.79,9.775
86900,3.39,85.5,88.89,9.775
87000,3.39,85.6,88.99,9.775
87100,3.39,85.7,89.09,9.775
87200,3.39,85.8,89.19,9.775
87300,3.39,85.9,89.29,9.775
87400,3.39,86,89.39,9.775
87500,3.39,86.1,89.49,9.775
87600,3.39,86.2,89.59,9.775
87700,3.39,86.3,89.69,9.775
87800,3.39,86.4,89.79,9.775
87900,3.39,86.5,89.89,9.775
88000,3.39,86.6,89.99,9.775
88100,3.39,86.7,90.09,9.775
88200,3.39,86.8,90.19,9.775
88300,3.39,86.9,90.29,9.775
88400,3.39,87,90.39,9.775
88500,3.39,87.1,90.49,9.775
88600,3.39,87.2,90.59,9.775
88700,3.39,87.3,90.69,9.775
88800,3.39,87.4,90.79,9.775
88900,3.39,87.5,90.89,9.775
89000,3.39,87.6,90.99,9.775
89100,3.39,87.7,91.09,9.775
89200,3.39,87.8,91.19,9.775
89300,3.39,87.9,91.29,9.775
89400,3.39,88,91.39,9.775
89500,3.39,88.1,91.49,9.775
89600,3.39,88.2,91.59,9.775
89700,3.39,88.3,91.69,9.775
89800,3.39,88.4,91.79,9.775
89900,3.39,88.5,91.89,9.775
90000,3.39,88.6,91.99,9.775
90100,3.39,88.7,92.09,9.775
90200,3.39,88.8,92.19,9.775
90300,3.39,88.9,92.29,9.775
90400,3.39,89,92.39,9.775
90500,3.39,89.1,92.49,9.775
90600,3.39,89.2,92.59,9.775
90700,3.39,89.3,92.69,9.775
90800,3.39,89.4,92.79,9.775
90900,3.39,89.5,92.89,9.775
91000,3.39,89.6,92.99,9.775
91100,3.39,89.7,93.09,9.775
91200,3.39,89.8,93.19,9.775
91300,3.39,89.9,93.29,9.775
91400,3.39,90,93.39,9.775
91500,3.39,90.1,93.49,9.775
91600,3.39,90.2,93.59,9.775
91700,3.39,90.3,93.69,9.775
91800,3.39,90.4,93.79,9.775
91900,3.39,90.5,93.89,9.775
92000,3.39,90.6,93.99,9.775
92100,3.39,90.7,94.09,9.775
92200,3.39,90.8,94.19,9.775
92300,3.39,90.9,94.29,9.775
92400,3.39,91,94.39,9.775
92500,3.39,91.1,94.49,9.775
92600,3.39,91.2,94.59,9.775
92700,3.39,91.3,94.69,9.775
92800,3.39,91.4,94.79,9.775
92900,3.39,91.5,94.89,9.775
93000,3.39,91.6,94.99,9.775
93100,3.39,91.7,95.09,9.775
93200,3.39,91.8,95.19,9.775
93300,3.39,91.9,95.29,9.775
93400,3.39,92,95.39,9.775
93500,3.39,92.1,95.49,9.775
93600,3.39,92.2,95.59,9.775
93700,3.39,92.3,95.69,9.775
93800,3.39,92.4,95.79,9.775
93900,3.39,92.5,95.89,9.775
94000,3.39,92.6,95.99,9.775
94100,3.39,92.7,96.09,9.775
94200,3.39,92.8,96.19,9.775
94300,3.39,92.9,96.29,9.775
94400,3.39,93,96.39,9.775
94500,3.39,93.1,96.49,9.775
94600,3.39,93.2,96.59,9.775
94700,3.39,93.3,96.69,9.775
94800,3.39,93.4,96.79,9.775
94900,3.39,93.5,96.89,9.775
95000,3.39,93.6,96.99,9.775
95100,3.39,93.7,97.09,9.775
95200,3.39,93.8,97.19,9.775
95300,3.39,93.9,97.29,9.775
95400,3.39,94,97.39,9.775
95500,3.39,94.1,97.49,9.775
95600,3.39,94.2,97.59,9.775
95700,3.39,94.3,97.69,9.775
95800,3.39,94.4,97.79,9.775
95900,3.39,94.5,97.89,9.775
96000,3.39,94.6,97.99,9.775
96100,3.39,94.7,98.09,9.775
96200,3.39,94.8,98.19,9.775
96300,3.39,94.9,98.29,9.775
96400,3.39,95,98.39,9.775
96500,3.39,95.1,98.49,9.775
96600,3.39,95.2,98.59,9.775
96700,3.39,95.3,98.69,9.775
96800,3.39,95.4,98.79,9.775
96900,3.39,95.5,98.89,9.775
97000,3.39,95.6,98.99,9.775
97100,3.39,95.7,99.09,9.775
97200,3.39,95.8,99.19,9.775
97300,3.39,95.9,99.29,9.775
97400,3.39,96,99.39,9.775
97500,3.39,96.1,99.49,9.775
97600,3.39,96.2,99.59,9.775
97700,3.39,96.3,99.69,9.775
97800,3.39,96.4,99.79,9.775
97900,3.39,96.5,99.89,9.775
98000,3.39,96.6,99.99,9.775
98100,3.39,96.7,100.09,9.775
98200,3.39,96.8,100.19,9.775
98300,3.39,96.9,100.29,9.775
98400,3.39,97,100.39,9.775
98500,3.39,97.1,100.49,9.775
98600,3.39,97.2,100.59,9.775
98700,3.39,97.3,100.69,9.775
98800,3.39,97.4,100.79,9.775
98900,3.39,97.5,100.89,9.775
99000,3.39,97.6,100.99,9.775
99100,3.39,97.7,101.09,9.775
99200,3.39,97.8,101.19,9.775
99300,3.39,97.9,101.29,9.775
99400,3.39,98,101.39,9.775
99500,3.39,98.1,101.49,9.775
99600,3.39,98.2,101.59,9.775
99700,3.39,98.3,101.69,9.775
99800,3.39,98.4,101.79,9.775
99900,3.39,98.5,101.89,9.775
