"TAZ1454","missing_emp","total_emp","share_missing_emp"
880,3,416,0.00721153846153846
1072,6,832,0.00721153846153846
54,5,695,0.00719424460431655
1157,9,1256,0.0071656050955414
530,53,7401,0.00716119443318471
450,25,3498,0.00714694110920526
5,133,18613,0.00714554343738247
1096,44,6174,0.00712666018788468
401,95,13347,0.00711770435303814
536,6,843,0.00711743772241993
885,8,1124,0.00711743772241993
1181,3,424,0.00707547169811321
384,4,566,0.00706713780918728
467,40,5674,0.00704970038773352
529,8,1136,0.00704225352112676
1293,6,853,0.00703399765533412
1128,9,1280,0.00703125
258,8,1141,0.007011393514461
226,7,1000,0.007
459,9,1292,0.00696594427244582
503,25,3597,0.00695023630803447
87,7,1009,0.00693756194251734
8,28,4049,0.00691528772536429
737,41,5942,0.00690003365870077
652,3,435,0.00689655172413793
1154,16,2325,0.00688172043010753
23,67,9770,0.00685772773797339
281,21,3064,0.00685378590078329
1292,61,8902,0.00685239272073691
51,3,438,0.00684931506849315
660,38,5551,0.00684561340299045
582,15,2198,0.00682438580527752
1186,21,3082,0.00681375730045425
457,5,735,0.00680272108843537
803,3,441,0.00680272108843537
377,12,1766,0.00679501698754247
1248,25,3692,0.00677139761646804
329,20,2958,0.00676132521974307
949,7,1036,0.00675675675675676
734,15,2222,0.00675067506750675
202,3,446,0.00672645739910314
1220,4,595,0.00672268907563025
1389,15,2237,0.00670540902995083
709,15,2242,0.00669045495093666
170,15,2245,0.0066815144766147
1440,15,2247,0.00667556742323097
2,173,25943,0.00666846548201827
581,3,450,0.00666666666666667
1183,8,1201,0.00666111573688593
538,9,1355,0.00664206642066421
617,3,452,0.00663716814159292
1195,10,1509,0.00662690523525514
261,6,909,0.0066006600660066
29,15,2273,0.0065992080950286
690,6,912,0.00657894736842105
487,6,915,0.00655737704918033
908,3,458,0.00655021834061135
855,3,460,0.00652173913043478
900,10,1534,0.00651890482398957
144,3,461,0.00650759219088937
868,3,461,0.00650759219088937
1274,14,2158,0.00648748841519926
1090,9,1388,0.00648414985590778
1432,16,2470,0.00647773279352227
265,33,5096,0.0064756671899529
1375,17,2626,0.00647372429550647
540,22,3419,0.0064346300087745
946,22,3430,0.00641399416909621
1323,39,6092,0.00640183847669074
1395,28,4384,0.00638686131386861
248,88,13826,0.0063648199045277
282,22,3460,0.00635838150289017
952,29,4578,0.00633464394932285
287,12,1896,0.00632911392405063
438,6,948,0.00632911392405063
787,3,474,0.00632911392405063
1018,49,7758,0.00631606084042279
142,99,15733,0.00629250619716519
525,3,478,0.00627615062761506
567,9,1434,0.00627615062761506
863,12,1915,0.00626631853785901
1226,3,480,0.00625
827,23,3686,0.00623982637004883
945,55,8818,0.00623724200498979
204,6,962,0.00623700623700624
175,9,1445,0.00622837370242215
432,69,11161,0.00618224173461159
1079,6,975,0.00615384615384615
988,21,3414,0.00615114235500879
102,8,1303,0.00613967766692249
871,32,5222,0.00612792033703562
71,15,2452,0.00611745513866232
315,85,13949,0.00609362678328196
1273,6,986,0.00608519269776876
1205,14,2310,0.00606060606060606
25,12,1982,0.00605449041372351
558,131,21640,0.00605360443622921
366,27,4480,0.00602678571428571
354,24,3986,0.00602107375815354
1317,15,2501,0.00599760095961615
1349,10,1677,0.00596302921884317
92,7,1177,0.00594732370433305
383,21,3532,0.00594563986409966
339,3,505,0.00594059405940594
1225,11,1857,0.00592353257942919
864,19,3212,0.00591531755915318
1328,13,2214,0.00587172538392051
80,2,341,0.00586510263929619
291,9,1538,0.005851755526658
351,22,3779,0.00582164593807886
301,6,1032,0.00581395348837209
1271,4,692,0.00578034682080925
1309,10,1731,0.00577700751010976
1386,13,2252,0.00577264653641208
477,6,1042,0.00575815738963532
837,5,870,0.00574712643678161
593,13,2270,0.00572687224669604
61,3,524,0.00572519083969466
497,6,1048,0.00572519083969466
679,3,524,0.00572519083969466
135,3,526,0.00570342205323194
1134,14,2467,0.00567490879610863
1168,87,15384,0.00565522620904836
671,3,531,0.00564971751412429
120,3,532,0.0056390977443609
483,10,1783,0.00560852495793606
1010,6,1070,0.00560747663551402
1387,3,539,0.00556586270871985
1336,42,7568,0.00554968287526427
1316,7,1262,0.00554675118858954
1449,3,541,0.0055452865064695
770,9,1624,0.00554187192118227
810,157,28416,0.00552505630630631
846,3,544,0.00551470588235294
971,102,18508,0.00551113032202291
1013,3,545,0.0055045871559633
484,18,3277,0.00549282880683552
1041,9,1640,0.00548780487804878
659,3,548,0.00547445255474453
81,18,3294,0.00546448087431694
444,6,1098,0.00546448087431694
1249,25,4597,0.00543832934522515
541,20,3680,0.00543478260869565
1150,24,4418,0.00543232231779086
1392,8,1474,0.00542740841248304
1247,14,2589,0.00540749324063345
1324,17,3172,0.005359394703657
1178,49,9154,0.00535285121258466
543,20,3746,0.00533902829684997
1211,45,8446,0.00532796590101823
895,3,564,0.00531914893617021
1428,49,9217,0.00531626342627753
65,11,2070,0.00531400966183575
506,12,2264,0.00530035335689046
1177,23,4353,0.0052837123822651
1408,6,1140,0.00526315789473684
602,26,4944,0.0052588996763754
1027,9,1713,0.00525394045534151
1263,12,2284,0.00525394045534151
1187,10,1917,0.00521648408972353
234,34,6549,0.00519163231027638
955,12,2313,0.00518806744487678
621,3,579,0.00518134715025907
635,3,580,0.00517241379310345
128,3,582,0.00515463917525773
189,6,1166,0.00514579759862779
303,3,585,0.00512820512820513
759,4,781,0.00512163892445583
612,12,2346,0.0051150895140665
1339,3,587,0.00511073253833049
882,4,783,0.00510855683269476
767,42,8255,0.0050878255602665
762,3,590,0.00508474576271186
435,76,14980,0.00507343124165554
720,9,1775,0.00507042253521127
723,15,2961,0.00506585612968592
1170,31,6133,0.00505462253383336
310,70,13886,0.00504104853809592
921,3,597,0.0050251256281407
1137,35,7004,0.00499714448886351
1080,3,603,0.00497512437810945
730,40,8041,0.00497450565850019
816,3,605,0.00495867768595041
1118,18,3682,0.0048886474741988
1288,9,1844,0.00488069414316703
1179,35,7172,0.00488008923591746
947,19,3898,0.00487429451000513
1037,3,616,0.00487012987012987
1110,10,2063,0.00484730974309258
397,12,2477,0.00484457004440856
338,3,620,0.00483870967741936
966,10,2067,0.00483792936623125
948,11,2275,0.00483516483516484
168,3,622,0.00482315112540193
150,10,2082,0.0048030739673391
1146,47,9838,0.00477739377922342
309,31,6494,0.00477363720357253
974,16,3353,0.00477184610796302
722,3,636,0.00471698113207547
797,26,5522,0.00470843897138718
1103,3,641,0.0046801872074883
999,10,2139,0.00467508181393174
1017,3,642,0.00467289719626168
1201,3,642,0.00467289719626168
313,28,6020,0.00465116279069767
117,3,646,0.00464396284829721
1159,7,1509,0.0046388336646786
801,10,2159,0.00463177396943029
473,3,648,0.00462962962962963
771,6,1297,0.0046260601387818
568,3,649,0.00462249614791988
1437,20,4341,0.0046072333563695
130,3,652,0.00460122699386503
1325,35,7639,0.00458175153815945
476,10,2206,0.00453309156844968
667,3,663,0.00452488687782805
1121,65,14390,0.00451702571230021
831,3,665,0.00451127819548872
376,12,2667,0.00449943757030371
565,7,1560,0.00448717948717949
492,3,669,0.00448430493273543
1436,12,2685,0.00446927374301676
143,3,677,0.00443131462333826
554,3,678,0.00442477876106195
840,6,1358,0.00441826215022091
763,9,2061,0.00436681222707424
183,3,691,0.00434153400868307
414,45,10400,0.00432692307692308
190,4,927,0.00431499460625674
742,92,21341,0.00431095075207347
696,6,1392,0.00431034482758621
1086,6,1396,0.00429799426934097
729,19,4440,0.00427927927927928
1361,42,9840,0.00426829268292683
1067,3,704,0.00426136363636364
743,20,4700,0.00425531914893617
1376,14,3299,0.00424371021521673
437,3,709,0.00423131170662906
1382,7,1658,0.00422195416164053
1337,34,8075,0.00421052631578947
218,3,713,0.00420757363253857
862,19,4516,0.00420726306465899
1300,3,714,0.00420168067226891
1301,15,3573,0.00419815281276238
1360,4,953,0.00419727177334732
1224,7,1668,0.00419664268585132
286,7,1673,0.00418410041841004
967,20,4797,0.00416927246195539
257,29,6960,0.00416666666666667
1122,69,16593,0.00415838003977581
1298,20,4837,0.00413479429398387
1350,7,1693,0.00413467217956291
1368,50,12096,0.00413359788359788
239,19,4613,0.00411879471060048
922,3,731,0.00410396716826265
429,54,13167,0.00410116199589884
761,15,3682,0.00407387289516567
462,8,1969,0.00406297613001524
1411,9,2217,0.0040595399188092
591,12,2965,0.00404721753794266
872,9,2227,0.00404131118096093
1246,15,3756,0.00399361022364217
778,23,5781,0.00397855042380211
547,13,3276,0.00396825396825397
649,4,1008,0.00396825396825397
978,3,756,0.00396825396825397
1180,5,1261,0.00396510705789056
712,6,1517,0.003955174686882
636,3,763,0.00393184796854522
1405,14,3567,0.00392486683487525
707,23,5863,0.00392290636193075
1234,6,1534,0.00391134289439374
86,6,1542,0.00389105058365759
454,3,772,0.0038860103626943
632,6,1545,0.00388349514563107
726,3,773,0.00388098318240621
198,3,776,0.0038659793814433
1444,7,1811,0.00386526780784097
1009,2,518,0.00386100386100386
502,3,783,0.00383141762452107
975,3,783,0.00383141762452107
629,3,785,0.00382165605095541
774,12,3141,0.00382043935052531
69,19,4979,0.00381602731472183
463,3,791,0.00379266750948167
1281,9,2374,0.0037910699241786
1049,5,1323,0.00377928949357521
348,6,1589,0.00377595972309629
191,3,795,0.00377358490566038
1393,3,795,0.00377358490566038
1120,5,1345,0.00371747211895911
165,6,1621,0.00370141887723627
839,19,5136,0.0036993769470405
1365,6,1636,0.00366748166259169
991,81,22091,0.00366665157756552
328,3,821,0.00365408038976857
475,9,2472,0.00364077669902913
916,6,1649,0.00363856882959369
9,58,15998,0.00362545318164771
1287,6,1665,0.0036036036036036
1261,3,837,0.003584229390681
614,3,842,0.00356294536817102
950,4,1126,0.00355239786856128
75,12,3393,0.00353669319186561
826,3,849,0.00353356890459364
11,45,12826,0.00350849836270076
961,4,1146,0.00349040139616056
47,9,2588,0.00347758887171561
727,1,288,0.00347222222222222
426,6,1729,0.00347021399652979
278,19,5479,0.00346778609235262
1380,29,8366,0.00346641166626823
275,11,3178,0.00346129641283826
514,4,1160,0.00344827586206897
1453,2,584,0.00342465753424658
123,10,2925,0.00341880341880342
327,3,881,0.00340522133938706
1106,6,1786,0.00335946248600224
1167,4,1201,0.00333055786844296
551,6,1805,0.00332409972299169
446,3,905,0.00331491712707182
1011,6,1813,0.00330943188086045
539,27,8162,0.00330801274197501
689,1,303,0.0033003300330033
597,3,912,0.00328947368421053
26,11,3345,0.00328849028400598
1306,23,7025,0.00327402135231317
1314,22,6723,0.00327234865387476
1283,6,1837,0.00326619488296135
311,72,22092,0.00325909831613254
481,2,615,0.0032520325203252
1094,6,1863,0.00322061191626409
1145,61,18989,0.003212386118279
1327,6,1869,0.00321027287319422
78,3,935,0.00320855614973262
856,6,1872,0.00320512820512821
349,52,16231,0.00320374591830448
750,24,7495,0.00320213475650434
1399,19,5937,0.00320026949637864
777,30,9435,0.00317965023847377
479,4,1261,0.00317208564631245
207,4,1262,0.00316957210776545
461,4,1262,0.00316957210776545
1138,4,1264,0.00316455696202532
522,3,954,0.00314465408805031
1251,5,1590,0.00314465408805031
217,10,3183,0.00314169022934339
1241,9,2869,0.00313698152666434
823,3,958,0.00313152400835073
1310,13,4180,0.00311004784688995
1038,3,965,0.00310880829015544
537,14,4508,0.0031055900621118
970,15,4850,0.00309278350515464
336,3,974,0.00308008213552361
583,14,4554,0.00307422046552481
499,6,1952,0.00307377049180328
408,30,9779,0.00306779834338889
34,3,987,0.00303951367781155
665,3,995,0.00301507537688442
1074,10,3319,0.00301295570955107
67,6,2008,0.00298804780876494
471,6,2014,0.00297914597815293
415,85,28564,0.0029757737011623
1348,20,6726,0.00297353553374963
715,61,20542,0.00296952584947912
134,3,1015,0.00295566502463054
989,3,1016,0.00295275590551181
897,1,340,0.00294117647058824
733,15,5118,0.00293083235638921
934,3,1024,0.0029296875
223,3,1028,0.00291828793774319
1141,13,4488,0.00289661319073084
469,3,1036,0.0028957528957529
210,3,1037,0.00289296046287367
899,3,1037,0.00289296046287367
812,9,3143,0.00286350620426344
393,3,1059,0.0028328611898017
1039,3,1061,0.00282752120640905
527,6,2138,0.00280636108512629
1252,15,5372,0.00279225614296351
1232,3,1077,0.00278551532033426
1033,4,1445,0.0027681660899654
656,18,6518,0.00276158330776312
1123,8,2907,0.00275197798417613
1055,2,730,0.00273972602739726
736,32,11737,0.00272642072079748
279,12,4409,0.00272170560217736
1355,1,368,0.00271739130434783
811,8,2957,0.00270544470747379
560,15,5596,0.00268048606147248
1243,9,3365,0.00267459138187221
213,4,1496,0.00267379679144385
1262,10,3750,0.00266666666666667
1335,6,2253,0.00266311584553928
542,6,2272,0.00264084507042254
1108,3,1145,0.00262008733624454
237,6,2302,0.00260642919200695
721,9,3456,0.00260416666666667
203,6,2316,0.00259067357512953
557,26,10044,0.00258861011549184
633,3,1159,0.00258843830888697
688,3,1169,0.00256629597946963
798,3,1170,0.00256410256410256
1322,7,2740,0.00255474452554745
246,13,5102,0.00254802038416307
1063,3,1184,0.00253378378378378
340,30,11989,0.00250229376928851
866,2,801,0.00249687890137328
15,32,12824,0.00249532127261385
1279,44,17817,0.00246955155188865
1304,2,818,0.00244498777506112
394,6,2463,0.00243605359317905
439,3,1237,0.00242522231204527
1111,3,1237,0.00242522231204527
451,3,1243,0.00241351568785197
979,20,8351,0.00239492276374087
1315,12,5011,0.0023947315905009
1058,6,2510,0.00239043824701195
470,3,1271,0.002360346184107
556,9,3820,0.00235602094240838
381,24,10200,0.00235294117647059
769,12,5104,0.00235109717868339
1206,3,1276,0.00235109717868339
7,22,9430,0.00233297985153765
409,41,17722,0.0023135086333371
355,38,16523,0.00229982448707862
1381,13,5685,0.00228671943711522
1129,6,2644,0.00226928895612708
701,3,1328,0.00225903614457831
230,3,1334,0.00224887556221889
848,12,5433,0.00220872446162341
1302,4,1812,0.0022075055187638
241,1,454,0.00220264317180617
517,5,2327,0.00214868929952729
931,12,5597,0.00214400571734858
1397,3,1420,0.00211267605633803
434,9,4264,0.00211069418386492
1429,9,4265,0.00211019929660023
1112,6,2845,0.00210896309314587
107,28,13422,0.00208612725376248
595,3,1451,0.00206753962784287
765,3,1464,0.00204918032786885
858,3,1483,0.00202292650033715
813,3,1491,0.00201207243460765
782,1,498,0.00200803212851406
187,3,1505,0.00199335548172757
1092,6,3020,0.00198675496688742
395,6,3041,0.00197303518579415
697,6,3041,0.00197303518579415
1268,3,1538,0.00195058517555267
417,9,4616,0.00194974003466205
40,15,7836,0.00191424196018377
1312,1,530,0.00188679245283019
1185,6,3248,0.00184729064039409
1083,8,4347,0.00184034966643662
639,1,548,0.00182481751824818
333,3,1646,0.00182260024301337
208,18,9932,0.0018123238018526
860,9,4980,0.00180722891566265
1188,3,1667,0.0017996400719856
521,4,2227,0.0017961383026493
608,27,15051,0.00179390073749253
764,3,1674,0.0017921146953405
766,1,566,0.00176678445229682
973,7,3964,0.00176589303733602
796,11,6230,0.00176565008025682
875,27,15386,0.00175484206421422
192,3,1713,0.00175131348511384
926,9,5146,0.00174893120870579
870,25,14314,0.00174654184714266
1378,3,1720,0.00174418604651163
389,3,1722,0.00174216027874564
1369,14,8361,0.0016744408563569
1366,12,7218,0.00166251039068994
716,4,2425,0.00164948453608247
857,3,1822,0.00164654226125137
563,25,15229,0.00164160483288463
861,3,1829,0.00164024056861673
1242,6,3673,0.00163354206370814
1363,9,5549,0.00162191385835286
1402,4,2490,0.00160642570281125
188,6,3743,0.00160299225220411
1093,3,1875,0.0016
1409,3,1917,0.00156494522691706
853,3,1933,0.00155199172271081
821,3,1943,0.00154400411734431
418,6,3928,0.00152749490835031
1391,3,1968,0.00152439024390244
216,3,2023,0.00148294611962432
466,10,6825,0.00146520146520147
448,3,2048,0.00146484375
611,2,1374,0.00145560407569141
266,31,21619,0.00143392386326842
41,14,9875,0.00141772151898734
601,2,1423,0.00140548137737175
70,11,7849,0.0014014524143203
969,9,6458,0.00139362031588727
1056,3,2194,0.00136736554238833
410,12,8795,0.00136441159749858
478,3,2241,0.00133868808567604
1197,3,2269,0.00132216835610401
1294,3,2323,0.0012914334911752
1250,9,7157,0.00125751012994271
1344,3,2401,0.00124947938359017
1219,1,801,0.00124843945068664
677,6,5039,0.00119071244294503
1297,3,2620,0.00114503816793893
1284,6,5294,0.0011333585190782
403,12,10709,0.00112055280605099
676,3,2695,0.00111317254174397
101,3,2783,0.00107797340998922
284,9,8704,0.00103400735294118
534,9,9017,0.000998114672285683
1189,6,6065,0.000989282769991756
334,1,1013,0.000987166831194472
1175,21,21440,0.000979477611940298
724,7,7461,0.000938212035920118
1280,6,6470,0.000927357032457496
609,3,3293,0.000911023382933495
1003,3,3378,0.00088809946714032
518,3,3421,0.000876936568254896
194,3,3423,0.000876424189307625
412,18,20973,0.000858246316692891
546,9,10894,0.000826142830916101
533,3,3677,0.00081588251291814
1264,1,1237,0.000808407437348424
977,3,3932,0.000762970498474059
1095,3,4007,0.000748689792862491
1305,2,2793,0.000716075904045829
653,1,1477,0.000677048070412999
706,9,13477,0.00066780440750909
661,7,11177,0.000626286123288897
1359,3,5108,0.000587314017227878
1212,1,1821,0.000549148819330038
607,3,5476,0.000547845142439737
531,6,11584,0.000517955801104972
1265,3,6006,0.0004995004995005
911,6,12060,0.000497512437810945
199,2,4083,0.000489835904971834
1124,3,6138,0.000488758553274682
90,15,31163,0.000481340050701152
566,1,2078,0.000481231953801732
64,1,3327,0.000300571085061617
1373,1,4439,0.000225275963054742
404,3,15258,0.000196618167518679
1019,3,21114,0.00014208581983518
53,0,2686,0
56,0,2513,0
60,0,260,0
77,0,1670,0
125,0,264,0
126,0,147,0
136,0,644,0
138,0,1298,0
139,0,647,0
140,0,163,0
151,0,79,0
152,0,270,0
154,0,292,0
155,0,153,0
156,0,22,0
157,0,72,0
160,0,222,0
162,0,445,0
163,0,124,0
167,0,261,0
186,0,1302,0
193,0,2460,0
195,0,434,0
196,0,224,0
219,0,449,0
222,0,803,0
228,0,47,0
236,0,861,0
263,0,167,0
268,0,1058,0
274,0,1513,0
276,0,185,0
277,0,913,0
317,0,1091,0
318,0,512,0
324,0,716,0
325,0,352,0
326,0,859,0
330,0,599,0
352,0,67,0
353,0,117,0
363,0,742,0
364,0,434,0
375,0,115,0
380,0,403,0
382,0,380,0
392,0,239,0
400,0,305,0
405,0,3771,0
419,0,374,0
420,0,810,0
425,0,368,0
433,0,2497,0
436,0,1102,0
440,0,769,0
449,0,2076,0
458,0,274,0
468,0,1936,0
474,0,378,0
513,0,223,0
516,0,323,0
523,0,1604,0
524,0,247,0
532,0,746,0
550,0,573,0
552,0,117,0
553,0,326,0
569,0,252,0
571,0,156,0
572,0,498,0
573,0,248,0
574,0,353,0
575,0,616,0
577,0,323,0
578,0,997,0
579,0,1787,0
580,0,865,0
587,0,282,0
588,0,369,0
589,0,507,0
590,0,452,0
592,0,385,0
594,0,339,0
600,0,228,0
610,0,320,0
616,0,393,0
618,0,116,0
620,0,1090,0
623,0,161,0
624,0,98,0
625,0,801,0
627,0,710,0
631,0,651,0
638,0,404,0
640,0,419,0
643,0,122,0
651,0,1290,0
657,0,201,0
658,0,239,0
662,0,294,0
663,0,276,0
666,0,487,0
673,0,500,0
675,0,1201,0
678,0,212,0
680,0,1147,0
681,0,1040,0
683,0,509,0
687,0,4252,0
691,0,263,0
693,0,572,0
703,0,249,0
705,0,1242,0
710,0,978,0
714,0,265,0
741,0,685,0
745,0,336,0
748,0,284,0
772,0,483,0
779,0,846,0
780,0,752,0
781,0,357,0
783,0,78,0
784,0,1035,0
785,0,460,0
786,0,213,0
791,0,413,0
792,0,57,0
793,0,605,0
800,0,1612,0
802,0,624,0
809,0,2296,0
814,0,192,0
815,0,273,0
819,0,566,0
824,0,1523,0
829,0,1402,0
830,0,556,0
832,0,667,0
833,0,160,0
835,0,816,0
836,0,385,0
838,0,1039,0
842,0,467,0
847,0,1336,0
850,0,320,0
854,0,345,0
865,0,480,0
867,0,324,0
869,0,991,0
874,0,1977,0
876,0,55,0
877,0,197,0
878,0,852,0
879,0,396,0
884,0,539,0
887,0,354,0
888,0,248,0
889,0,173,0
890,0,225,0
891,0,285,0
892,0,1133,0
898,0,471,0
901,0,275,0
902,0,167,0
903,0,255,0
905,0,478,0
924,0,610,0
927,0,1336,0
930,0,584,0
932,0,61,0
933,0,519,0
935,0,105,0
957,0,777,0
972,0,2620,0
976,0,1817,0
980,0,286,0
982,0,414,0
984,0,620,0
990,0,374,0
994,0,76,0
996,0,1064,0
997,0,377,0
1022,0,387,0
1035,0,516,0
1040,0,355,0
1042,0,262,0
1046,0,105,0
1048,0,335,0
1051,0,1844,0
1052,0,58,0
1054,0,349,0
1057,0,5262,0
1061,0,1222,0
1064,0,275,0
1066,0,4114,0
1069,0,7046,0
1070,0,316,0
1073,0,504,0
1077,0,561,0
1082,0,1082,0
1085,0,494,0
1089,0,1520,0
1091,0,4565,0
1102,0,91,0
1105,0,36,0
1115,0,327,0
1174,0,572,0
1190,0,287,0
1192,0,154,0
1194,0,645,0
1196,0,298,0
1198,0,2116,0
1202,0,501,0
1203,0,2132,0
1207,0,183,0
1209,0,274,0
1210,0,413,0
1213,0,813,0
1215,0,817,0
1216,0,261,0
1221,0,378,0
1222,0,173,0
1223,0,1458,0
1227,0,228,0
1231,0,737,0
1236,0,311,0
1239,0,137,0
1244,0,477,0
1253,0,87,0
1254,0,198,0
1260,0,320,0
1269,0,2580,0
1272,0,1437,0
1276,0,271,0
1277,0,219,0
1291,0,2430,0
1296,0,732,0
1330,0,554,0
1333,0,157,0
1341,0,281,0
1343,0,342,0
1352,0,234,0
1372,0,299,0
1413,0,3279,0
1417,0,196,0
