TAZ1454,TOTEMP,RETEMPN,FPSEMPN,HEREMPN,AGREMPN,MWTEMPN,OTHEMPN
1,19842,414,15532,1684,4,665,1543
2,29888,266,20168,3179,13,1444,4818
3,2166,10,1321,425,0,5,405
4,24263,404,15988,3079,0,570,4222
5,14992,2529,6594,3605,0,702,1562
6,3005,58,494,2322,0,41,90
7,5053,942,1333,2679,0,14,85
8,4721,111,935,2820,0,33,822
9,7312,122,942,4022,0,3,2223
10,31281,181,5099,13362,0,909,11730
11,12353,2150,3828,3849,2,214,2310
12,17732,1379,10123,4035,0,726,1469
13,19107,105,14845,1131,1,485,2540
14,33397,76,22491,453,0,7303,3074
15,17375,435,9357,829,0,3639,3115
16,30066,373,17849,1655,7,1342,8840
17,16180,284,6485,886,0,2249,6276
18,9296,376,3442,2211,0,464,2803
19,13903,1045,5450,4069,0,447,2892
20,6477,450,2513,1457,0,597,1460
21,15370,317,8517,2418,11,2282,1825
22,17099,304,11114,2372,11,205,3093
23,9263,139,5766,918,0,547,1893
24,17422,481,8696,2410,2,347,5486
25,1931,178,245,1452,0,28,28
26,5019,53,2665,1089,0,127,1085
27,1659,97,73,1483,0,6,0
28,717,15,172,471,0,31,28
29,1527,12,653,829,0,24,9
30,1242,115,220,832,0,6,69
31,2270,15,480,1748,0,13,14
32,2637,333,219,2017,0,9,59
33,1489,98,371,908,0,55,57
34,1317,255,225,780,0,26,31
35,564,23,236,292,3,6,4
36,2353,262,236,1764,6,32,53
37,2688,97,759,1519,0,121,192
38,1433,169,506,460,0,141,157
39,534,21,108,367,1,8,29
40,2310,204,846,771,4,443,42
41,5848,890,2783,1911,0,210,54
42,565,18,54,354,1,30,108
43,1772,288,315,1015,0,118,36
44,1378,69,375,796,0,16,122
45,2896,226,650,1554,2,168,296
46,2031,24,625,1314,0,24,44
47,2973,133,755,1972,0,20,93
48,984,70,162,639,0,93,20
49,1138,1,171,941,0,4,21
50,2256,406,289,1331,1,16,213
51,500,96,65,278,0,35,26
52,6161,313,1785,2242,20,341,1460
53,1206,8,24,1010,0,0,164
54,830,183,55,504,0,41,47
55,318,35,33,216,0,11,23
56,3762,21,190,3549,0,0,2
57,291,1,35,230,0,9,16
58,866,50,74,683,0,29,30
59,1103,25,103,826,0,58,91
60,670,9,21,619,0,0,21
61,1152,24,717,392,0,0,19
62,1426,150,174,992,0,44,66
63,756,81,152,401,0,5,117
64,712,138,77,448,0,3,46
65,1611,223,296,925,2,25,140
66,1582,279,177,1001,0,36,89
67,852,54,73,661,0,9,55
68,941,31,286,574,0,0,50
69,10116,294,215,9526,0,28,53
70,2193,451,532,1038,0,23,149
71,2473,121,449,1827,7,31,38
72,1334,67,204,1041,0,11,11
73,1424,235,123,986,0,24,56
74,3184,198,523,2413,0,19,31
75,5199,482,821,3841,0,8,47
76,3269,55,379,907,0,13,1915
77,1554,162,109,1221,0,28,34
78,1349,2,102,1228,0,14,3
79,10153,158,485,5171,0,249,4090
80,607,13,187,367,0,21,19
81,17434,60,491,16758,0,27,98
82,1425,333,417,590,0,16,69
83,593,12,446,120,0,2,13
84,1708,27,249,1341,0,26,65
85,1248,166,188,643,0,53,198
86,1042,41,69,890,0,9,33
87,1829,22,119,1664,0,6,18
88,1647,543,189,701,19,28,167
89,1265,89,183,837,0,49,107
90,19757,53,159,19509,0,1,35
91,489,9,82,334,1,4,59
92,172,6,23,122,0,1,20
93,380,5,105,179,0,41,50
94,891,150,180,514,0,16,31
95,663,6,251,339,0,9,58
96,299,6,123,140,0,5,25
97,1343,84,107,1007,0,115,30
98,880,211,224,399,0,15,31
99,780,17,137,404,0,199,23
100,2125,211,620,1104,0,58,132
101,3272,425,589,1925,4,106,223
102,1689,189,112,1079,0,151,158
103,1020,104,261,602,0,37,16
104,1764,365,425,863,0,7,104
105,1680,133,152,1309,1,24,61
106,4373,389,924,2403,0,77,580
107,32589,1263,2684,4257,0,12997,11388
108,4863,218,1203,2584,0,442,416
109,6633,124,2871,944,0,429,2265
110,7437,149,3769,2040,0,1379,100
111,7329,373,2031,2113,0,1479,1333
112,922,37,289,267,0,251,78
113,1224,18,309,542,0,119,236
114,1321,379,307,462,0,61,112
115,595,10,225,339,0,15,6
116,5650,736,2303,1244,0,435,932
117,948,30,404,447,0,34,33
118,491,44,55,364,0,4,24
119,408,77,24,276,0,6,25
120,725,56,124,364,0,14,167
121,548,97,166,172,0,63,50
122,1131,65,416,430,0,115,105
123,1933,236,249,1265,0,93,90
124,330,104,22,172,0,3,29
125,224,5,23,179,0,1,16
126,286,0,45,201,0,7,33
127,697,93,74,477,0,2,51
128,735,42,269,365,0,9,50
129,284,0,87,143,0,7,47
130,938,201,253,436,6,17,25
131,415,4,82,184,0,86,59
132,660,210,88,303,0,40,19
133,2613,78,159,2203,0,25,148
134,911,30,122,590,0,69,100
135,622,79,56,432,0,11,44
136,1001,0,57,895,0,2,47
137,443,47,33,302,0,1,60
138,2668,226,156,1087,0,30,1169
139,1002,67,130,574,15,74,142
140,323,37,0,222,0,46,18
141,316,15,46,204,0,9,42
142,10054,861,1794,1159,0,2877,3363
143,931,36,75,574,0,74,172
144,739,0,187,529,0,7,16
145,843,0,77,531,0,29,206
146,196,0,128,35,0,33,0
147,1916,34,219,424,2,571,666
148,2348,337,141,393,6,483,988
149,1080,6,533,304,0,43,194
150,2300,206,433,734,2,158,767
151,148,19,3,113,0,9,4
152,932,5,565,326,0,4,32
153,249,1,12,184,0,27,25
154,640,118,87,396,0,28,11
155,387,4,25,314,0,1,43
156,191,2,5,173,0,0,11
157,198,4,0,182,0,9,3
158,350,0,17,331,0,0,2
159,366,29,12,278,0,2,45
160,286,1,52,217,0,4,12
161,409,15,42,320,0,4,28
162,549,60,61,360,0,15,53
163,474,14,20,393,0,8,39
164,3717,111,3057,448,0,35,66
165,1233,189,52,919,0,4,69
166,1036,12,30,882,0,9,103
167,505,14,26,377,0,4,84
168,634,25,35,479,0,12,83
169,1145,25,164,793,0,31,132
170,2079,118,384,1389,0,38,150
171,572,116,57,287,39,43,30
172,587,128,53,289,3,25,89
173,271,33,89,114,0,5,30
174,461,1,62,302,0,10,86
175,1347,81,240,957,0,36,33
176,506,72,79,309,0,12,34
177,1593,188,278,1022,0,39,66
178,542,7,112,372,0,5,46
179,665,6,50,502,0,14,93
180,507,61,22,381,0,13,30
181,855,76,86,545,6,39,103
182,533,37,27,339,0,21,109
183,1513,113,43,1284,0,25,48
184,920,144,145,539,0,23,69
185,2156,116,284,1638,0,29,89
186,1651,70,210,1219,2,29,121
187,1116,223,557,225,35,10,66
188,6351,726,121,5487,0,2,15
189,797,6,258,526,0,5,2
190,899,6,26,813,0,38,16
191,484,24,113,300,0,2,45
192,1554,705,200,634,0,1,14
193,2427,103,308,1438,0,124,454
194,2386,74,67,2150,0,21,74
195,274,0,32,203,0,7,32
196,280,0,46,221,0,1,12
197,476,164,58,246,0,1,7
198,1098,13,26,1034,0,25,0
199,1896,1124,148,600,0,2,22
200,4597,2543,255,1592,44,92,71
201,1244,260,109,603,2,143,127
202,516,8,25,419,0,17,47
203,2592,226,513,1002,0,78,773
204,698,139,96,393,0,9,61
205,296,2,52,219,0,6,17
206,149,4,39,82,0,3,21
207,878,47,43,341,0,424,23
208,8012,334,3173,753,37,2959,756
209,472,1,58,323,0,24,66
210,656,73,122,208,0,135,118
211,1672,166,465,713,96,94,138
212,44274,1173,13665,4642,234,21759,2801
213,1360,128,118,956,0,24,134
214,942,81,92,453,0,8,308
215,575,97,119,346,0,8,5
216,4311,106,24,4125,0,15,41
217,529,60,144,272,0,4,49
218,1995,259,303,1310,0,37,86
219,352,86,3,236,0,1,26
220,334,11,16,279,0,2,26
221,324,87,42,171,0,6,18
222,782,138,52,497,0,64,31
223,1160,110,174,529,0,41,306
224,336,11,18,207,0,2,98
225,960,144,121,571,0,28,96
226,871,223,123,428,6,4,87
227,392,2,57,203,6,43,81
228,15,0,0,15,0,0,0
229,808,15,32,745,0,4,12
230,1531,420,67,877,0,152,15
231,255,4,38,168,0,35,10
232,366,5,73,270,0,2,16
233,516,99,67,267,0,12,71
234,6866,1355,1473,1074,0,329,2635
235,853,10,18,480,0,42,303
236,1136,100,419,514,0,33,70
237,1630,166,162,1226,0,33,43
238,1181,31,86,362,0,619,83
239,10052,150,724,836,0,8281,61
240,2779,292,398,1794,0,187,108
241,466,0,58,316,0,9,83
242,255,2,25,205,0,6,17
243,159,0,63,74,0,6,16
244,992,214,131,451,0,38,158
245,354,1,21,300,0,1,31
246,4888,178,869,3715,0,47,79
247,289,3,21,142,0,5,118
248,16770,315,9367,3009,0,3016,1063
249,4735,242,1710,892,2,1186,703
250,692,88,83,382,0,21,118
251,4407,894,1242,1441,0,123,707
252,1595,2,444,877,9,83,180
253,223,43,56,65,0,32,27
254,630,1,160,414,5,6,44
255,561,6,135,383,0,16,21
256,2187,21,1284,814,0,9,59
257,7490,620,2191,3474,0,189,1016
258,1030,10,163,749,0,17,91
259,1602,117,108,1153,0,127,97
260,1470,164,413,539,0,175,179
261,502,20,59,340,0,17,66
262,754,63,155,456,0,17,63
263,317,2,8,197,0,63,47
264,993,85,487,327,0,37,57
265,8602,774,4491,704,0,344,2289
266,18323,671,11288,1876,0,2407,2081
267,510,4,55,419,0,8,24
268,443,0,23,375,0,37,8
269,571,67,147,322,0,24,11
270,80,0,26,40,0,4,10
271,589,62,126,175,0,214,12
272,160,7,33,113,0,2,5
273,132,6,49,42,0,7,28
274,2020,72,1386,243,0,18,301
275,1902,207,756,449,0,149,341
276,358,24,54,204,0,60,16
277,685,24,69,499,0,40,53
278,6736,608,2697,1145,0,131,2155
279,7155,557,3952,1247,6,308,1085
280,2992,389,1353,1016,0,49,185
281,2443,186,605,1132,0,117,403
282,4808,27,3895,606,10,93,177
283,351,22,3,298,0,16,12
284,3896,1149,558,2099,0,22,68
285,426,7,12,389,0,6,12
286,1516,240,175,926,0,61,114
287,1219,37,393,587,0,18,184
288,1353,101,114,1071,0,29,38
289,413,56,82,245,0,17,13
290,112,0,28,38,0,11,35
291,2258,120,301,1160,0,398,279
292,293,19,58,190,0,0,26
293,649,35,125,217,29,168,75
294,1268,96,106,822,5,70,169
295,1114,247,98,355,79,215,120
296,3526,306,666,1965,196,144,249
297,1117,48,87,402,435,52,93
298,1832,86,428,1067,117,81,53
299,1243,165,249,609,14,7,199
300,1075,18,127,805,0,79,46
301,637,69,135,350,0,4,79
302,321,4,152,92,2,20,51
303,702,3,112,522,0,8,57
304,1213,0,71,1067,7,19,49
305,130,0,18,108,0,0,4
306,195,2,60,101,0,4,28
307,619,4,214,331,0,49,21
308,405,0,57,190,4,54,100
309,4208,445,1349,2089,2,137,186
310,12211,1267,4699,2117,0,1938,2190
311,15824,169,6238,2795,0,2158,4464
312,639,4,183,147,0,146,159
313,9560,507,3196,2319,9,901,2628
314,6891,225,1006,3962,0,911,787
315,23037,1114,3826,5693,0,393,12011
316,288,36,97,84,0,20,51
317,1996,155,289,1328,0,157,67
318,546,9,141,310,0,0,86
319,335,6,87,182,0,1,59
320,558,1,51,403,0,21,82
321,901,158,247,432,0,11,53
322,706,45,257,313,0,67,24
323,1443,428,178,532,0,231,74
324,745,184,99,387,0,0,75
325,551,275,87,118,0,3,68
326,1520,624,183,391,0,114,208
327,841,155,153,440,0,69,24
328,500,29,207,181,0,38,45
329,2963,157,1144,615,0,415,632
330,536,34,101,240,0,26,135
331,38531,95,3857,772,17,2626,31164
332,6281,43,3030,1929,18,602,659
333,1527,547,99,810,0,11,60
334,868,78,240,397,0,30,123
335,2044,340,1447,214,5,22,16
336,633,174,263,165,0,19,12
337,1517,2,45,1310,0,3,157
338,127,0,57,50,0,0,20
339,862,0,59,743,0,0,60
340,4730,37,2052,893,5,195,1548
341,5134,713,1474,2429,0,43,475
342,1729,1,145,1521,7,15,40
343,662,3,112,530,0,0,17
344,244,2,32,153,0,34,23
345,884,27,465,365,0,3,24
346,7008,119,4718,805,3,808,555
347,2629,16,395,1837,127,178,76
348,11057,0,4377,202,0,256,6222
349,15171,31,6321,4638,0,3369,812
350,931,101,674,145,0,4,7
351,5349,223,2078,2485,3,109,451
352,162,0,0,83,1,0,78
353,274,55,39,157,0,5,18
354,19110,21,387,18701,0,1,0
355,27945,1513,434,25889,1,68,40
356,23021,830,7836,4134,0,435,9786
357,710,10,225,363,0,38,74
358,1003,16,411,464,0,33,79
359,702,2,258,319,0,51,72
360,595,26,258,289,2,4,16
361,837,148,169,374,0,43,103
362,3603,60,674,734,0,2046,89
363,732,83,45,586,0,2,16
364,432,76,46,310,0,0,0
365,831,62,253,337,0,26,153
366,4487,185,1097,1036,0,1676,493
367,4718,100,3361,1084,0,86,87
368,583,0,182,357,3,27,14
369,1106,8,309,687,0,40,62
370,3523,306,1491,1220,0,76,430
371,2238,276,483,1294,2,17,166
372,2775,873,438,1188,0,22,254
373,3693,204,2161,504,0,32,792
374,4663,694,1437,832,0,881,819
375,465,5,113,338,0,0,9
376,2803,111,1120,670,15,744,143
377,3137,38,699,219,0,289,1892
378,8320,117,4865,1919,0,56,1363
379,876,8,82,475,8,12,291
380,293,41,28,201,0,16,7
381,1545,233,215,603,0,126,368
382,383,18,100,259,0,5,1
383,4646,94,157,4172,0,92,131
384,796,39,156,573,0,10,18
385,198,0,107,62,0,15,14
386,227,23,47,121,0,27,9
387,741,182,82,337,0,54,86
388,2051,17,191,1701,0,56,86
389,1758,358,184,1104,0,69,43
390,560,36,152,240,0,93,39
391,2898,475,428,1958,0,5,32
392,390,34,58,294,0,0,4
393,985,58,41,434,0,382,70
394,1022,23,161,582,0,35,221
395,7654,17,4965,839,0,960,873
396,3030,2,1416,397,0,905,310
397,3106,71,1600,224,0,485,726
398,1517,271,491,226,0,190,339
399,10172,229,6145,186,0,1060,2552
400,412,2,72,295,0,26,17
401,43363,288,6629,3161,2,3975,29308
402,7480,0,1168,189,0,4872,1251
403,32934,60,8925,448,1,5861,17639
404,6820,17,992,421,0,2321,3069
405,4402,660,1815,590,0,1114,223
406,13228,121,4100,880,0,6977,1150
407,11945,619,2461,1157,0,5086,2622
408,17676,216,12917,453,0,3043,1047
409,17795,44,7972,1761,0,7248,770
410,8500,10,4437,306,0,3318,429
411,701,0,3,0,0,698,0
412,21449,252,4069,1143,0,15824,161
413,2566,191,160,511,0,1678,26
414,10067,204,2272,1071,1,4413,2106
415,16471,233,8970,2548,1,3187,1532
416,4189,21,2956,329,0,407,476
417,5991,10,1744,65,0,3812,360
418,3687,95,790,367,0,2096,339
419,293,3,45,226,0,10,9
420,219,31,7,177,0,2,2
421,626,185,135,186,0,92,28
422,1675,13,265,274,0,223,900
423,338,58,21,221,1,33,4
424,660,58,128,434,0,24,16
425,646,75,34,184,0,4,349
426,1714,247,99,183,0,1183,2
427,13789,271,8398,1200,0,3070,850
428,10814,562,6446,1352,0,1776,678
429,10960,13,3078,449,0,7272,148
430,22019,288,10885,777,0,8685,1384
431,4604,105,1369,280,0,1659,1191
432,11814,463,4507,807,0,3610,2427
433,3011,72,755,800,0,400,984
434,4817,729,319,810,0,2323,636
435,17696,225,9450,2317,0,2809,2895
436,2065,345,494,1077,0,112,37
437,443,131,38,247,0,13,14
438,605,33,49,491,0,7,25
439,959,266,97,542,32,11,11
440,853,33,70,710,0,23,17
441,882,116,145,568,0,5,48
442,492,52,29,386,0,10,15
443,253,25,22,158,0,1,47
444,1014,48,167,623,0,110,66
445,699,102,110,467,0,7,13
446,366,76,83,168,0,32,7
447,564,73,149,317,0,11,14
448,1638,432,393,798,0,4,11
449,1656,371,160,1087,0,25,13
450,4762,408,2134,1601,0,391,228
451,1295,292,96,832,4,13,58
452,1270,2,26,1207,0,27,8
453,1711,300,191,985,0,210,25
454,1190,10,90,983,0,65,42
455,797,132,40,598,0,12,15
456,676,18,253,353,0,36,16
457,266,0,85,158,0,3,20
458,323,19,67,230,0,1,6
459,1045,138,131,727,0,7,42
460,46486,168,230,6331,3,39598,156
461,420,5,146,208,0,10,51
462,1559,368,221,921,0,8,41
463,311,20,112,87,0,21,71
464,352,7,115,210,0,15,5
465,2308,718,257,1230,0,70,33
466,4708,3223,180,1101,0,175,29
467,6529,676,2415,1975,1,105,1357
468,1221,134,192,773,0,32,90
469,1110,88,343,627,2,10,40
470,992,86,156,537,0,144,69
471,1769,478,160,1018,2,52,59
472,1608,28,515,841,0,107,117
473,675,39,102,482,0,40,12
474,292,12,21,229,0,3,27
475,1873,763,206,757,0,103,44
476,2323,344,289,1594,0,29,67
477,983,100,53,775,1,8,46
478,2533,1095,766,559,0,69,44
479,1901,11,772,1023,0,56,39
480,341,12,40,279,0,8,2
481,462,77,72,291,0,4,18
482,230,12,61,128,0,8,21
483,1350,175,564,499,0,17,95
484,3473,216,1473,1185,0,279,320
485,2765,438,851,1279,0,139,58
486,1533,568,448,442,0,66,9
487,845,79,123,598,0,18,27
488,1031,8,197,641,0,147,38
489,456,9,75,360,0,2,10
490,3032,342,275,1815,0,460,140
491,573,287,64,214,0,3,5
492,874,198,316,269,0,22,69
493,691,3,261,390,0,5,32
494,1043,80,318,579,0,34,32
495,542,5,110,298,18,68,43
496,1155,20,261,763,0,29,82
497,2174,13,184,1784,39,50,104
498,1261,167,249,762,0,19,64
499,1765,390,319,976,0,25,55
500,235,0,16,178,0,4,37
501,209,35,6,135,0,3,30
502,894,308,66,501,0,6,13
503,2123,182,150,1666,3,92,30
504,9183,681,1713,2599,0,1739,2451
505,312,26,16,218,0,5,47
506,2167,42,244,1400,0,443,38
507,692,85,131,373,2,23,78
508,5874,4,3475,512,0,1077,806
509,2192,212,876,641,0,152,311
510,308,0,48,200,5,37,18
511,5111,378,869,2889,8,247,720
512,327,1,77,157,1,35,56
513,344,10,53,264,4,3,10
514,1436,237,203,874,2,24,96
515,553,33,66,384,0,8,62
516,227,1,37,174,0,4,11
517,1209,166,48,805,0,35,155
518,3559,611,475,2276,0,78,119
519,8224,55,476,5598,0,1982,113
520,1083,81,240,663,0,39,60
521,3008,311,429,1670,0,118,480
522,1004,86,182,498,0,4,234
523,1479,730,157,533,0,6,53
524,264,8,153,51,0,17,35
525,730,25,106,533,0,40,26
526,836,42,107,621,8,15,43
527,1439,141,432,744,0,25,97
528,1678,100,417,944,20,37,160
529,1094,288,133,525,1,42,105
530,8902,1024,3628,2493,0,457,1300
531,5309,3222,934,1089,0,29,35
532,958,121,93,718,0,4,22
533,8390,57,519,7750,0,29,35
534,1364,66,340,496,0,399,63
535,1389,207,233,895,0,41,13
536,719,149,62,434,0,23,51
537,3932,318,793,1458,11,969,383
538,726,44,333,266,49,5,29
539,4918,647,1031,1681,0,563,996
540,4123,248,1240,2234,49,227,125
541,1963,174,196,1522,0,27,44
542,2666,3,675,1370,0,73,545
543,4621,122,541,3100,0,85,773
544,694,80,138,403,0,40,33
545,1517,28,387,1047,0,19,36
546,30775,41,2329,13363,0,475,14567
547,6915,203,2928,778,0,583,2423
548,902,74,123,637,0,49,19
549,3213,99,1788,976,1,44,305
550,688,24,196,425,0,2,41
551,1376,98,135,655,0,307,181
552,304,1,32,139,0,0,132
553,303,29,17,200,0,27,30
554,593,66,113,377,0,1,36
555,957,29,168,670,0,59,31
556,198,0,1,197,0,0,0
557,9910,121,660,5804,0,95,3230
558,23774,156,13325,2381,16,273,7623
559,630,31,128,423,0,15,33
560,2684,12,1810,690,0,120,52
561,1030,79,65,510,11,292,73
562,419,56,14,254,0,12,83
563,16805,1761,2241,3279,7,5488,4029
564,1759,658,179,848,0,19,55
565,1485,4,678,437,0,197,169
566,1123,92,73,478,0,102,378
567,1927,269,181,744,0,478,255
568,750,72,42,465,0,81,90
569,214,2,12,183,0,10,7
570,502,132,90,270,0,0,10
571,205,2,5,149,1,2,46
572,691,0,19,649,0,13,10
573,304,53,2,216,0,16,17
574,490,24,43,391,0,4,28
575,900,97,36,654,0,51,62
576,542,33,65,297,0,49,98
577,424,7,14,395,0,2,6
578,680,106,84,462,0,15,13
579,2431,647,40,976,0,256,512
580,591,33,31,271,0,121,135
581,427,90,15,297,0,1,24
582,2218,415,147,1569,0,45,42
583,3286,1278,291,1638,0,30,49
584,609,61,46,463,0,21,18
585,572,96,67,366,0,7,36
586,808,250,39,456,0,15,48
587,436,0,14,422,0,0,0
588,407,33,28,317,0,5,24
589,556,53,26,385,0,45,47
590,606,258,33,257,0,49,9
591,897,68,75,651,0,24,79
592,516,53,26,294,11,86,46
593,3146,166,147,278,0,1183,1372
594,555,14,75,347,0,18,101
595,3734,85,110,3529,0,0,10
596,770,129,27,592,0,16,6
597,1018,5,112,557,0,298,46
598,825,65,251,424,2,45,38
599,188,0,17,154,0,7,10
600,277,9,22,239,0,1,6
601,1653,55,857,634,0,38,69
602,4402,287,1105,386,0,923,1701
603,4860,505,1024,968,5,1325,1033
604,6652,153,587,2086,0,3068,758
605,13045,776,1781,1788,0,7549,1151
606,2414,19,588,897,9,794,107
607,5161,2250,331,1658,0,124,798
608,9524,418,1997,1305,0,4347,1457
609,1918,173,331,641,0,133,640
610,501,33,48,269,0,99,52
611,1433,101,145,1058,0,61,68
612,1934,68,450,680,0,712,24
613,606,132,21,390,0,62,1
614,571,21,43,496,0,3,8
615,402,9,72,291,0,11,19
616,735,6,7,714,0,7,1
617,480,75,23,365,0,11,6
618,115,3,15,79,0,11,7
619,359,0,36,318,0,2,3
620,1132,109,100,749,0,55,119
621,748,232,25,465,4,14,8
622,370,10,2,343,0,5,10
623,285,3,19,215,0,14,34
624,109,0,14,95,0,0,0
625,821,107,50,651,0,1,12
626,415,6,37,363,0,7,2
627,893,198,116,510,0,6,63
628,775,27,118,522,61,26,21
629,445,3,44,327,0,8,63
630,910,129,83,664,0,12,22
631,1029,10,9,993,0,4,13
632,1580,686,73,779,0,24,18
633,1534,52,108,1239,0,65,70
634,1651,365,55,527,0,51,653
635,526,13,65,350,0,34,64
636,760,212,66,434,0,5,43
637,451,3,148,125,8,32,135
638,341,32,18,263,0,3,25
639,498,174,9,251,0,2,62
640,337,8,13,280,0,2,34
641,309,10,3,277,0,0,19
642,246,0,38,162,0,0,46
643,363,4,10,319,0,2,28
644,863,196,55,554,0,45,13
645,1096,6,151,907,0,8,24
646,277,1,9,265,0,0,2
647,174,1,57,95,5,0,16
648,349,14,57,266,0,6,6
649,707,188,20,427,0,23,49
650,788,79,70,611,0,17,11
651,1082,52,21,945,0,32,32
652,688,64,80,434,0,24,86
653,1880,132,118,1549,3,39,39
654,507,3,82,357,0,0,65
655,1056,2,344,603,0,47,60
656,7029,113,1878,1178,0,2921,939
657,669,108,152,368,0,18,23
658,179,0,48,99,0,6,26
659,715,36,295,335,0,41,8
660,6005,387,1604,1617,0,1843,554
661,9932,644,705,6381,0,2135,67
662,231,2,31,161,0,0,37
663,281,6,13,231,0,3,28
664,424,12,38,319,0,16,39
665,876,74,229,545,0,3,25
666,382,13,100,203,0,17,49
667,556,70,68,397,0,7,14
668,399,7,30,200,0,146,16
669,637,48,28,482,0,23,56
670,833,26,36,697,0,14,60
671,909,170,321,384,0,6,28
672,392,20,106,223,0,29,14
673,572,48,40,455,0,10,19
674,1036,181,143,645,0,15,52
675,987,123,270,491,0,76,27
676,3575,417,328,1230,0,1391,209
677,3071,1146,283,1544,0,35,63
678,363,6,87,241,0,12,17
679,1241,465,42,649,0,70,15
680,1566,857,169,425,0,6,109
681,1091,172,184,656,0,25,54
682,1014,68,191,718,0,4,33
683,402,178,28,181,0,2,13
684,921,208,63,606,0,21,23
685,454,24,85,289,0,21,35
686,966,138,412,401,0,3,12
687,3132,2058,158,842,0,53,21
688,2616,146,49,2378,0,21,22
689,387,83,96,175,0,5,28
690,950,163,136,546,0,20,85
691,343,41,24,242,0,6,30
692,934,235,204,367,0,23,105
693,437,24,19,385,0,5,4
694,240,3,71,161,0,3,2
695,398,0,130,198,0,2,68
696,1402,21,133,346,41,776,85
697,2910,46,2174,168,248,180,94
698,1532,442,119,737,75,62,97
699,626,63,153,102,224,53,31
700,12338,1064,1623,2337,101,6070,1143
701,1421,218,188,575,1,201,238
702,3177,235,643,1706,2,121,470
703,462,16,120,214,10,16,86
704,366,5,58,64,38,115,86
705,2024,68,120,1449,85,154,148
706,7574,2392,334,1690,804,1717,637
707,4914,661,579,2424,60,669,521
708,1015,63,73,675,0,0,204
709,1868,370,295,927,2,57,217
710,1200,134,427,600,5,1,33
711,587,23,130,282,12,21,119
712,1361,54,160,495,140,198,314
713,1169,67,321,277,62,158,284
714,297,143,5,120,13,13,3
715,23354,947,12436,1215,25,5867,2864
716,2298,9,558,469,0,466,796
717,1393,31,106,998,0,86,172
718,4512,388,756,691,0,836,1841
719,355,18,65,226,12,17,17
720,1881,34,612,330,2,776,127
721,3394,1227,392,1413,0,61,301
722,552,43,74,272,0,49,114
723,1790,109,353,1098,0,93,137
724,2790,490,268,1889,8,44,91
725,586,54,121,169,0,144,98
726,768,216,118,236,0,13,185
727,285,0,15,248,6,0,16
728,8438,1748,1575,1476,0,2231,1408
729,5853,1027,1118,2499,6,524,679
730,8879,1579,2798,2472,2,1191,837
731,194,16,79,75,0,11,13
732,5620,861,885,2315,0,853,706
733,4954,1260,472,2943,0,204,75
