TAZ1454,AGREMPN,FPSEMPN,HEREMPN,MWTEMPN,OTHEMPN,RETEMPN,TOTEMP
733,0,479,2860,199,77,1259,4874
734,1,562,605,248,1208,182,2806
735,2,44,338,55,117,5,561
736,0,5308,1511,275,6079,1224,14397
737,0,1150,833,1906,576,444,4909
738,0,36,580,4,8,0,628
739,1,3144,2314,923,1458,413,8253
740,0,77,493,20,56,22,668
741,0,151,557,37,45,247,1037
742,12,10142,6629,1689,2658,1904,23034
743,117,1418,867,729,1217,153,4501
744,0,86,1400,55,346,49,1936
745,0,79,125,9,43,44,300
746,51,707,564,164,178,175,1839
747,6,41,240,63,11,6,367
748,0,42,70,3,12,6,133
749,0,169,332,821,10,47,1379
750,2,1687,740,9502,554,866,13351
751,0,4405,2054,16724,3751,3533,30467
752,0,3948,2418,25433,2153,912,34864
753,1,56,149,7,8,8,229
754,17,105,1099,69,17,19,1326
755,2,390,592,181,544,27,1736
756,19,608,410,328,623,90,2078
757,0,7,143,0,13,4,167
758,0,25,531,19,92,133,800
759,0,69,147,61,35,37,349
760,0,42,196,10,28,32,308
761,0,452,1398,44,51,311,2256
762,0,20,108,9,49,15,201
763,0,2389,2406,7,88,29,4919
764,0,81,1016,51,56,706,1910
765,0,85,493,29,25,152,784
766,0,81,476,16,44,40,657
767,0,1457,2108,6955,252,1252,12024
768,14,4244,626,2812,311,195,8202
769,0,1541,369,579,240,7,2736
770,0,215,838,142,56,256,1507
771,0,355,849,7,78,420,1709
772,0,37,81,28,57,60,263
773,0,312,515,405,373,173,1778
774,0,375,991,445,74,200,2085
775,1,65,335,31,75,46,553
776,0,139,721,26,39,8,933
777,0,2220,3611,139,907,996,7873
778,0,1374,5842,12,189,16,7433
779,0,48,106,28,5,5,192
780,3,294,502,39,15,47,900
781,0,39,168,35,44,6,292
782,0,85,313,35,29,5,467
783,0,178,30,11,311,0,530
784,0,64,394,40,14,169,681
785,0,37,290,45,14,36,422
786,0,17,99,3,3,32,154
787,0,71,413,39,26,164,713
788,0,76,266,67,5,10,424
789,0,49,231,17,2,12,311
790,0,44,281,29,17,4,375
791,3,312,710,75,11,163,1274
792,0,8,103,5,6,0,122
793,0,69,341,34,10,71,525
794,0,68,79,24,0,21,192
795,1,650,419,1174,215,18,2477
796,16,452,2111,2516,321,1372,6788
797,0,4921,551,4230,1372,264,11338
798,0,85,450,397,45,28,1005
799,0,26,139,34,9,0,208
800,0,74,1141,18,299,83,1615
801,0,606,872,337,118,344,2277
802,0,15,169,17,27,5,233
803,3,30,595,7,0,10,645
804,0,49,375,14,86,48,572
805,0,48,277,15,73,55,468
806,15,893,1071,5743,1196,674,9592
807,0,23,139,39,19,71,291
808,0,1,131,3,1,0,136
809,0,315,296,1692,830,10,3143
810,11,6309,2971,11781,3376,2857,27305
811,0,229,1761,352,329,387,3058
812,0,756,860,23,29,473,2141
813,0,9,1378,12,2,0,1401
814,0,17,199,7,5,57,285
815,0,28,197,2,3,7,237
816,0,8,453,0,11,131,603
817,0,23,344,10,26,14,417
818,0,5,538,4,30,6,583
819,0,64,132,20,57,84,357
820,0,98,597,145,19,78,937
821,0,46,2064,12,25,31,2178
822,0,6,187,8,68,2,271
823,0,44,462,3,173,7,689
824,0,347,444,44,119,517,1471
825,0,35,105,6,15,13,174
826,0,85,276,108,195,152,816
827,0,106,1005,22,515,191,1839
828,0,421,820,63,393,549,2246
829,0,59,475,15,496,4,1049
830,0,7,293,12,31,231,574
831,0,22,390,64,10,52,538
832,0,62,530,10,18,30,650
833,0,15,122,2,12,0,151
834,0,82,233,705,49,28,1097
835,0,133,292,13,27,81,546
836,0,25,137,114,102,360,738
837,0,57,555,33,469,29,1143
838,0,148,511,2,22,223,906
839,0,529,1688,55,531,303,3106
840,0,196,719,29,81,266,1291
841,0,60,550,12,18,28,668
842,0,246,288,3,29,163,729
843,0,20,255,3,7,7,292
844,11,454,544,33,136,94,1272
845,0,35,641,19,33,16,744
846,0,143,504,94,20,133,894
847,0,435,459,35,95,37,1061
848,0,310,2861,34,94,620,3919
849,0,36,296,18,42,73,465
850,0,73,68,18,54,6,219
851,0,51,178,3,23,0,255
852,0,33,224,14,30,62,363
853,0,26,1515,41,25,25,1632
854,0,23,359,6,24,64,476
855,0,16,576,12,26,20,650
856,0,110,688,18,98,605,1519
857,0,45,736,8,27,154,970
858,0,141,547,69,24,574,1355
859,0,18,244,12,11,49,334
860,7,390,1152,2640,1228,107,5524
861,0,582,5742,279,72,18,6693
862,0,1382,1043,1508,1592,1344,6869
863,0,114,410,38,53,415,1030
864,0,209,2194,896,84,379,3762
865,2,13,476,13,40,1,545
866,0,27,619,2,39,10,697
867,0,12,141,20,15,55,243
868,0,73,286,6,28,2,395
869,0,78,650,34,622,162,1546
870,0,72,248,142,429,70,961
871,1,1675,2519,128,161,456,4940
872,0,844,548,120,502,507,2521
873,0,1609,1152,5070,2347,1918,12096
874,0,210,137,3377,0,0,3724
875,115,4169,4322,8200,2216,915,19937
876,0,3,65,46,49,0,163
877,0,47,287,34,0,112,480
878,0,105,271,215,51,55,697
879,0,48,121,171,80,64,484
880,0,3,467,19,40,15,544
881,0,8,139,2,24,11,184
882,0,12,492,2,12,145,663
883,0,31,1158,0,17,5,1211
884,0,59,224,9,24,7,323
885,0,646,906,58,4,6,1620
886,0,122,219,1,33,19,394
887,0,10,435,1,0,25,471
888,0,3,217,5,22,6,253
889,0,10,235,1,0,8,254
890,0,37,315,0,27,13,392
891,0,20,188,7,20,27,262
892,0,295,153,590,65,13,1116
893,3,202,182,95,203,21,706
894,0,172,352,372,68,0,964
895,0,618,989,595,114,9,2325
896,154,406,174,1790,254,414,3192
897,0,137,248,3,8,213,609
898,0,38,330,121,0,13,502
899,0,19,656,6,8,37,726
900,0,103,631,4,20,162,920
901,0,20,135,15,3,3,176
902,0,15,567,1,8,46,637
903,0,23,130,1,6,8,168
904,0,13,327,15,42,9,406
905,0,23,323,12,11,10,379
906,0,38,2017,14,12,189,2270
907,0,68,158,46,49,8,329
908,0,54,177,0,9,47,287
909,0,33,344,1,25,10,413
910,0,86,625,52,17,0,780
911,0,74,700,0,31,141,946
912,0,81,287,51,43,23,485
913,0,549,614,121,94,338,1716
914,0,130,123,120,19,11,403
915,0,112,665,10,39,22,848
916,0,129,971,41,14,355,1510
917,2,123,304,0,212,99,740
918,0,98,710,12,39,19,878
919,0,21,44,22,1,0,88
920,0,18,328,66,6,22,440
921,0,77,272,15,19,4,387
922,0,148,327,110,39,17,641
923,1,84,365,23,17,256,746
924,0,8,366,1,19,122,516
925,0,360,565,9,35,112,1081
926,2,721,2156,675,290,532,4376
927,0,72,845,11,1,42,971
928,0,7,335,0,23,2,367
929,0,5,414,18,17,10,464
930,0,13,735,2,17,4,771
931,0,38,3520,13,15,4,3590
932,10,0,187,12,5,2,216
933,0,3,588,56,33,36,716
934,0,90,742,11,27,65,935
935,0,1,172,0,0,5,178
936,0,19,173,0,3,2,197
937,0,63,283,13,76,148,583
938,4,126,89,10,5,2,236
939,4,327,593,50,53,166,1193
940,0,123,343,26,21,75,588
941,0,15,464,7,62,15,563
942,0,345,1014,13,43,83,1498
943,0,43,396,42,14,13,508
944,0,99,383,1,2,113,598
945,0,2809,1722,37,9134,9,13711
946,4,463,1906,389,684,143,3589
947,19,770,2154,814,574,444,4775
948,0,204,479,82,813,117,1695
949,15,46,812,73,71,271,1288
950,0,285,809,2,73,174,1343
951,0,56,392,43,9,37,537
952,0,1347,823,3932,1750,80,7932
953,0,142,358,28,21,141,690
954,0,153,950,31,6,828,1968
955,0,38,1797,8,509,97,2449
956,0,40,373,4,15,13,445
957,0,48,931,2,3,0,984
958,0,23,264,5,1,31,324
959,0,99,366,16,23,213,717
960,0,1180,1270,483,688,157,3778
961,0,1145,647,460,33,263,2548
962,7,13,431,10,7,10,478
963,0,71,543,33,317,24,988
964,0,207,214,345,204,68,1038
965,0,60,101,2522,77,20,2780
966,0,143,559,552,86,3,1343
967,3,1086,1659,459,612,422,4241
968,0,1960,3707,7535,1793,315,15310
969,0,6317,2151,1315,1764,360,11907
970,0,1376,1744,65,3972,64,7221
971,0,12388,4753,643,4630,171,22585
972,0,765,1226,88,196,750,3025
973,0,130,8944,17,32,21,9144
974,0,216,1341,35,42,370,2004
975,0,58,571,0,23,52,704
976,0,302,754,93,194,264,1607
977,0,188,2759,67,241,24,3279
978,0,54,307,71,104,39,575
979,0,457,5211,89,104,537,6398
980,0,14,84,0,7,14,119
981,0,1,240,0,0,5,246
982,0,178,366,5,19,3,571
983,0,5,240,0,18,14,277
984,0,67,328,266,105,40,806
985,0,17,239,31,0,3,290
986,0,16,141,11,7,27,202
987,0,25,127,13,2,10,177
988,0,398,185,1961,553,1184,4281
989,2,65,293,496,407,17,1280
990,0,73,159,332,85,25,674
991,18,9690,4874,3159,3232,1495,22468
992,0,26,128,52,122,2,330
993,1,168,433,413,224,44,1283
994,0,8,205,0,14,20,247
995,0,56,413,35,23,28,555
996,0,537,271,76,57,34,975
997,0,73,48,28,137,8,294
998,0,173,1182,79,86,155,1675
999,4,243,578,0,26,385,1236
1000,0,139,398,69,70,57,733
1001,0,47,222,0,25,27,321
1002,0,280,583,3,61,43,970
1003,0,116,3227,13,17,288,3661
1004,5,86,252,15,112,70,540
1005,0,82,347,9,22,4,464
1006,0,68,347,58,21,50,544
1007,0,9,244,0,18,0,271
1008,0,127,960,6,38,274,1405
1009,0,62,344,35,4,146,591
1010,0,366,785,35,378,38,1602
1011,0,375,617,15,40,446,1493
1012,0,78,330,22,56,6,492
1013,0,32,168,17,39,30,286
1014,109,3522,3474,3712,1551,1706,14074
1015,0,163,748,40,22,195,1168
1016,0,161,521,65,47,81,875
1017,0,115,1314,12,27,33,1501
1018,13,2669,3262,102,1169,406,7621
1019,0,142,133,3,102,0,380
1020,0,71,279,3,10,1,364
1021,0,425,16851,19,210,86,17591
1022,0,4270,182,70,0,119,4641
1023,0,37,554,37,53,169,850
1024,0,50,155,13,12,43,273
1025,0,44,403,28,97,64,636
1026,0,26,176,44,31,110,387
1027,0,261,669,7,66,298,1301
1028,0,52,63,5,35,0,155
1029,0,891,94,14,91,0,1090
1030,0,23,134,3,6,11,177
1031,0,85,158,3,19,3,268
1032,0,9,123,0,22,1,155
1033,0,226,639,44,37,132,1078
1034,0,114,205,1,28,165,513
1035,0,73,447,0,18,8,546
1036,0,84,502,10,67,28,691
1037,0,121,229,36,6,93,485
1038,16,65,404,1,134,313,933
1039,0,127,473,38,101,137,876
1040,0,13,199,3,7,50,272
1041,0,266,610,22,28,441,1367
1042,0,14,259,0,9,2,284
1043,0,977,470,23,34,9,1513
1044,0,88,156,6,4,17,271
1045,0,39,110,44,47,0,240
1046,0,7,127,10,15,0,159
1047,0,33,280,4,30,127,474
1048,0,95,277,10,16,35,433
1049,0,265,303,15,88,283,954
1050,0,283,589,104,102,220,1298
1051,0,192,1144,31,310,690,2367
1052,0,6,104,0,3,0,113
1053,0,28,324,1,53,4,410
1054,0,20,266,12,16,78,392
1055,0,83,629,13,58,70,853
1056,0,73,436,1,459,46,1015
1057,0,18,145,8,1,44,216
1058,0,176,780,169,124,236,1485
1059,66,1198,899,2658,1001,1423,7245
1060,6,130,542,533,71,26,1308
1061,0,30,689,54,128,168,1069
1062,30,1588,666,4263,1378,66,7991
1063,0,20,2219,22,58,26,2345
1064,0,23,200,15,36,20,294
1065,0,36,477,8,33,53,607
1066,0,183,2047,4,287,562,3083
1067,0,41,357,56,69,86,609
1068,0,254,276,637,544,57,1768
1069,0,1106,1458,3830,2134,849,9377
1070,0,7,212,26,39,21,305
1071,0,69,220,87,66,34,476
1072,0,13,1132,55,13,172,1385
1073,0,18,331,4,12,5,370
1074,0,165,1161,30,142,956,2454
1075,0,84,595,0,25,142,846
1076,0,4,273,5,4,1,287
1077,0,62,242,4,76,20,404
1078,0,62,363,36,20,32,513
1079,0,75,771,18,76,189,1129
1080,0,29,516,4,31,125,705
1081,6,6,147,22,24,0,205
1082,0,127,517,230,16,36,926
1083,0,887,1710,1447,341,182,4567
1084,4,36,364,0,43,78,525
1085,0,51,463,6,43,107,670
1086,0,97,411,5,121,247,881
1087,15,41,131,36,49,8,280
1088,0,22,71,139,4,0,236
1089,0,28,394,751,57,58,1288
1090,0,145,151,596,103,18,1013
1091,0,43,5480,23,27,199,5772
1092,0,272,758,58,666,54,1808
1093,0,84,331,9,4075,7,4506
1094,0,117,213,140,3483,24,3977
1095,0,601,192,1444,1882,153,4272
1096,0,674,658,1041,1272,624,4269
1097,0,2728,1279,3209,4944,568,12728
1098,0,195,379,81,76,269,1000
1099,0,512,427,55,109,49,1152
1100,4,82,548,17,69,280,1000
1101,0,109,169,18,63,26,385
1102,41,4,8,6,47,0,106
1103,0,139,535,15,210,225,1124
1104,0,47,101,0,10,0,158
1105,0,6,40,0,2,0,48
1106,0,205,1066,13,97,164,1545
1107,0,83,399,12,21,22,537
1108,0,118,409,49,55,515,1146
1109,0,43,1719,74,93,7,1936
1110,28,443,722,35,48,343,1619
1111,0,50,457,8,353,0,868
1112,0,229,1425,24,107,45,1830
1113,0,6721,3707,331,637,906,12302
1114,0,50,170,26,51,125,422
1115,0,47,198,49,62,169,525
1116,0,2095,535,41,198,23,2892
1117,0,100,178,5,39,1,323
1118,0,591,1272,376,842,933,4014
1119,0,171,586,44,132,175,1108
1120,0,114,391,30,25,238,798
1121,0,5488,3509,469,771,1344,11581
1122,0,4774,5463,2419,1857,3395,17908
1123,0,508,996,83,317,754,2658
1124,0,291,3222,5,360,143,4021
1125,0,55,229,21,63,195,563
1126,0,121,315,12,73,8,529
1127,0,425,3321,17,129,60,3952
1128,0,104,440,117,99,66,826
1129,1,186,1164,15,600,129,2095
1130,0,76,226,8,44,8,362
1131,2,154,100,27,56,59,398
1132,1,124,655,14,83,12,889
1133,2,386,438,185,247,139,1397
1134,5,751,1083,205,320,519,2883
1135,7,59,559,14,35,0,674
1136,0,1312,1316,17,442,14,3101
1137,5,2077,5798,1122,368,1575,10945
1138,0,257,685,32,99,74,1147
1139,14,23,130,21,7,6,201
1140,0,334,1123,12,11,260,1740
1141,2,144,5955,207,29,129,6466
1142,0,81,98,76,29,3,287
1143,0,159,1343,27,57,10,1596
1144,0,466,544,85,72,30,1197
1145,6,9297,4254,1103,1348,1838,17846
1146,2,1798,8566,131,144,2325,12966
1147,0,280,1340,30,261,178,2089
1148,0,117,614,10,0,0,741
1149,0,240,341,8,110,30,729
1150,0,779,1663,80,210,536,3268
1151,0,94,342,28,39,4,507
1152,0,1077,3014,231,307,591,5220
1153,0,315,478,23,44,11,871
1154,18,382,1154,99,214,190,2057
1155,0,112,119,3,25,23,282
1156,2,217,243,0,26,74,562
1157,0,190,559,10,29,48,836
1158,0,246,694,33,134,359,1466
1159,0,47,963,8,16,19,1053
1160,8,195,536,8,66,0,813
1161,1,2611,4088,379,1171,936,9186
1162,0,66,35,24,51,9,185
1163,15,39,114,22,13,6,209
1164,9,310,417,24,109,4,873
1165,1,114,534,117,260,20,1046
1166,0,218,1677,92,81,51,2119
1167,0,358,543,37,117,33,1088
1168,7,11039,3792,2315,4182,1125,22460
1169,0,1543,757,159,650,802,3911
1170,21,1219,2670,286,751,800,5747
1171,0,206,608,22,52,143,1031
1172,0,38,321,44,17,137,557
1173,0,22,388,0,29,0,439
1174,0,51,336,164,29,3,583
1175,1094,2007,904,1009,255,131,5400
1176,55,1141,3575,241,443,601,6056
1177,58,463,958,275,345,64,2163
1178,34,902,6280,402,945,2103,10666
1179,260,1049,3361,718,2024,888,8300
1180,18,141,820,134,413,69,1595
1181,5,31,143,41,57,8,285
1182,34,296,899,259,398,337,2223
1183,0,367,275,1339,388,60,2429
1184,0,48,355,24,35,44,506
1185,2,360,1597,150,331,1039,3479
1186,0,213,2760,50,76,505,3604
1187,0,153,1572,9,74,320,2128
1188,0,155,719,207,548,101,1730
1189,0,703,2004,686,929,1539,5861
1190,0,47,434,0,2,215,698
1191,0,35,621,1,8,30,695
1192,0,19,265,3,8,0,295
1193,0,86,605,12,36,234,973
1194,0,28,300,3,25,6,362
1195,0,132,747,40,178,139,1236
1196,0,43,244,37,88,0,412
1197,0,673,864,6,22,205,1770
1198,0,22,1229,1,83,330,1665
1199,0,283,1586,764,729,412,3774
1200,0,73,399,6,125,14,617
1201,0,43,178,86,22,0,329
1202,0,48,185,86,15,111,445
1203,0,26,900,36,382,6,1350
1204,0,4,417,186,427,395,1429
1205,5,126,300,1095,363,3,1892
1206,0,28,304,316,314,153,1115
1207,0,164,131,74,17,3,389
1208,0,30,311,10,12,91,454
1209,0,15,118,381,4,39,557
1210,0,23,256,55,55,12,401
1211,75,1410,738,4135,2180,416,8954
1212,0,202,752,55,405,49,1463
1213,0,90,368,0,19,145,622
1214,0,74,154,8,14,26,276
1215,0,106,368,16,22,289,801
1216,0,45,71,9,28,10,163
1217,64,257,990,41,236,7,1595
1218,0,11,84,0,5,8,108
1219,0,91,264,9,279,43,686
1220,0,143,273,73,36,150,675
1221,0,14,145,6,19,6,190
1222,0,17,485,86,13,0,601
1223,0,39,187,527,679,18,1450
1224,0,111,841,172,335,80,1539
1225,3,20,63,15,127,40,268
1226,0,172,78,316,3,110,679
1227,0,17,121,27,6,42,213
1228,0,5,104,0,22,0,131
1229,0,106,565,3,14,112,800
1230,0,39,346,8,4,52,449
1231,0,34,343,17,10,86,490
1232,0,252,571,6,56,145,1030
1233,0,69,216,2,18,14,319
1234,0,225,739,89,333,209,1595
1235,0,27,246,2,0,39,314
1236,0,17,858,1,2,56,934
1237,0,5,94,0,8,0,107
1238,0,240,1058,445,352,6,2101
1239,0,7,43,0,7,0,57
1240,0,7,301,37,11,44,400
1241,0,258,2544,214,84,551,3651
1242,0,100,5020,10,12,33,5175
1243,0,47,1256,0,7,30,1340
1244,0,32,397,4,16,2,451
1245,0,3,126,44,22,6,201
1246,49,213,1428,52,65,1878,3685
1247,6,265,874,1279,613,251,3288
1248,20,2099,1767,194,605,588,5273
1249,18,1049,1126,766,390,459,3808
1250,2,266,953,2197,657,731,4806
1251,0,101,660,98,433,371,1663
1252,0,710,898,153,128,35,1924
1253,0,1,65,6,22,8,102
1254,0,14,176,45,15,7,257
1255,23,25,420,0,6,46,520
1256,0,36,219,81,95,17,448
1257,0,15,246,2,5,4,272
1258,0,4,116,0,49,22,191
1259,0,243,543,615,40,137,1578
1260,0,17,125,4,21,8,175
1261,0,82,169,18,66,160,495
1262,0,314,786,105,3578,47,4830
1263,0,83,643,15,692,19,1452
1264,0,177,431,20,6,141,775
1265,0,62,3428,25,18,1124,4657
1266,0,177,572,0,44,194,987
1267,0,286,446,5,109,173,1019
1268,8,442,1420,47,107,110,2134
1269,0,79,1532,2,103,792,2508
1270,0,540,1073,1261,340,22,3236
1271,1,144,382,160,41,68,796
1272,0,1,2450,0,1465,0,3916
1273,0,125,412,27,43,148,755
1274,0,174,817,64,96,496,1647
1275,0,36,159,6,14,75,290
1276,0,168,276,4,10,119,577
1277,0,19,151,4,21,16,211
1278,0,41,206,4,19,120,390
1279,129,660,2793,3440,2358,489,9869
1280,4,261,2859,196,111,2356,5787
1281,0,680,598,173,68,638,2157
1282,8,350,1354,136,955,690,3493
1283,0,89,800,97,19,11,1016
1284,0,655,1561,274,1030,365,3885
1285,0,161,233,5,50,12,461
1286,526,73,67,26,340,2,1034
1287,212,92,12,259,159,101,835
1288,235,179,836,70,269,378,1967
1289,119,475,1134,1493,454,609,4284
1290,333,107,664,221,401,262,1988
1291,53,300,1039,190,30,665,2277
1292,109,2199,1645,4593,2084,276,10906
1293,326,62,404,73,114,114,1093
1294,25,141,3446,232,175,27,4046
1295,21,289,1098,117,240,863,2628
1296,265,62,265,73,79,35,779
1297,148,268,1665,64,190,262,2597
1298,61,1594,1716,631,155,676,4833
1299,63,687,1456,189,2505,191,5091
1300,2,82,324,202,174,19,803
1301,0,483,422,140,350,45,1440
1302,5,68,426,47,72,420,1038
1303,4,25,57,11,28,2,127
1304,41,78,493,4,89,32,737
1305,100,519,1954,385,143,533,3634
1306,338,499,3384,251,204,727,5403
1307,28,86,557,69,78,31,849
1308,232,167,513,492,110,11,1525
1309,267,0,24,97,4,2,394
1310,13,34,2103,332,82,187,2751
1311,626,282,658,1591,216,16,3389
1312,207,27,68,43,63,4,412
1313,600,171,1447,2208,147,48,4621
1314,572,494,1556,1733,315,461,5131
1315,510,104,303,2342,525,55,3839
1316,168,31,24,260,39,0,522
1317,125,249,1340,436,205,141,2496
1318,168,257,485,388,85,87,1470
1319,65,196,714,89,249,114,1427
1320,111,1024,1211,195,209,306,3056
1321,50,159,275,98,140,17,739
1322,0,0,0,0,3,0,3
1323,131,686,2427,246,436,663,4589
1324,417,684,231,1915,723,163,4133
1325,80,2243,1685,4561,566,429,9564
1326,12,144,182,6,77,18,439
1327,20,77,1491,59,373,21,2041
1328,245,87,217,103,207,13,872
1329,267,183,394,376,221,452,1893
1330,0,55,261,43,134,57,550
1331,8,322,626,312,224,536,2028
1332,17,1140,2110,896,497,909,5569
1333,0,27,96,2,49,6,180
1334,0,22,192,26,63,9,312
1335,0,83,806,16,114,383,1402
1336,14,1103,2681,1546,730,403,6477
1337,130,1642,3598,1520,1483,1113,9486
1338,3,31,370,12,97,99,612
1339,22,62,289,83,61,311,828
1340,0,118,376,306,217,7,1024
1341,14,41,264,18,47,10,394
1342,0,31,1545,29,29,15,1649
1343,0,22,428,2,41,11,504
1344,0,217,704,34,268,358,1581
1345,0,31,81,17,12,1,142
1346,0,674,1429,382,342,58,2885
1347,2,200,325,20,192,86,825
1348,25,623,1296,582,460,2013,4999
1349,3,208,780,48,105,311,1455
1350,8,294,587,33,171,259,1352
1351,0,52,353,2,78,0,485
1352,0,22,52,36,43,0,153
1353,40,50,241,241,50,71,693
1354,85,137,325,93,259,179,1078
1355,0,22,299,4,59,36,420
1356,0,86,657,29,61,343,1176
1357,0,56,253,13,40,50,412
1358,1,99,1953,19,69,208,2349
1359,0,133,4333,23,59,446,4994
1360,5,315,265,3,71,31,690
1361,11,1954,1545,125,1319,723,5677
1362,0,592,780,49,210,140,1771
1363,0,456,7953,0,2379,235,11023
1364,0,83,524,16,51,155,829
1365,0,190,530,48,1599,50,2417
1366,20,898,2432,2479,185,260,6274
1367,35,104,632,18,231,14,1034
1368,86,2427,3322,4556,1293,246,11930
1369,8,292,1526,719,532,550,3627
1370,140,89,410,160,233,124,1156
1371,22,35,470,3,74,52,656
1372,2,24,218,7,43,13,307
1373,18,1069,1183,281,344,214,3109
1374,6,1240,1474,537,683,834,4774
1375,2,475,885,383,113,147,2005
1376,2,906,913,149,256,201,2427
1377,9,371,724,20,120,342,1586
1378,0,166,863,306,135,245,1715
1379,1,18,199,0,57,94,369
1380,30,862,1169,1176,1583,1723,6543
1381,127,1311,1337,1079,1170,236,5260
1382,139,113,897,204,153,25,1531
1383,261,137,246,410,182,67,1303
1384,29,684,1428,664,500,547,3852
1385,21,82,312,14,94,26,549
1386,101,365,884,215,162,293,2020
1387,84,165,159,30,180,5,623
1388,3,18,82,0,37,0,140
1389,55,108,787,66,130,93,1239
1390,58,31,275,22,53,13,452
1391,9,62,683,19,46,127,946
1392,94,58,242,300,90,20,804
1393,12,56,309,402,59,27,865
1394,162,504,574,373,169,0,1782
1395,95,934,1177,653,730,705,4294
1396,106,139,915,98,110,212,1580
1397,102,173,515,462,304,257,1813
1398,299,32,241,8,38,3,621
1399,22,596,2138,793,602,624,4775
1400,232,65,93,462,65,22,939
1401,1482,99,634,1375,133,23,3746
1402,184,199,854,771,387,240,2635
1403,71,80,365,67,78,43,704
1404,1,104,72,72,43,2,294
1405,0,263,1128,125,328,911,2755
1406,0,428,417,253,1614,148,2860
1407,3,2870,1617,2959,569,216,8234
1408,0,134,525,188,87,70,1004
1409,36,465,929,169,140,203,1942
1410,0,226,479,10,454,323,1492
1411,5,140,1092,9,181,8,1435
1412,0,707,2641,268,715,544,4875
1413,0,499,398,135,35,59,1126
1414,0,97,360,19,128,46,650
1415,162,220,822,267,257,118,1846
1416,17,10,267,26,55,4,379
1417,0,14,118,0,12,5,149
1418,5,52,287,21,51,7,423
1419,0,61,307,3,82,53,506
1420,2,113,637,4,270,113,1139
1421,0,702,4994,164,195,520,6575
1422,0,353,1206,216,260,112,2147
1423,0,140,484,39,52,52,767
1424,1,1384,1919,355,635,148,4442
1425,0,807,1094,17,2605,42,4565
1426,0,108,193,89,55,71,516
1427,0,662,1843,67,125,534,3231
1428,0,2011,1792,1463,1888,2326,9480
1429,0,343,578,351,728,595,2595
1430,0,1375,3231,189,1088,466,6349
1431,0,251,611,29,133,100,1124
1432,0,460,1113,92,296,224,2185
1433,0,153,258,14,33,4,462
1434,0,102,479,17,191,311,1100
1435,2,47,525,2,42,10,628
1436,0,222,1983,38,83,284,2610
1437,0,378,4185,27,36,216,4842
1438,0,1535,1471,344,318,944,4612
1439,0,0,13,0,2087,0,2100
1440,0,222,1334,103,160,132,1951
1441,0,446,1809,392,430,903,3980
1442,3,327,799,86,125,342,1682
1443,2,336,1439,70,121,337,2305
1444,1,299,709,103,176,400,1688
1445,3,300,680,38,71,67,1159
1446,0,319,710,53,259,56,1397
1447,0,166,178,1,71,67,483
1448,4,1363,1727,581,524,654,4853
1449,0,19,391,0,12,79,501
1450,0,216,620,10,30,211,1087
1451,0,619,437,63,93,63,1275
1452,0,709,871,72,296,173,2121
1453,3,45,518,5,20,0,591
1454,27,82,271,20,68,55,523
